dataset,column_name,dtype,non_null_count,null_count,null_pct,unique_count,example_value
customers,is_active,int64,7000,0,0.0,2,1
customers,churn_date,object,645,6355,90.79,485,2026-02-17
customers,data_origin,object,7000,0,0.0,1,SYNTHETIC
customers,generator_version,object,7000,0,0.0,1,1.2.0
customers,random_seed,int64,7000,0,0.0,1,42
customers,notes,float64,0,7000,100.0,0,
motorcycles,motorcycle_id,object,10000,0,0.0,10000,MC000001
motorcycles,customer_id,object,10000,0,0.0,7000,C000001
motorcycles,workshop_id,object,10000,0,0.0,10,WS0003
motorcycles,model_id,object,10000,0,0.0,39,YAMAHA_NMAX125
motorcycles,brand,object,10000,0,0.0,12,Yamaha
motorcycles,model_name,object,10000,0,0.0,39,NMAX 125
motorcycles,category,object,10000,0,0.0,12,SCOOTER
motorcycles,powertrain_type,object,10000,0,0.0,2,ICE
motorcycles,production_year,int64,10000,0,0.0,12,2017
motorcycles,production_year_basis,object,10000,0,0.0,1,V1_1_SIMULATION_MODEL_RANGE_VALIDATED
motorcycles,first_registration_date,object,10000,0,0.0,3289,2017-02-16
motorcycles,ownership_start_date,object,10000,0,0.0,2833,2019-01-05
motorcycles,initial_mileage_km,int64,10000,0,0.0,5519,83780
motorcycles,initial_mileage_basis,object,10000,0,0.0,1,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR
motorcycles,observation_start_date,object,10000,0,0.0,2017,2024-06-21
motorcycles,observation_end_date,object,904,9096,90.96,487,2026-02-10
motorcycles,vin_synthetic,object,10000,0,0.0,10000,RBSYNE3EFA77D23F0
motorcycles,plate_synthetic,object,10000,0,0.0,10000,SYN-35-000001
motorcycles,is_active,int64,10000,0,0.0,2,1
motorcycles,data_origin,object,10000,0,0.0,1,SYNTHETIC
motorcycles,generator_version,object,10000,0,0.0,1,1.2.0
motorcycles,random_seed,int64,10000,0,0.0,1,42
motorcycles,model_assignment_basis,object,10000,0,0.0,1,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION
motorcycles,notes,float64,0,10000,100.0,0,
motorcycles,brand_risk_residual,float64,10000,0,0.0,12,1.00172
motorcycles,model_risk_residual,float64,10000,0,0.0,39,0.98342
motorcycles,chronic_risk_tier,object,10000,0,0.0,3,NORMAL
motorcycles,warranty_months,int64,10000,0,0.0,3,30
motorcycles,warranty_km_limit,int64,10000,0,0.0,3,30000
motorcycle_models,model_id,object,39,0,0.0,39,HONDA_PCX125
motorcycle_models,brand,object,39,0,0.0,12,Honda
motorcycle_models,model_name,object,39,0,0.0,39,PCX125
motorcycle_models,variant_or_generation,object,39,0,0.0,9,current TR listing
motorcycle_models,category,object,39,0,0.0,12,SCOOTER
motorcycle_models,market_priority,object,39,0,0.0,4,CORE
motorcycle_models,generator_weight_raw,float64,39,0,0.0,18,10.0
motorcycle_models,generator_weight_seed,float64,39,0,0.0,18,0.10627
motorcycle_models,weight_basis,object,39,0,0.0,1,ENGINEERING_PRIOR_NOT_MARKET_SHARE
motorcycle_models,powertrain_type,object,39,0,0.0,2,ICE
motorcycle_models,engine_displacement_cc,float64,37,2,5.13,18,125.0
motorcycle_models,cylinder_count,int64,39,0,0.0,3,1
motorcycle_models,cooling_type,object,39,0,0.0,4,LIQUID
motorcycle_models,cooling_detail,object,7,32,82.05,4,FAN_FORCED_AIR
motorcycle_models,final_drive_type,object,39,0,0.0,4,V_BELT
motorcycle_models,transmission_type,object,39,0,0.0,7,CVT
motorcycle_models,engine_oil_service_qty_l,float64,5,34,87.18,4,0.8
motorcycle_models,oil_quantity_basis,object,5,34,87.18,5,2021 owner manual: after draining
motorcycle_models,spark_plug_count,float64,38,1,2.56,3,1.0
motorcycle_models,fuel_type,object,39,0,0.0,2,GASOLINE
motorcycle_models,production_start_year,float64,39,0,0.0,6,2015.0
motorcycle_models,production_end_year,float64,39,0,0.0,4,2026.0
motorcycle_models,spec_reference_year,float64,6,33,84.62,4,2026.0
motorcycle_models,policy_group,object,39,0,0.0,20,ICE_125_LIQUID_BELT
motorcycle_models,engine_oil_applicable,bool,39,0,0.0,2,True
motorcycle_models,spark_plug_applicable,bool,39,0,0.0,2,True
motorcycle_models,coolant_applicable,bool,39,0,0.0,2,True
motorcycle_models,chain_maintenance_applicable,bool,39,0,0.0,2,False
motorcycle_models,belt_maintenance_applicable,bool,39,0,0.0,2,True
motorcycle_models,policy_ready,bool,39,0,0.0,2,True
motorcycle_models,spec_confidence,object,39,0,0.0,3,HIGH
motorcycle_models,source_type,object,39,0,0.0,2,OFFICIAL
motorcycle_models,primary_source_url,object,39,0,0.0,39,https://www.honda.com.tr/motosiklet/modeller/scooter/honda-pcx125/ozellikler
motorcycle_models,secondary_source_url,object,10,29,74.36,1,https://www.motorhaber.com.tr/2025-yilinda-turkiye-de-en-cok-satan-motosikletler-190521
motorcycle_models,verification_notes,object,39,0,0.0,29,Core market row. 0.8 L oil figure is generation-specific; re-check before exact service-part quantity.
motorcycle_models,source_checked_at,object,39,0,0.0,1,2026-08-25
motorcycle_models,production_year_range_basis,object,39,0,0.0,1,SIMULATION_PRIOR_MODEL_RANGE
motorcycle_models,production_year_range_confidence,object,39,0,0.0,1,LOW
usage_profiles,usage_profile_id,object,10000,0,0.0,10000,UP000001
usage_profiles,motorcycle_id,object,10000,0,0.0,10000,MC000001
usage_profiles,customer_id,object,10000,0,0.0,7000,C000001
usage_profiles,workshop_id,object,10000,0,0.0,10,WS0003
usage_profiles,usage_type,object,10000,0,0.0,7,COMMUTER
usage_profiles,annual_km_baseline,int64,10000,0,0.0,7657,18507
usage_profiles,annual_km_basis,object,10000,0,0.0,1,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2
usage_profiles,city_ratio,float64,10000,0,0.0,2479,0.949
usage_profiles,highway_ratio,float64,10000,0,0.0,2408,0.0462
usage_profiles,offroad_ratio,float64,10000,0,0.0,193,0.0048
usage_profiles,track_ratio,float64,10000,0,0.0,359,0.0
usage_profiles,avg_ride_days_per_week,float64,10000,0,0.0,657,5.7
usage_profiles,daily_active_probability,float64,10000,0,0.0,917,0.77
usage_profiles,avg_km_per_active_day,float64,10000,0,0.0,1790,71.4
usage_profiles,weekday_multiplier,float64,10000,0,0.0,665,1.151
usage_profiles,weekend_multiplier,float64,10000,0,0.0,1032,0.851
usage_profiles,riding_intensity,object,10000,0,0.0,3,HIGH
usage_profiles,seasonality_strength,float64,10000,0,0.0,562,0.145
usage_profiles,winter_usage_factor,float64,10000,0,0.0,745,0.811
usage_profiles,weather_sensitivity,float64,10000,0,0.0,689,0.264
usage_profiles,storage_condition,object,10000,0,0.0,4,COVERED_PARKING
usage_profiles,load_severity_factor,float64,10000,0,0.0,395,1.032
usage_profiles,climate_zone,object,10000,0,0.0,7,MEDITERRANEAN_COASTAL
usage_profiles,profile_start_date,object,10000,0,0.0,2017,2024-06-21
usage_profiles,profile_end_date,object,904,9096,90.96,487,2026-02-10
usage_profiles,data_origin,object,10000,0,0.0,1,SYNTHETIC
usage_profiles,generator_version,object,10000,0,0.0,1,1.2.0
usage_profiles,random_seed,int64,10000,0,0.0,1,42
usage_profiles,profile_rule_version,object,10000,0,0.0,1,1.2.0
usage_profiles,notes,float64,0,10000,100.0,0,
mileage_monthly,timeline_id,object,344714,0,0.0,344714,MTL0000001
mileage_monthly,motorcycle_id,object,344714,0,0.0,10000,MC000001
mileage_monthly,workshop_id,object,344714,0,0.0,10,WS0003
mileage_monthly,year_month,object,344714,0,0.0,68,2024-06
mileage_monthly,period_start_date,object,344714,0,0.0,2017,2024-06-21
mileage_monthly,period_end_date,object,344714,0,0.0,529,2024-06-30
mileage_monthly,opening_odometer_km,int64,344714,0,0.0,115432,83780
mileage_monthly,closing_odometer_km,int64,344714,0,0.0,116166,84324
mileage_monthly,km_added,int64,344714,0,0.0,4994,544
mileage_monthly,active_days,int64,344714,0,0.0,32,10
mileage_monthly,avg_km_per_active_day_observed,float64,344714,0,0.0,3000,54.4
mileage_monthly,usage_type,object,344714,0,0.0,7,COMMUTER
mileage_monthly,annual_km_baseline,int64,344714,0,0.0,7657,18507
mileage_monthly,data_origin,object,344714,0,0.0,1,SYNTHETIC
mileage_monthly,generator_version,object,344714,0,0.0,1,1.2.0
maintenance_tasks,task_code,object,98,0,0.0,98,ENGINE_OIL_CHECK
maintenance_tasks,canonical_name_tr,object,98,0,0.0,98,Motor Yağı Seviye Kontrolü
maintenance_tasks,canonical_name_en,object,98,0,0.0,98,Engine Oil Level Check
maintenance_tasks,component_group,object,98,0,0.0,14,ENGINE
maintenance_tasks,action_type,object,98,0,0.0,8,INSPECT
maintenance_tasks,is_periodic,int64,98,0,0.0,2,1
maintenance_tasks,is_wear_based,int64,98,0,0.0,2,0
maintenance_tasks,is_fault_based,int64,98,0,0.0,2,0
maintenance_tasks,requires_part,int64,98,0,0.0,2,0
maintenance_tasks,applicable_powertrain,object,98,0,0.0,3,ICE
maintenance_tasks,required_final_drive,object,17,81,82.65,4,V_BELT
maintenance_tasks,required_cooling_type,object,5,93,94.9,1,LIQUID
maintenance_tasks,required_transmission_type,object,10,88,89.8,2,MANUAL
maintenance_tasks,part_category_hint,object,54,44,44.9,34,ENGINE_OIL
maintenance_tasks,can_be_next_service_target,int64,98,0,0.0,2,1
maintenance_tasks,notes,object,98,0,0.0,84,Yağ seviyesi ve genel durumu kontrol edilir.
maintenance_tasks,taxonomy_version,object,98,0,0.0,1,1.2.0
maintenance_policies,policy_id,object,621,0,0.0,621,POL0001
maintenance_policies,scope_type,object,621,0,0.0,2,GROUP
maintenance_policies,model_id,object,39,582,93.72,2,BAJAJ_NS200
maintenance_policies,policy_group,object,582,39,6.28,20,EV_HUB_MOTOR
maintenance_policies,task_code,object,621,0,0.0,48,EV_TRACTION_BATTERY_HEALTH_CHECK
maintenance_policies,policy_kind,object,621,0,0.0,3,SCHEDULED
maintenance_policies,initial_trigger_km,float64,47,574,92.43,9,1000.0
maintenance_policies,recurring_km,float64,448,173,27.86,11,12000.0
maintenance_policies,initial_trigger_months,float64,3,618,99.52,1,6.0
maintenance_policies,recurring_months,float64,431,190,30.6,4,12.0
maintenance_policies,trigger_mode,object,621,0,0.0,4,WHICHEVER_FIRST
maintenance_policies,severe_use_multiplier,float64,621,0,0.0,4,1.0
maintenance_policies,courier_multiplier,float64,621,0,0.0,5,1.0
maintenance_policies,offroad_multiplier,float64,621,0,0.0,8,1.0
maintenance_policies,dusty_environment_multiplier,float64,621,0,0.0,3,1.0
maintenance_policies,wear_mean_km,float64,108,513,82.61,6,18000.0
maintenance_policies,wear_sd_km,float64,108,513,82.61,6,5000.0
maintenance_policies,wear_min_km,float64,108,513,82.61,6,8000.0
maintenance_policies,wear_max_km,float64,108,513,82.61,6,35000.0
maintenance_policies,precedence,int64,621,0,0.0,2,10
maintenance_policies,evidence_level,object,621,0,0.0,7,SIMULATION_PRIOR
maintenance_policies,source_authority,object,621,0,0.0,14,RideBase simulation prior
maintenance_policies,source_model_or_family,object,253,368,59.26,13,KYMCO X-Town CT family representative architecture
maintenance_policies,source_url,object,261,360,57.97,4,https://www.honda.com.tr/assets/files/Bx6KmWpQrT1715073681294.pdf
maintenance_policies,source_page_or_note,object,86,535,86.15,19,PCX schedule lists brake fluid replacement every 2 years.
maintenance_policies,confidence,object,621,0,0.0,3,LOW
maintenance_policies,is_manufacturer_exact_interval,int64,621,0,0.0,2,0
maintenance_policies,is_generator_active,int64,621,0,0.0,1,1
maintenance_policies,policy_version,object,621,0,0.0,1,1.2.0
maintenance_policies,notes,object,20,601,96.78,2,Simulation cadence only; not claimed as manufacturer exact.
appointments,appointment_id,object,28150,0,0.0,28150,APT000001
appointments,workshop_id,object,28150,0,0.0,10,WS0003
appointments,customer_id,object,28150,0,0.0,5319,C000001
appointments,motorcycle_id,object,28150,0,0.0,7227,MC000001
appointments,created_at,object,28150,0,0.0,19629,2026-03-21 14:00:00
appointments,scheduled_at,object,28150,0,0.0,23790,2026-03-25 10:43:00
appointments,appointment_type,object,28150,0,0.0,4,PERIODIC
appointments,source,object,28150,0,0.0,4,MOBILE_APP
appointments,status,object,28150,0,0.0,4,CONVERTED_TO_SERVICE
appointments,service_id,object,24209,3941,14.0,24209,SVC000003
appointments,customer_request,object,28150,0,0.0,4,PERIODIC
appointments,data_origin,object,28150,0,0.0,1,SYNTHETIC
appointments,generator_version,object,28150,0,0.0,1,1.2.0
services,service_id,object,41518,0,0.0,41518,SVC000001
services,workshop_id,object,41518,0,0.0,10,WS0003
services,customer_id,object,41518,0,0.0,6080,C000001
services,motorcycle_id,object,41518,0,0.0,8442,MC000001
services,appointment_id,object,24209,17309,41.69,24209,APT000001
services,service_type_code,object,41518,0,0.0,4,PERIODIC
services,primary_trigger_task,object,41518,0,0.0,3,GENERAL_SAFETY_INSPECTION
services,trigger_due_km,float64,38931,2587,6.23,38300,105139.4
services,trigger_due_date,object,38931,2587,6.23,2115,2026-05-15
services,service_delay_days,float64,39318,2200,5.3,51,0.0
services,arrival_mode,object,41518,0,0.0,2,WALK_IN
services,received_at,object,41518,0,0.0,40353,2024-07-03 16:15:00
services,odometer_km,int64,41518,0,0.0,35816,84478
services,mileage_source,object,41518,0,0.0,3,MANUAL
services,mileage_quality_flag,object,41518,0,0.0,2,VALID
services,is_mileage_estimated,int64,41518,0,0.0,2,0
services,status,object,41518,0,0.0,1,DELIVERED
services,estimated_delivery_at,object,41518,0,0.0,40371,2024-07-03 16:15:00
services,completed_at,object,41518,0,0.0,40287,2024-07-03 16:56:00
services,delivered_at,object,41518,0,0.0,40320,2024-07-04 16:08:00
services,customer_complaint,object,41518,0,0.0,14,Mekanik sorun şüphesiyle genel kontrol istendi.
services,technician_notes,float64,0,41518,100.0,0,
services,labor_minutes_pre_task,int64,41518,0,0.0,382,150
services,labor_total,float64,0,41518,100.0,0,
services,parts_total,float64,0,41518,100.0,0,
services,discount_total,float64,0,41518,100.0,0,
services,tax_total,float64,0,41518,100.0,0,
services,grand_total,float64,0,41518,100.0,0,
services,is_breakdown,int64,41518,0,0.0,2,0
services,is_warranty,int64,41518,0,0.0,2,0
services,capture_origin,object,41518,0,0.0,1,RIDEBASE_WORKSHOP
services,data_origin,object,41518,0,0.0,1,SYNTHETIC
services,generator_version,object,41518,0,0.0,1,1.2.0
services,random_seed,int64,41518,0,0.0,1,42
services,scenario_id,object,41518,0,0.0,1,HAZARD_EVENT_SIM_V1_2
services,maintenance_overdue_days_pre_service,float64,41518,0,0.0,51,0.0
services,maintenance_overdue_km_pre_service,float64,41518,0,0.0,17470,0.0
services,overdue_maintenance_days_at_failure,float64,2200,39318,94.7,44,28.0
services,overdue_maintenance_km_at_failure,float64,2200,39318,94.7,1731,1909.8999999999944
services,previous_failure_count,int64,41518,0,0.0,11,0
services,failure_hazard_score,float64,41518,0,0.0,40315,0.0641473
services,primary_fault_component,object,2200,39318,94.7,11,TRANSMISSION
services,failure_severity,object,2200,39318,94.7,3,LOW
services_enriched,service_id,object,41518,0,0.0,41518,SVC000001
services_enriched,subtotal_before_discount,float64,41518,0,0.0,5428,2830.0
services_enriched,discount_rate,float64,41518,0,0.0,10,0.0
services_enriched,tax_rate,float64,41518,0,0.0,2,0.2
services_enriched,pricing_currency,object,41518,0,0.0,1,TRY
services_enriched,cost_calculation_basis,object,41518,0,0.0,1,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES
services_enriched,cost_rule_version,object,41518,0,0.0,1,1.2.0
services_enriched,workshop_id,object,41518,0,0.0,10,WS0003
services_enriched,customer_id,object,41518,0,0.0,6080,C000001
services_enriched,motorcycle_id,object,41518,0,0.0,8442,MC000001
services_enriched,appointment_id,object,24209,17309,41.69,24209,APT000001
services_enriched,service_type_code,object,41518,0,0.0,4,PERIODIC
services_enriched,primary_trigger_task,object,41518,0,0.0,3,GENERAL_SAFETY_INSPECTION
services_enriched,trigger_due_km,float64,38931,2587,6.23,38300,105139.4
services_enriched,trigger_due_date,object,38931,2587,6.23,2115,2026-05-15
services_enriched,service_delay_days,float64,39318,2200,5.3,51,0.0
services_enriched,arrival_mode,object,41518,0,0.0,2,WALK_IN
services_enriched,received_at,object,41518,0,0.0,40353,2024-07-03 16:15:00
services_enriched,odometer_km,int64,41518,0,0.0,35816,84478
services_enriched,mileage_source,object,41518,0,0.0,3,MANUAL
services_enriched,mileage_quality_flag,object,41518,0,0.0,2,VALID
services_enriched,is_mileage_estimated,int64,41518,0,0.0,2,0
services_enriched,status,object,41518,0,0.0,1,DELIVERED
services_enriched,estimated_delivery_at,object,41518,0,0.0,40371,2024-07-03 16:15:00
services_enriched,completed_at,object,41518,0,0.0,40287,2024-07-03 16:56:00
services_enriched,delivered_at,object,41518,0,0.0,40320,2024-07-04 16:08:00
services_enriched,customer_complaint,object,41518,0,0.0,14,Mekanik sorun şüphesiyle genel kontrol istendi.
services_enriched,technician_notes,float64,0,41518,100.0,0,
services_enriched,labor_minutes_pre_task,int64,41518,0,0.0,382,150
services_enriched,labor_total,float64,41518,0,0.0,490,730.0
services_enriched,parts_total,float64,41518,0,0.0,2734,2100.0
services_enriched,discount_total,float64,41518,0,0.0,7131,0.0
services_enriched,tax_total,float64,41518,0,0.0,14108,566.0
services_enriched,grand_total,float64,41518,0,0.0,14520,3396.0
services_enriched,is_breakdown,int64,41518,0,0.0,2,0
services_enriched,is_warranty,int64,41518,0,0.0,2,0
services_enriched,capture_origin,object,41518,0,0.0,1,RIDEBASE_WORKSHOP
services_enriched,data_origin,object,41518,0,0.0,1,SYNTHETIC
services_enriched,generator_version,object,41518,0,0.0,1,1.2.0
services_enriched,random_seed,int64,41518,0,0.0,1,42
services_enriched,scenario_id,object,41518,0,0.0,1,HAZARD_EVENT_SIM_V1_2
services_enriched,maintenance_overdue_days_pre_service,float64,41518,0,0.0,51,0.0
services_enriched,maintenance_overdue_km_pre_service,float64,41518,0,0.0,17470,0.0
services_enriched,overdue_maintenance_days_at_failure,float64,2200,39318,94.7,44,28.0
services_enriched,overdue_maintenance_km_at_failure,float64,2200,39318,94.7,1731,1909.8999999999944
services_enriched,previous_failure_count,int64,41518,0,0.0,11,0
services_enriched,failure_hazard_score,float64,41518,0,0.0,40315,0.0641473
services_enriched,primary_fault_component,object,2200,39318,94.7,11,TRANSMISSION
services_enriched,failure_severity,object,2200,39318,94.7,3,LOW
service_tasks,service_task_id,object,204000,0,0.0,204000,STK0000001
service_tasks,service_id,object,204000,0,0.0,41518,SVC000001
service_tasks,motorcycle_id,object,204000,0,0.0,8442,MC000001
service_tasks,workshop_id,object,204000,0,0.0,10,WS0003
service_tasks,task_sequence,int64,204000,0,0.0,9,1
service_tasks,task_code,object,204000,0,0.0,73,BRAKE_DISC_CHANGE
service_tasks,display_title,object,204000,0,0.0,239,Fren Diski Değişimi Yapıldı
service_tasks,title_variant_type,object,204000,0,0.0,3,NATURAL_VARIANT
service_tasks,component_group,object,204000,0,0.0,14,BRAKES
service_tasks,action_type,object,204000,0,0.0,7,REPLACE
service_tasks,trigger_reason,object,204000,0,0.0,7,INSPECTION_FINDING
service_tasks,is_policy_due,int64,204000,0,0.0,2,0
service_tasks,policy_id,object,195734,8266,4.05,519,POL0071
service_tasks,status,object,204000,0,0.0,2,COMPLETED
service_tasks,completed,int64,204000,0,0.0,2,1
service_tasks,started_at,object,204000,0,0.0,126616,2024-07-03 16:39:02
service_tasks,completed_at,object,202585,1415,0.69,112828,2024-07-03 16:56:00
service_tasks,completed_by,object,202585,1415,0.69,87,TECH-WS0003-03
service_tasks,labor_minutes,int64,204000,0,0.0,185,43
service_tasks,labor_cost,float64,204000,0,0.0,269,420.0
service_tasks,labor_cost_basis,object,204000,0,0.0,2,SYNTHETIC_YEAR_X_WORKSHOP_RATE
service_tasks,severity,object,204000,0,0.0,4,MEDIUM
service_tasks,data_origin,object,204000,0,0.0,1,SYNTHETIC
service_tasks,generator_version,object,204000,0,0.0,1,1.2.0
service_tasks,random_seed,int64,204000,0,0.0,1,42
service_tasks,notes,object,2200,201800,98.92,1,Primary fault task generated from pre-event hazard state.
service_tasks,task_role,object,204000,0,0.0,3,PERIODIC
service_parts,service_part_id,object,76305,0,0.0,76305,SPT0000001
service_parts,service_id,object,76305,0,0.0,40854,SVC000001
service_parts,service_task_id,object,76305,0,0.0,76305,STK0000001
service_parts,motorcycle_id,object,76305,0,0.0,8405,MC000001
service_parts,workshop_id,object,76305,0,0.0,10,WS0003
service_parts,task_code,object,76305,0,0.0,18,BRAKE_DISC_CHANGE
service_parts,part_id,object,76305,0,0.0,372,PRT0499
service_parts,part_category,object,76305,0,0.0,18,BRAKE_DISC
service_parts,compatibility_id,object,76305,0,0.0,568,CMP00704
service_parts,compatibility_level,object,76305,0,0.0,4,SYNTHETIC_MODEL_REPAIR_FITMENT
service_parts,quantity,float64,76305,0,0.0,8,1.0
service_parts,quantity_unit,object,76305,0,0.0,4,PIECE
service_parts,quantity_source,object,76305,0,0.0,6,TASK_DEFAULT
service_parts,quantity_confidence,object,76305,0,0.0,3,MEDIUM
service_parts,part_price_id,object,76305,0,0.0,6293,PPR0029896
service_parts,unit_purchase_price,float64,76305,0,0.0,175,1400.0
service_parts,unit_sale_price,float64,76305,0,0.0,215,2100.0
service_parts,purchase_total,float64,76305,0,0.0,304,1400.0
service_parts,sale_total,float64,76305,0,0.0,374,2100.0
service_parts,currency,object,76305,0,0.0,1,TRY
service_parts,stock_source,object,76305,0,0.0,3,WORKSHOP_STOCK
service_parts,is_compatible,int64,76305,0,0.0,1,1
service_parts,price_basis,object,76305,0,0.0,1,SYNTHETIC_SIMULATION
service_parts,data_origin,object,76305,0,0.0,1,SYNTHETIC
service_parts,generator_version,object,76305,0,0.0,1,1.2.0
service_parts,random_seed,int64,76305,0,0.0,1,42
service_parts,notes,object,76305,0,0.0,1,Selected using compatibility precedence and service-year/workshop price history.
service_status_history,status_history_id,object,312644,0,0.0,312644,SSH0000001
service_status_history,service_id,object,312644,0,0.0,41518,SVC000001
service_status_history,workshop_id,object,312644,0,0.0,10,WS0003
service_status_history,customer_id,object,312644,0,0.0,6080,C000001
service_status_history,motorcycle_id,object,312644,0,0.0,8442,MC000001
service_status_history,status_sequence,int64,312644,0,0.0,8,1
service_status_history,previous_status,object,271126,41518,13.28,7,RECEIVED
service_status_history,status,object,312644,0,0.0,8,RECEIVED
service_status_history,status_at,object,312644,0,0.0,193481,2024-07-03 16:15:00
service_status_history,status_reason_code,object,312644,0,0.0,8,SERVICE_ACCEPTED
service_status_history,related_entity_type,object,312644,0,0.0,3,SERVICE
service_status_history,related_entity_id,object,312644,0,0.0,172011,SVC000001
service_status_history,timestamp_source,object,312644,0,0.0,9,SERVICES.RECEIVED_AT
service_status_history,is_derived_timestamp,int64,312644,0,0.0,2,0
service_status_history,was_timestamp_repaired,int64,312644,0,0.0,2,0
service_status_history,repair_reason,object,40909,271735,86.92,2,DELIVERY_NOT_AFTER_COMPLETION
service_status_history,is_terminal,int64,312644,0,0.0,2,0
service_status_history,data_origin,object,312644,0,0.0,1,SYNTHETIC
service_status_history,generator_version,object,312644,0,0.0,1,1.2.0
service_status_history,random_seed,int64,312644,0,0.0,1,42
service_status_history,scenario_id,object,312644,0,0.0,1,HAZARD_EVENT_SIM_V1_2
noise_audit,noise_audit_id,object,46621,0,0.0,46621,NAU0000001
noise_audit,entity_type,object,46621,0,0.0,3,SERVICE_STATUS
noise_audit,entity_id,object,46621,0,0.0,46621,SSH0000014
noise_audit,service_id,object,46621,0,0.0,32106,SVC000002
noise_audit,motorcycle_id,object,46621,0,0.0,7974,MC000001
noise_audit,workshop_id,object,46621,0,0.0,10,WS0003
noise_audit,field_name,object,46621,0,0.0,4,delivered_at
noise_audit,issue_type,object,46621,0,0.0,3,STATUS_TIMESTAMP_INCONSISTENCY
noise_audit,issue_category,object,46621,0,0.0,3,TEMPORAL_INCONSISTENCY
noise_audit,severity,object,46621,0,0.0,3,HIGH
noise_audit,is_intentional_noise,int64,46621,0,0.0,2,0
noise_audit,observed_value,object,46621,0,0.0,40343,2025-08-11 14:39:00
noise_audit,original_clean_value,float64,0,46621,100.0,0,
noise_audit,canonical_clean_value,object,45839,782,1.68,39348,2025-08-11 17:12:00
noise_audit,clean_value_available,int64,46621,0,0.0,2,1
noise_audit,detection_source,object,46621,0,0.0,4,REPAIRED_SERVICES.DELIVERED_AT
noise_audit,repair_action,object,46621,0,0.0,3,USE_CANONICAL_STATUS_HISTORY_TIMESTAMP
noise_audit,repair_applied,int64,46621,0,0.0,2,1
noise_audit,ml_handling,object,46621,0,0.0,3,USE_REPAIRED_TIMELINE_ONLY
noise_audit,noise_rule_version,object,46621,0,0.0,3,STATUS_TIMELINE_REPAIR_V1_1
noise_audit,data_origin,object,46621,0,0.0,1,SYNTHETIC
noise_audit,generator_version,object,46621,0,0.0,1,1.2.0
noise_audit,random_seed,int64,46621,0,0.0,1,42
noise_audit,scenario_id,object,46621,0,0.0,1,MAINTENANCE_EVENT_SIM_V1
