snapshot_id,motorcycle_id,actual_days,predicted_days,days_error,days_abs_error,actual_km,predicted_km,km_error,km_abs_error,days_model,km_model,dataset_version,service_sequence,usage_type,motorcycle_age_years,snapshot_odometer_km,category,model_id,avg_service_interval_days,rolling3_interval_days,avg_service_interval_km,rolling3_interval_km,interval_days_variability,interval_km_variability,history_depth,age_band,odometer_band,interval_variability_band,target
SNP_SVC026723,MC006422,162.81805555555556,44.415999860934,-118.40205569462157,118.40205569462157,13650.0,3264.4978,-10385.502197265625,10385.502197265625,Manual::WeightedBlend,AutoGluon::WeightedEnsemble_L2,1.2.0,7,SEASONAL,8.673511293634498,114073,SCOOTER,KUBA_BLUEBERRY50,55.321875,75.63078703703705,4712.166666666667,6221.0,0.36058657558962753,0.32013154637717023,5-8,5-10,"(98596.0, 151923.75]","(0.336, 1.365]",DAYS
SNP_SVC028438,MC006889,180.0625,61.72531521287526,-118.33718478712474,118.33718478712474,13668.0,3943.224,-9724.77587890625,9724.77587890625,Manual::WeightedBlend,AutoGluon::WeightedEnsemble_L2,1.2.0,14,COMMUTER,7.394934976043806,125824,CUB,MONDIAL_50_UAG,94.76298076923078,124.32245370370372,7079.0,9183.333333333334,0.3086732753829502,0.29722222222222233,9+,5-10,"(98596.0, 151923.75]","(0.195, 0.336]",DAYS
SNP_SVC038548,MC009324,179.19791666666666,61.51136695541231,-117.68654971125434,117.68654971125434,14956.0,4017.132,-10938.867919921875,10938.867919921875,Manual::WeightedBlend,AutoGluon::WeightedEnsemble_L2,1.2.0,4,COMMUTER,1.6071184120465434,36924,CUB,MONDIAL_SFC_MINI_50EC,79.63796296296296,79.63796296296296,7574.666666666667,7574.666666666667,0.0,0.0,3-4,<=2,"(1286.999, 57387.25]","(-0.001, 0.0573]",DAYS
SNP_SVC018211,MC004446,174.7125,57.640603587053924,-117.07189641294607,117.07189641294607,15365.0,4151.2397,-11213.76025390625,11213.76025390625,Manual::WeightedBlend,AutoGluon::WeightedEnsemble_L2,1.2.0,18,COMMUTER,5.61533196440794,123643,SCOOTER,KUBA_BLUEBERRY50,54.76258169934641,53.75000000000001,5113.64705882353,5310.0,0.018158802345377673,0.038390320762745914,9+,5-10,"(98596.0, 151923.75]","(-0.001, 0.0573]",DAYS
SNP_SVC016951,MC004088,89.78888888888889,206.07797009302982,116.28908120414093,116.28908120414093,1208.0,3222.95,2014.949951171875,2014.949951171875,Manual::WeightedBlend,AutoGluon::WeightedEnsemble_L2,1.2.0,3,COURIER,4.292950034223135,20676,NAKED,HONDA_CB125F,531.0166666666667,353.67777777777775,7194.5,4796.0,0.33333333333333337,0.3333333333333333,3-4,2-5,"(1286.999, 57387.25]","(0.195, 0.336]",DAYS
SNP_SVC020758,MC005053,54.3125,170.17440929272487,115.86190929272487,115.86190929272487,1073.0,4440.266,3367.26611328125,3367.26611328125,Manual::WeightedBlend,AutoGluon::WeightedEnsemble_L2,1.2.0,5,WEEKEND,7.983572895277208,61182,SCOOTER,HONDA_PCX125,344.26128472222223,281.57129629629634,7839.0,6245.666666666667,0.1815725979133824,0.20323129251700675,5-8,5-10,"(57387.25, 98596.0]","(0.0573, 0.195]",DAYS
SNP_SVC027464,MC006653,200.00694444444446,85.40603315886582,-114.60091128557863,114.60091128557863,11954.0,4390.448,-7563.5517578125,7563.5517578125,Manual::WeightedBlend,AutoGluon::WeightedEnsemble_L2,1.2.0,3,COMMUTER,5.494866529774128,82979,NAKED,HONDA_CB125F,136.40590277777778,90.6039351851852,7800.0,5199.666666666667,0.3333333333333333,0.3333333333333333,3-4,5-10,"(57387.25, 98596.0]","(0.195, 0.336]",DAYS
SNP_SVC032948,MC007988,203.0,89.37734387998997,-113.62265612001003,113.62265612001003,12372.0,4506.769,-7865.23095703125,7865.23095703125,Manual::WeightedBlend,AutoGluon::WeightedEnsemble_L2,1.2.0,4,COMMUTER,1.7385352498288844,38397,CUB,RKS_NEW_LIGHT_PRO,141.0212962962963,141.0212962962963,8272.0,8272.0,0.0,0.0,3-4,<=2,"(1286.999, 57387.25]","(-0.001, 0.0573]",DAYS
SNP_SVC027289,MC006597,200.04375,89.76097261230481,-110.28277738769518,110.28277738769518,12236.0,4548.0176,-7687.982421875,7687.982421875,Manual::WeightedBlend,AutoGluon::WeightedEnsemble_L2,1.2.0,5,COMMUTER,1.8480492813141685,36348,CUB,RKS_NEW_LIGHT_PRO,90.23958333333333,95.31226851851852,5039.25,5383.333333333333,0.055597417259707564,0.06826711637980915,5-8,<=2,"(1286.999, 57387.25]","(-0.001, 0.0573]",DAYS
SNP_SVC018636,MC004544,187.75069444444443,78.24679247500171,-109.50390196944272,109.50390196944272,6413.0,3333.1816,-3079.818359375,3079.818359375,Manual::WeightedBlend,AutoGluon::WeightedEnsemble_L2,1.2.0,3,COMMUTER,7.342915811088296,68776,SCOOTER,TVS_JUPITER125,181.97916666666666,120.9861111111111,5804.5,3869.3333333333335,0.33333333333333337,0.3333333333333333,3-4,5-10,"(57387.25, 98596.0]","(0.195, 0.336]",DAYS
SNP_SVC031394,MC007625,152.7902777777778,53.829861484239565,-98.96041629353823,98.96041629353823,18753.0,4827.0444,-13925.95556640625,13925.95556640625,Manual::WeightedBlend,AutoGluon::WeightedEnsemble_L2,1.2.0,17,COURIER,3.6906228610540723,120966,SCOOTER,HONDA_DIO110,51.80911458333333,72.32939814814814,5943.6875,8820.333333333334,0.38857465660465845,0.4839019432616658,9+,2-5,"(98596.0, 151923.75]","(0.336, 1.365]",KM
SNP_SVC034669,MC008333,145.15416666666667,69.9432180201218,-75.21094864654486,75.21094864654486,20038.0,6496.5645,-13541.435546875,13541.435546875,Manual::WeightedBlend,AutoGluon::WeightedEnsemble_L2,1.2.0,18,SEASONAL,5.765913757700205,242606,SCOOTER,YAMAHA_NMAX125,93.46127450980393,162.94814814814814,11714.529411764706,19565.0,0.7356122813178041,0.6700909802976441,9+,5-10,"(151923.75, 500425.0]","(0.336, 1.365]",KM
SNP_SVC037410,MC008997,191.9361111111111,59.5334804244069,-132.40263068670419,132.40263068670419,17259.0,4649.908,-12609.091796875,12609.091796875,Manual::WeightedBlend,AutoGluon::WeightedEnsemble_L2,1.2.0,10,COMMUTER,3.696098562628337,103745,SCOOTER,HONDA_DIO110,63.01010802469135,60.026157407407396,5899.111111111111,5504.666666666667,0.04661686582583049,0.06685373156814371,9+,2-5,"(98596.0, 151923.75]","(-0.001, 0.0573]",KM
SNP_SVC020030,MC004894,124.80833333333334,49.543351020027366,-75.26498231330598,75.26498231330598,15633.0,4230.958,-11402.0419921875,11402.0419921875,Manual::WeightedBlend,AutoGluon::WeightedEnsemble_L2,1.2.0,8,WEEKEND,0.9144421629021219,35467,CUB,MONDIAL_SFC_MINI_50EC,41.034126984126985,60.344675925925934,4803.571428571428,6590.333333333333,0.45940168922958813,0.3718878845543926,5-8,<=2,"(1286.999, 57387.25]","(0.336, 1.365]",KM
SNP_SVC003805,MC000884,95.91944444444445,27.97042188568512,-67.94902255875934,67.94902255875934,14359.0,3144.37,-11214.6298828125,11214.6298828125,Manual::WeightedBlend,AutoGluon::WeightedEnsemble_L2,1.2.0,20,WEEKEND,1.6673511293634498,71029,SCOOTER,KUBA_BLUEBERRY50,30.898830409356727,41.676620370370365,3632.3684210526317,3499.3333333333335,0.33787414217708256,0.03661480816216162,9+,<=2,"(57387.25, 98596.0]","(0.336, 1.365]",KM
SNP_SVC018211,MC004446,174.7125,57.640603587053924,-117.07189641294607,117.07189641294607,15365.0,4151.2397,-11213.76025390625,11213.76025390625,Manual::WeightedBlend,AutoGluon::WeightedEnsemble_L2,1.2.0,18,COMMUTER,5.61533196440794,123643,SCOOTER,KUBA_BLUEBERRY50,54.76258169934641,53.75000000000001,5113.64705882353,5310.0,0.018158802345377673,0.038390320762745914,9+,5-10,"(98596.0, 151923.75]","(-0.001, 0.0573]",KM
SNP_SVC007001,MC001695,102.77708333333334,41.1436004493881,-61.633482883945234,61.633482883945234,15746.0,4539.03,-11206.97021484375,11206.97021484375,Manual::WeightedBlend,AutoGluon::WeightedEnsemble_L2,1.2.0,8,WEEKEND,0.9336071184120466,42513,CUB,MONDIAL_SFC_MINI_50EC,36.58531746031746,37.05023148148148,5525.857142857143,4971.666666666667,0.012369564834855415,0.10027226357871517,5-8,<=2,"(1286.999, 57387.25]","(-0.001, 0.0573]",KM
SNP_SVC038548,MC009324,179.19791666666666,61.51136695541231,-117.68654971125434,117.68654971125434,14956.0,4017.132,-10938.867919921875,10938.867919921875,Manual::WeightedBlend,AutoGluon::WeightedEnsemble_L2,1.2.0,4,COMMUTER,1.6071184120465434,36924,CUB,MONDIAL_SFC_MINI_50EC,79.63796296296296,79.63796296296296,7574.666666666667,7574.666666666667,0.0,0.0,3-4,<=2,"(1286.999, 57387.25]","(-0.001, 0.0573]",KM
SNP_SVC011797,MC002873,154.04375,57.354329671192154,-96.68942032880784,96.68942032880784,15538.0,5140.768,-10397.23193359375,10397.23193359375,Manual::WeightedBlend,AutoGluon::WeightedEnsemble_L2,1.2.0,13,WEEKEND,2.617385352498289,86279,SCOOTER,SYM_JETX125,60.82390046296297,61.98240740740741,6229.166666666667,6567.0,0.01873882003188185,0.05422540863005265,9+,2-5,"(57387.25, 98596.0]","(-0.001, 0.0573]",KM
SNP_SVC026723,MC006422,162.81805555555556,44.415999860934,-118.40205569462157,118.40205569462157,13650.0,3264.4978,-10385.502197265625,10385.502197265625,Manual::WeightedBlend,AutoGluon::WeightedEnsemble_L2,1.2.0,7,SEASONAL,8.673511293634498,114073,SCOOTER,KUBA_BLUEBERRY50,55.321875,75.63078703703705,4712.166666666667,6221.0,0.36058657558962753,0.32013154637717023,5-8,5-10,"(98596.0, 151923.75]","(0.336, 1.365]",KM
SNP_SVC003601,MC000844,176.69305555555556,81.72032783257048,-94.97272772298508,94.97272772298508,16097.0,5776.809,-10320.19091796875,10320.19091796875,Manual::WeightedBlend,AutoGluon::WeightedEnsemble_L2,1.2.0,6,COMMUTER,5.538672142368241,162744,SCOOTER,YAMAHA_NMAX125,112.4338888888889,107.67523148148148,10197.2,10202.333333333334,0.04195093242433608,0.000503356801527055,5-8,5-10,"(151923.75, 500425.0]","(-0.001, 0.0573]",KM
SNP_SVC026033,MC006250,137.89166666666668,52.36870578224835,-85.52296088441832,85.52296088441832,14408.0,4163.2617,-10244.73828125,10244.73828125,Manual::WeightedBlend,AutoGluon::WeightedEnsemble_L2,1.2.0,24,COURIER,8.722792607802875,211635,SCOOTER,KUBA_BLUEBERRY50,69.3022041062802,67.95416666666667,6706.913043478261,6154.0,0.019174895819420154,0.08242698435332704,9+,5-10,"(151923.75, 500425.0]","(-0.001, 0.0573]",KM
SNP_SVC015213,MC003727,129.82569444444445,50.64278368364181,-79.18291076080264,79.18291076080264,15266.0,5029.9453,-10236.0546875,10236.0546875,Manual::WeightedBlend,AutoGluon::WeightedEnsemble_L2,1.2.0,12,COMMUTER,6.12457221081451,224237,SCOOTER,SYM_JETX125,66.10353535353535,73.33865740740741,7019.181818181818,7991.0,0.10782028123784805,0.13843205304187928,9+,5-10,"(151923.75, 500425.0]","(0.0573, 0.195]",KM
SNP_SVC037625,MC009042,132.75416666666666,41.81984344926675,-90.9343232173999,90.9343232173999,13173.0,3227.0667,-9945.933349609375,9945.933349609375,Manual::WeightedBlend,AutoGluon::WeightedEnsemble_L2,1.2.0,7,COMMUTER,3.2553045859000687,93635,SCOOTER,KUBA_BLUEBERRY50,48.509490740740745,31.017824074074074,4333.666666666667,2351.6666666666665,0.3532992645443027,0.4572439249461705,5-8,2-5,"(57387.25, 98596.0]","(0.336, 1.365]",KM
SNP_SVC040062,MC009700,172.9048611111111,72.57697901234963,-100.32788209876148,100.32788209876148,13608.0,3681.9868,-9926.01318359375,9926.01318359375,Manual::WeightedBlend,AutoGluon::WeightedEnsemble_L2,1.2.0,8,TOURING,5.973990417522245,219592,SCOOTER,MONDIAL_WING50I,91.44166666666668,75.44027777777778,7008.0,5866.333333333333,0.17309714835181353,0.1628858134779094,5-8,5-10,"(151923.75, 500425.0]","(0.0573, 0.195]",KM
SNP_SVC015751,MC003855,142.94375,46.33869988526132,-96.60505011473867,96.60505011473867,13263.0,3337.7605,-9925.239501953125,9925.239501953125,Manual::WeightedBlend,AutoGluon::WeightedEnsemble_L2,1.2.0,18,COMMUTER,2.8747433264887063,110083,SCOOTER,KUBA_BLUEBERRY50,59.71446078431373,36.66759259259259,6247.705882352941,3487.6666666666665,0.3795943815361292,0.4416977319225315,9+,2-5,"(98596.0, 151923.75]","(0.336, 1.365]",KM
SNP_SVC035965,MC008669,116.69930555555555,42.18355791321628,-74.51574764233928,74.51574764233928,13172.0,3274.022,-9897.97802734375,9897.97802734375,Manual::WeightedBlend,AutoGluon::WeightedEnsemble_L2,1.2.0,18,COMMUTER,6.442162902121835,195509,CUB,MONDIAL_SFC_MINI_50EC,42.64718137254902,60.35810185185184,4983.705882352941,7086.0,0.40577466682514657,0.4217488789237667,9+,5-10,"(151923.75, 500425.0]","(0.336, 1.365]",KM
SNP_SVC041316,MC009972,88.02777777777777,52.02872321660927,-35.9990545611685,35.9990545611685,15513.0,5741.079,-9771.9208984375,9771.9208984375,Manual::WeightedBlend,AutoGluon::WeightedEnsemble_L2,1.2.0,27,TRACK,4.632443531827516,232837,SCOOTER,YAMAHA_NMAX125,59.449118589743584,93.30300925925924,8576.23076923077,13563.0,0.5600394424156195,0.5813961830965705,9+,2-5,"(151923.75, 500425.0]","(0.336, 1.365]",KM
SNP_SVC032599,MC007921,179.88819444444445,72.32881642803656,-107.55937801640789,107.55937801640789,13780.0,4009.8062,-9770.19384765625,9770.19384765625,Manual::WeightedBlend,AutoGluon::WeightedEnsemble_L2,1.2.0,8,WEEKEND,5.300479123887748,113847,SCOOTER,YAMAHA_NMAX125,146.84722222222223,76.74791666666667,11161.0,5850.666666666667,0.4741333959605449,0.475751060144538,5-8,5-10,"(98596.0, 151923.75]","(0.336, 1.365]",KM
SNP_SVC028438,MC006889,180.0625,61.72531521287526,-118.33718478712474,118.33718478712474,13668.0,3943.224,-9724.77587890625,9724.77587890625,Manual::WeightedBlend,AutoGluon::WeightedEnsemble_L2,1.2.0,14,COMMUTER,7.394934976043806,125824,CUB,MONDIAL_50_UAG,94.76298076923078,124.32245370370372,7079.0,9183.333333333334,0.3086732753829502,0.29722222222222233,9+,5-10,"(98596.0, 151923.75]","(0.195, 0.336]",KM
SNP_SVC040261,MC009739,155.8875,68.84834966232734,-87.03915033767265,87.03915033767265,14976.0,5387.0923,-9588.90771484375,9588.90771484375,Manual::WeightedBlend,AutoGluon::WeightedEnsemble_L2,1.2.0,9,COURIER,4.84599589322382,143356,SCOOTER,YAMAHA_NMAX125,117.53776041666667,93.98217592592592,11908.75,10051.333333333334,0.19871798157769807,0.1559576537430816,9+,2-5,"(98596.0, 151923.75]","(0.195, 0.336]",KM
SNP_SVC022563,MC005534,179.89375,79.50063665879709,-100.39311334120292,100.39311334120292,12706.0,3518.5364,-9187.463623046875,9187.463623046875,Manual::WeightedBlend,AutoGluon::WeightedEnsemble_L2,1.2.0,3,WEEKEND,1.4428473648186173,47320,CUB,KUBA_CG50_PRO,85.42638888888888,56.61759259259259,5572.0,3714.3333333333335,0.3333333333333333,0.3333333333333333,3-4,<=2,"(1286.999, 57387.25]","(0.195, 0.336]",KM
SNP_SVC031287,MC007596,117.64652777777778,71.48515178738361,-46.16137599039416,46.16137599039416,15517.0,6378.085,-9138.9150390625,9138.9150390625,Manual::WeightedBlend,AutoGluon::WeightedEnsemble_L2,1.2.0,21,COURIER,4.80766598220397,194662,SCOOTER,YAMAHA_NMAX125,84.21659722222222,83.66504629629628,9287.0,8767.666666666666,0.0064723415849102656,0.055914441573356365,9+,2-5,"(151923.75, 500425.0]","(-0.001, 0.0573]",KM
SNP_SVC001263,MC000274,137.9736111111111,63.73827017734131,-74.23534093376978,74.23534093376978,14361.0,5345.934,-9015.06591796875,9015.06591796875,Manual::WeightedBlend,AutoGluon::WeightedEnsemble_L2,1.2.0,1,COURIER,0.16700889801505817,4277,SCOOTER,HONDA_DIO110,-1.0,-1.0,-1.0,-1.0,0.0,0.0,FIRST,<=2,"(1286.999, 57387.25]","(-0.001, 0.0573]",KM
SNP_SVC033769,MC008161,181.3125,76.72866008516557,-104.58383991483443,104.58383991483443,14127.0,5193.4365,-8933.5634765625,8933.5634765625,Manual::WeightedBlend,AutoGluon::WeightedEnsemble_L2,1.2.0,17,SEASONAL,5.973990417522245,178939,SCOOTER,YAMAHA_NMAX125,95.674609375,55.221759259259265,7915.625,4711.333333333333,0.41844337802105275,0.40475476186716774,9+,5-10,"(151923.75, 500425.0]","(0.336, 1.365]",KM
