snapshot_id,motorcycle_id,snapshot_at,snapshot_odometer_km,model_id,model_name,category,workshop_id,usage_type,riding_intensity,motorcycle_age_years,service_sequence,previous_failure_count,prediction_available,prediction_reason,predicted_next_service_date,predicted_next_service_odometer_km,predicted_days_to_next_service,predicted_km_to_next_service,raw_predicted_days_to_next_service,raw_predicted_km_to_next_service,is_overdue,overdue_days,overdue_km,trigger_task_code,trigger_task_name,trigger_type,trigger_policy_id,policy_count_considered,km_per_day_at_snapshot,future_history_leak_count,dataset_version,rule_version,primary_time_split,next_service_regression_eligible_primary,task_target_eligible_primary,boundary_crossing_future_target,target_event_observed,is_right_censored,days_to_next_service,km_to_next_service,target_km_valid,target_next_service_at,next_service_odometer_km,days_error,days_abs_error,error_type,km_error,km_abs_error
SNP_SVC011048,MC002653,2026-01-05 14:30:00,203733,HONDA_ACTIVA125,Activa 125,SCOOTER,WS0005,COURIER,HIGH,8.97741273100616,8,0,True,available,2026-01-05 14:30:00,203733.0,0.0,0.0,-891.3561841165299,-50773.0,True,891.3561841165299,50773.0,REAR_BRAKE_PAD_INSPECTION,Arka Fren Balatası Kontrolü,KM,POL0172,28.0,56.96151651241843,0.0,1.2.0,V0_RULE_BASELINE_1.0.0,TEST,1,1,0,1,0,196.92083333333332,11713.0,1.0,2026-07-21 12:36:00,215446.0,-196.92083333333332,196.92083333333332,TOP20_DAYS,,
SNP_SVC007737,MC001916,2026-01-07 13:55:00,67254,BAJAJ_NS125,Pulsar NS125,NAKED,WS0005,COURIER,MEDIUM,3.353867214236824,2,0,True,available,2026-01-07 13:55:00,67254.0,0.0,0.0,-173.03237546056695,-4517.0,True,173.03237546056695,4517.0,CHAIN_INSPECTION,Zincir Kontrolü,KM,POL0063,27.0,26.10494127458475,0.0,1.2.0,V0_RULE_BASELINE_1.0.0,TEST,1,1,0,1,0,193.95486111111111,5277.0,1.0,2026-07-20 12:50:00,72531.0,-193.95486111111111,193.95486111111111,TOP20_DAYS,,
SNP_SVC028956,MC007033,2026-01-08 18:01:00,9122,MONDIAL_50_UAG,50 UAG,CUB,WS0007,COMMUTER,LOW,1.3086926762491444,1,0,True,available,2026-01-08 18:01:00,9122.0,0.0,0.0,-95.66222068248744,-1512.0,True,95.66222068248744,1512.0,CHAIN_LUBRICATE,Zincir Yağlama,KM,POL0517,27.0,15.80561259411362,0.0,1.2.0,V0_RULE_BASELINE_1.0.0,TEST,1,1,0,1,0,192.6201388888889,3488.0,1.0,2026-07-20 08:54:00,12610.0,-192.6201388888889,192.6201388888889,TOP20_DAYS,,
SNP_SVC037410,MC008997,2026-01-13 15:13:00,103745,HONDA_DIO110,Dio 110,SCOOTER,WS0003,COMMUTER,HIGH,3.696098562628337,10,1,True,available,2026-01-13 15:13:00,103745.0,0.0,0.0,-583.854316212249,-49934.99999999999,True,583.854316212249,49935.0,FRONT_BRAKE_PAD_INSPECTION,Ön Fren Balatası Kontrolü,KM,POL0563,28.0,85.52647229526875,0.0,1.2.0,V0_RULE_BASELINE_1.0.0,TEST,1,1,0,1,0,191.9361111111111,17259.0,1.0,2026-07-24 13:41:00,121004.0,-191.9361111111111,191.9361111111111,TOP20_DAYS,,
SNP_SVC017640,MC004269,2026-01-24 16:41:00,97442,HONDA_PCX125,PCX125,SCOOTER,WS0005,COMMUTER,MEDIUM,8.802190280629706,5,0,True,available,2026-01-24 16:41:00,97442.0,0.0,0.0,-1459.7553082399536,-50302.0,True,1459.7553082399536,50302.0,FRONT_BRAKE_PAD_INSPECTION,Ön Fren Balatası Kontrolü,KM,POL0617,30.0,34.45919991936854,0.0,1.2.0,V0_RULE_BASELINE_1.0.0,TEST,1,1,0,1,0,189.01388888888889,6417.0,1.0,2026-08-01 17:01:00,103859.0,-189.01388888888889,189.01388888888889,TOP20_DAYS,,
SNP_SVC000228,MC000044,2026-01-19 14:02:00,23975,KUBA_CG50_PRO,CG50 Pro,CUB,WS0007,WEEKEND,LOW,3.512662559890486,1,0,True,available,2026-01-19 14:02:00,23975.0,0.0,0.0,-812.8586760054226,-14775.0,True,812.8586760054226,14775.0,AIR_FILTER_INSPECTION,Hava Filtresi Kontrolü,KM,POL0494,27.0,18.17659137577002,0.0,1.2.0,V0_RULE_BASELINE_1.0.0,TEST,1,1,0,1,0,188.94305555555556,3134.0,1.0,2026-07-27 12:40:00,27109.0,-188.94305555555556,188.94305555555556,TOP20_DAYS,,
SNP_SVC004452,MC001053,2026-01-10 13:35:00,48528,BAJAJ_NS200,Pulsar NS200 UG2,NAKED,WS0003,COMMUTER,LOW,6.704996577686516,4,0,True,available,2026-01-10 13:35:00,48528.0,0.0,0.0,-1457.9409722222222,-29704.53828165021,True,1457.9409722222222,26138.0,OIL_FILTER_CHANGE,Yağ Filtresi Değişimi,DATE,POL0584,33.0,20.374307909307174,0.0,1.2.0,V0_RULE_BASELINE_1.0.0,TEST,1,1,0,1,0,187.9076388888889,2472.0,1.0,2026-07-17 11:22:00,51000.0,-187.9076388888889,187.9076388888889,TOP20_DAYS,,
SNP_SVC018636,MC004544,2026-01-24 16:18:00,68776,TVS_JUPITER125,Jupiter 125,SCOOTER,WS0010,COMMUTER,MEDIUM,7.342915811088296,3,0,True,available,2026-01-24 16:18:00,68776.0,0.0,0.0,-556.8672737306842,-18496.0,True,556.8672737306842,18496.0,AIR_FILTER_INSPECTION,Hava Filtresi Kontrolü,KM,POL0014,28.0,33.21437777459545,0.0,1.2.0,V0_RULE_BASELINE_1.0.0,TEST,1,1,0,1,0,187.75069444444443,6413.0,1.0,2026-07-31 10:19:00,75189.0,-187.75069444444443,187.75069444444443,TOP20_DAYS,,
SNP_SVC039812,MC009648,2026-01-22 17:24:00,94928,HONDA_ACTIVA125,Activa 125,SCOOTER,WS0005,COMMUTER,MEDIUM,8.687200547570157,8,0,True,available,2026-01-22 17:24:00,94928.0,0.0,0.0,-2069.9861040929763,-51768.0,True,2069.9861040929763,51768.0,BRAKE_FLUID_CHECK,Fren Hidroliği Kontrolü,KM,POL0173,28.0,25.008863536638877,0.0,1.2.0,V0_RULE_BASELINE_1.0.0,TEST,1,1,0,1,0,187.01527777777778,5712.0,1.0,2026-07-28 17:46:00,100640.0,-187.01527777777778,187.01527777777778,TOP20_DAYS,,
SNP_SVC003829,MC000897,2026-01-21 13:12:00,81594,TVS_JUPITER125,Jupiter 125,SCOOTER,WS0006,COMMUTER,HIGH,3.8220396988364134,5,0,True,available,2026-01-21 13:12:00,81594.0,0.0,0.0,-554.2311046134906,-29614.0,True,554.2311046134906,29614.0,REAR_BRAKE_PAD_INSPECTION,Arka Fren Balatası Kontrolü,KM,POL0022,28.0,53.4325839049618,0.0,1.2.0,V0_RULE_BASELINE_1.0.0,TEST,1,1,0,1,0,186.82777777777778,10819.0,1.0,2026-07-27 09:04:00,92413.0,-186.82777777777778,186.82777777777778,TOP20_DAYS,,
SNP_SVC034669,MC008333,2026-02-02 11:28:00,242606,YAMAHA_NMAX125,NMAX 125,SCOOTER,WS0006,SEASONAL,HIGH,5.765913757700205,18,2,True,available,2026-02-02 11:28:00,242606.0,0.0,0.0,-2384.6226243504084,-224676.0,True,2384.6226243504084,224676.0,FRONT_TIRE_INSPECTION,Ön Lastik Kontrolü,KM,POL0082,30.0,94.21868169233011,0.0,1.2.0,V0_RULE_BASELINE_1.0.0,TEST,1,1,0,1,0,145.15416666666667,20038.0,1.0,2026-06-27 15:10:00,262644.0,,,TOP20_KM,-20038.0,20038.0
SNP_SVC031394,MC007625,2026-02-05 15:14:00,120966,HONDA_DIO110,Dio 110,SCOOTER,WS0009,COURIER,HIGH,3.6906228610540723,17,2,True,available,2026-02-05 15:14:00,120966.0,0.0,0.0,-932.212544730721,-94326.0,True,932.212544730721,94326.0,FRONT_TIRE_INSPECTION,Ön Lastik Kontrolü,KM,POL0566,28.0,101.18507901784031,0.0,1.2.0,V0_RULE_BASELINE_1.0.0,TEST,1,1,0,1,0,152.7902777777778,18753.0,1.0,2026-07-08 10:12:00,139719.0,,,TOP20_KM,-18753.0,18753.0
SNP_SVC037410,MC008997,2026-01-13 15:13:00,103745,HONDA_DIO110,Dio 110,SCOOTER,WS0003,COMMUTER,HIGH,3.696098562628337,10,1,True,available,2026-01-13 15:13:00,103745.0,0.0,0.0,-583.854316212249,-49934.99999999999,True,583.854316212249,49935.0,FRONT_BRAKE_PAD_INSPECTION,Ön Fren Balatası Kontrolü,KM,POL0563,28.0,85.52647229526875,0.0,1.2.0,V0_RULE_BASELINE_1.0.0,TEST,1,1,0,1,0,191.9361111111111,17259.0,1.0,2026-07-24 13:41:00,121004.0,,,TOP20_KM,-17259.0,17259.0
SNP_SVC003601,MC000844,2026-01-22 17:01:00,162744,YAMAHA_NMAX125,NMAX 125,SCOOTER,WS0002,COMMUTER,HIGH,5.538672142368241,6,0,True,available,2026-01-22 17:01:00,162744.0,0.0,0.0,-827.3855845623355,-67444.0,True,827.3855845623355,67444.0,CVT_CASE_INSPECTION,CVT Kutu Kontrolü,KM,POL0095,30.0,81.51459399147744,0.0,1.2.0,V0_RULE_BASELINE_1.0.0,TEST,1,1,0,1,0,176.69305555555556,16097.0,1.0,2026-07-18 09:39:00,178841.0,,,TOP20_KM,-16097.0,16097.0
SNP_SVC007001,MC001695,2026-02-20 17:41:00,42513,MONDIAL_SFC_MINI_50EC,SFC MINI 50ec,CUB,WS0005,WEEKEND,HIGH,0.9336071184120466,8,0,True,available,2026-02-20 17:41:00,42513.0,0.0,0.0,-362.2874585431152,-38667.0,True,362.2874585431152,38667.0,FRONT_TIRE_INSPECTION,Ön Lastik Kontrolü,KM,POL0504,27.0,106.73016437139049,0.0,1.2.0,V0_RULE_BASELINE_1.0.0,TEST,1,1,0,1,0,102.77708333333334,15746.0,1.0,2026-06-03 12:20:00,58259.0,,,TOP20_KM,-15746.0,15746.0
SNP_SVC020030,MC004894,2026-02-19 15:19:00,35467,MONDIAL_SFC_MINI_50EC,SFC MINI 50ec,CUB,WS0001,WEEKEND,HIGH,0.9144421629021219,8,0,True,available,2026-02-19 15:19:00,35467.0,0.0,0.0,-330.16084492249746,-32342.000000000004,True,330.16084492249746,32342.0,FRONT_BRAKE_PAD_INSPECTION,Ön Fren Balatası Kontrolü,KM,POL0501,27.0,97.95831485587584,0.0,1.2.0,V0_RULE_BASELINE_1.0.0,TEST,1,1,0,1,0,124.80833333333334,15633.0,1.0,2026-06-24 10:43:00,51100.0,,,TOP20_KM,-15633.0,15633.0
SNP_SVC011797,MC002873,2026-02-11 13:53:00,86279,SYM_JETX125,Jet X 125 TCS ABS,SCOOTER,WS0003,WEEKEND,HIGH,2.617385352498289,13,1,True,available,2026-02-11 13:53:00,86279.0,0.0,0.0,-690.6428264930296,-72199.0,True,690.6428264930296,72199.0,FRONT_BRAKE_PAD_INSPECTION,Ön Fren Balatası Kontrolü,KM,POL0079,30.0,104.53884009280834,0.0,1.2.0,V0_RULE_BASELINE_1.0.0,TEST,1,1,0,1,0,154.04375,15538.0,1.0,2026-07-15 14:56:00,101817.0,,,TOP20_KM,-15538.0,15538.0
SNP_SVC031287,MC007596,2026-03-04 17:09:00,194662,YAMAHA_NMAX125,NMAX 125,SCOOTER,WS0006,COURIER,HIGH,4.80766598220397,21,1,True,available,2026-03-04 17:09:00,194662.0,0.0,0.0,-2405.100165220983,-188482.0,True,2405.100165220983,188482.0,FRONT_TIRE_INSPECTION,Ön Lastik Kontrolü,KM,POL0082,30.0,78.36763005780347,0.0,1.2.0,V0_RULE_BASELINE_1.0.0,TEST,1,1,0,1,0,117.64652777777778,15517.0,1.0,2026-06-30 08:40:00,210179.0,,,TOP20_KM,-15517.0,15517.0
SNP_SVC041316,MC009972,2026-02-23 09:17:00,232837,YAMAHA_NMAX125,NMAX 125,SCOOTER,WS0002,TRACK,HIGH,4.632443531827516,27,1,True,available,2026-02-23 09:17:00,232837.0,0.0,0.0,-1919.570064460645,-225870.0,True,1919.570064460645,225870.0,REAR_TIRE_INSPECTION,Arka Lastik Kontrolü,KM,POL0083,30.0,117.66697354882135,0.0,1.2.0,V0_RULE_BASELINE_1.0.0,TEST,1,1,0,1,0,88.02777777777777,15513.0,1.0,2026-05-22 09:57:00,248350.0,,,TOP20_KM,-15513.0,15513.0
SNP_SVC018211,MC004446,2026-01-05 17:11:00,123643,KUBA_BLUEBERRY50,Blueberry 50,SCOOTER,WS0007,COMMUTER,HIGH,5.61533196440794,18,2,True,available,2026-01-05 17:11:00,123643.0,0.0,0.0,-870.7671496768507,-85173.0,True,870.7671496768507,85173.0,FRONT_BRAKE_PAD_INSPECTION,Ön Fren Balatası Kontrolü,KM,POL0473,28.0,97.81374967074544,0.0,1.2.0,V0_RULE_BASELINE_1.0.0,TEST,1,1,0,1,0,174.7125,15365.0,1.0,2026-06-29 10:17:00,139008.0,,,TOP20_KM,-15365.0,15365.0
SNP_SVC015213,MC003727,2026-03-19 16:35:00,224237,SYM_JETX125,Jet X 125 TCS ABS,SCOOTER,WS0003,COMMUTER,HIGH,6.12457221081451,12,3,True,available,2026-03-19 16:35:00,224237.0,0.0,0.0,-768.3809177784838,-80187.0,True,768.3809177784838,80187.0,COOLANT_LEVEL_CHECK,Soğutma Sıvısı Seviye Kontrolü,KM,POL0093,30.0,104.35839587457986,0.0,1.2.0,V0_RULE_BASELINE_1.0.0,TEST,1,1,0,1,0,129.82569444444445,15266.0,1.0,2026-07-27 12:24:00,239503.0,,,TOP20_KM,-15266.0,15266.0
SNP_SVC040261,MC009739,2026-01-17 16:20:00,143356,YAMAHA_NMAX125,NMAX 125,SCOOTER,WS0001,COURIER,HIGH,4.84599589322382,9,0,True,available,2026-01-17 16:20:00,143356.0,0.0,0.0,-885.0264382516604,-91826.0,True,885.0264382516604,91826.0,FRONT_TIRE_INSPECTION,Ön Lastik Kontrolü,KM,POL0082,30.0,103.7550925387033,0.0,1.2.0,V0_RULE_BASELINE_1.0.0,TEST,1,1,0,1,0,155.8875,14976.0,1.0,2026-06-22 13:38:00,158332.0,,,TOP20_KM,-14976.0,14976.0
SNP_SVC038548,MC009324,2026-01-22 11:54:00,36924,MONDIAL_SFC_MINI_50EC,SFC MINI 50ec,CUB,WS0008,COMMUTER,HIGH,1.6071184120465434,4,0,True,available,2026-01-22 11:54:00,36924.0,0.0,0.0,-263.88162831415707,-25193.999999999996,True,263.88162831415707,25194.0,FORK_INSPECTION,Ön Amortisör Kontrolü,KM,POL0506,27.0,95.47462686567164,0.0,1.2.0,V0_RULE_BASELINE_1.0.0,TEST,1,1,0,1,0,179.19791666666666,14956.0,1.0,2026-07-20 16:39:00,51880.0,,,TOP20_KM,-14956.0,14956.0
SNP_SVC026033,MC006250,2026-02-12 13:41:00,211635,KUBA_BLUEBERRY50,Blueberry 50,SCOOTER,WS0006,COURIER,HIGH,8.722792607802875,24,1,True,available,2026-02-12 13:41:00,211635.0,0.0,0.0,-2326.2060651802776,-168635.0,True,2326.2060651802776,168635.0,REAR_BRAKE_PAD_INSPECTION,Arka Fren Balatası Kontrolü,KM,POL0474,28.0,72.49357764310146,0.0,1.2.0,V0_RULE_BASELINE_1.0.0,TEST,1,1,0,1,0,137.89166666666668,14408.0,1.0,2026-06-30 11:05:00,226043.0,,,TOP20_KM,-14408.0,14408.0
SNP_SVC001263,MC000274,2026-03-09 13:45:00,4277,HONDA_DIO110,Dio 110,SCOOTER,WS0008,COURIER,HIGH,0.16700889801505817,1,0,True,available,2026-03-09 13:45:00,4277.0,0.0,0.0,-12.86757451721242,-1006.9999999999995,True,12.86757451721242,1006.9999999999995,AIR_FILTER_CHANGE,Hava Filtresi Değişimi,KM,POL0557,28.0,78.25872689938399,0.0,1.2.0,V0_RULE_BASELINE_1.0.0,TEST,1,1,0,1,0,137.9736111111111,14361.0,1.0,2026-07-25 13:07:00,18638.0,,,TOP20_KM,-14361.0,14361.0
SNP_SVC003805,MC000884,2026-03-16 17:44:00,71029,KUBA_BLUEBERRY50,Blueberry 50,SCOOTER,WS0010,WEEKEND,HIGH,1.6673511293634498,20,2,True,available,2026-03-16 17:44:00,71029.0,0.0,0.0,-442.1313907922432,-67079.0,True,442.1313907922432,67079.0,REAR_BRAKE_PAD_INSPECTION,Arka Fren Balatası Kontrolü,KM,POL0474,28.0,151.71734329879396,0.0,1.2.0,V0_RULE_BASELINE_1.0.0,TEST,1,1,0,1,0,95.91944444444445,14359.0,1.0,2026-06-20 15:48:00,85388.0,,,TOP20_KM,-14359.0,14359.0
SNP_SVC003074,MC000713,2026-01-20 14:30:00,37167,HONDA_DIO110,Dio 110,SCOOTER,WS0007,OFFROAD,HIGH,1.4702258726899384,6,0,True,available,2026-01-20 14:30:00,37167.0,0.0,0.0,-474.85998724206786,-31977.0,True,474.85998724206786,31977.0,FRONT_BRAKE_PAD_INSPECTION,Ön Fren Balatası Kontrolü,KM,POL0563,28.0,67.33984934321111,0.0,1.2.0,V0_RULE_BASELINE_1.0.0,TEST,1,1,0,1,0,173.88888888888889,14265.0,1.0,2026-07-13 11:50:00,51432.0,,,TOP20_KM,-14265.0,14265.0
SNP_SVC032000,MC007771,2026-04-01 10:12:00,150332,HONDA_DIO110,Dio 110,SCOOTER,WS0006,COMMUTER,HIGH,3.0691307323750854,10,0,True,available,2026-04-01 10:12:00,150332.0,0.0,0.0,-1127.0509535111512,-145101.0,True,1127.0509535111512,145101.0,FRONT_TIRE_INSPECTION,Ön Lastik Kontrolü,KM,POL0566,28.0,128.74395744749648,0.0,1.2.0,V0_RULE_BASELINE_1.0.0,TEST,1,1,0,1,0,89.15208333333334,14256.0,1.0,2026-06-29 13:51:00,164588.0,,,TOP20_KM,-14256.0,14256.0
SNP_SVC033769,MC008161,2026-01-08 08:35:00,178939,YAMAHA_NMAX125,NMAX 125,SCOOTER,WS0007,SEASONAL,HIGH,5.973990417522245,17,1,True,available,2026-01-08 08:35:00,178939.0,0.0,0.0,-1510.875645920502,-122849.0,True,1510.875645920502,122849.0,FRONT_TIRE_INSPECTION,Ön Lastik Kontrolü,KM,POL0082,30.0,81.3098022538805,0.0,1.2.0,V0_RULE_BASELINE_1.0.0,TEST,1,1,0,1,0,181.3125,14127.0,1.0,2026-07-08 16:05:00,193066.0,,,TOP20_KM,-14127.0,14127.0
SNP_SVC035395,MC008505,2026-04-10 11:45:00,205604,RKS_NEW_LIGHT_PRO,New Light Pro,CUB,WS0009,COURIER,HIGH,4.276522929500342,18,0,True,available,2026-04-10 11:45:00,205604.0,0.0,0.0,-1175.2395833333333,-201524.86523526727,True,1175.2395833333333,200294.0,REAR_TIRE_INSPECTION,Arka Lastik Kontrolü,DATE,POL0053,30.0,171.47555961626315,0.0,1.2.0,V0_RULE_BASELINE_1.0.0,TEST,1,1,0,1,0,110.12222222222222,13836.0,1.0,2026-07-29 14:41:00,219440.0,,,TOP20_KM,-13836.0,13836.0
