number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_objective,params_reg_alpha,params_reg_lambda,params_subsample,user_attrs_fold_maes,user_attrs_mae_std,state
10,695.1100967665408,2026-08-29 15:18:47.527613,2026-08-29 15:18:50.855059,0 days 00:00:03.327446,0.7113756625097372,0.05663838113671116,0.0431646733732235,5,18.680961676629266,207,reg:squarederror,0.00136436567228164,1.290626345465208e-08,0.7366047994538182,"[745.988, 670.374, 668.968]",35.9806541471766,COMPLETE
11,688.4556609789665,2026-08-29 15:18:50.855102,2026-08-29 15:19:08.587044,0 days 00:00:17.731942,0.7496212862849884,4.990655590599451,0.07822754085233313,6,16.237236315151158,1335,reg:absoluteerror,0.0015019512691708844,0.15763673486112204,0.6077741833240944,"[739.664, 665.385, 660.319]",36.26857735016305,COMPLETE
12,722.7171868068367,2026-08-29 15:19:08.587082,2026-08-29 15:19:18.269755,0 days 00:00:09.682673,0.7699615028784416,2.040615946986765,0.0628349783425687,6,17.468568130530592,1366,reg:squarederror,0.0020139027412135707,0.01928442872516595,0.6134343539737888,,,PRUNED
13,691.9371353442795,2026-08-29 15:19:18.269781,2026-08-29 15:19:29.486719,0 days 00:00:11.216938,0.7119936157462313,4.202135165867469,0.0345981474661558,9,15.493752820102051,536,reg:squarederror,4.6487656611472807e-07,1.6413474196163053e-05,0.7240148908422406,"[740.175, 670.022, 665.615]",34.15687899734112,COMPLETE
14,712.4368814352423,2026-08-29 15:19:29.486860,2026-08-29 15:19:49.036546,0 days 00:00:19.549686,0.8308851073086485,2.0197400749059593,0.10066590058423391,9,9.170561661703267,1334,reg:absoluteerror,0.00023111193260782746,3.1936161019527276,0.7229049501621926,,,PRUNED
15,685.3685210376661,2026-08-29 15:19:49.036583,2026-08-29 15:20:00.410825,0 days 00:00:11.374242,0.6548429730283009,0.13540609695086014,0.02645376020726182,5,15.382775845557294,1201,reg:squarederror,0.010021915162637547,0.008041216886572609,0.7976585714624359,"[731.512, 667.795, 656.799]",32.93551601099279,COMPLETE
16,686.5077939796876,2026-08-29 15:20:00.410867,2026-08-29 15:20:11.783785,0 days 00:00:11.372918,0.6305476657237239,0.03098340654211723,0.025287976946259387,5,6.059491025849189,1182,reg:squarederror,0.07096988836720995,0.00443382389454351,0.8176954147042821,"[733.237, 668.868, 657.419]",33.371443707457765,COMPLETE
17,694.8445034082433,2026-08-29 15:20:11.783828,2026-08-29 15:20:31.322071,0 days 00:00:19.538243,0.6223752669714424,0.5557241357805266,0.02304862192218722,12,10.58414829280801,511,reg:squarederror,2.937613114509324e-06,1.4949108879584683e-05,0.8362479503385168,,,PRUNED
18,684.7543003664842,2026-08-29 15:20:31.322180,2026-08-29 15:20:39.391709,0 days 00:00:08.069529,0.9957898294948356,1.6273012667906377,0.04302553031342478,5,19.834266726728387,685,reg:squarederror,3.3591837789878337e-07,4.688110370868338e-07,0.764088169035724,"[731.313, 666.676, 656.274]",33.19507386380529,COMPLETE
19,688.2210290327439,2026-08-29 15:20:39.391751,2026-08-29 15:20:46.312222,0 days 00:00:06.920471,0.9709077926532466,1.6738293329469125,0.036551572627591726,4,19.98132486303568,741,reg:squarederror,1.8251781541418136e-07,4.0497802582242923e-07,0.7636004284281295,"[736.252, 666.363, 662.048]",34.008757455087824,COMPLETE
20,690.9882200040214,2026-08-29 15:20:46.312264,2026-08-29 15:20:55.682805,0 days 00:00:09.370541,0.6754693460490134,1.6256115349626246,0.049505307093672554,5,14.94256242828041,917,reg:squarederror,0.008493916153834115,6.894739738552267e-07,0.8627133038018097,"[738.216, 670.598, 664.15]",33.4988942850177,COMPLETE
21,688.5534761632298,2026-08-29 15:20:55.682854,2026-08-29 15:21:07.294709,0 days 00:00:11.611855,0.8643624734237765,0.5598063886894289,0.03165182694725807,8,14.247987479645325,604,reg:squarederror,5.156159051634592e-07,3.922258742158119e-06,0.7658223937258456,"[736.792, 667.545, 661.324]",34.20400044634077,COMPLETE
22,690.8574475581836,2026-08-29 15:21:07.294753,2026-08-29 15:21:13.197119,0 days 00:00:05.902366,0.5883023827001841,0.5325750877930371,0.01798720679425592,6,10.55873130916432,392,reg:squarederror,9.316545709082726e-05,3.548525072653717e-05,0.6798692637619861,"[739.543, 667.479, 665.55]",34.435081697649956,COMPLETE
23,712.6289252335171,2026-08-29 15:21:13.197161,2026-08-29 15:21:15.165573,0 days 00:00:01.968412,0.6829486421057533,1.170231190295526,0.051627129663048096,4,17.558549990183536,237,reg:squarederror,1.1708698127156382e-07,9.166337029970078e-05,0.7696600033749722,,,PRUNED
24,690.2139546117824,2026-08-29 15:21:15.165598,2026-08-29 15:21:24.157413,0 days 00:00:08.991815,0.9838258099724505,2.424094503442709,0.010740115101532237,7,19.345092780661442,473,reg:squarederror,2.3996495415304875e-05,0.0025914121997751296,0.6957610265385766,"[738.363, 667.505, 664.773]",34.064986815987886,COMPLETE
25,684.2217613666093,2026-08-29 15:21:24.157466,2026-08-29 15:21:32.985804,0 days 00:00:08.828338,0.8244922492299825,0.29571650967425134,0.021363196314674787,6,8.981010174792011,635,reg:squarederror,2.3535091212483953e-06,1.5114294066655718e-06,0.7795422487985508,"[731.94, 664.402, 656.323]",33.90288017907795,COMPLETE
26,686.5015420985937,2026-08-29 15:21:32.985863,2026-08-29 15:21:41.636980,0 days 00:00:08.651117,0.9158840279963769,0.23020446453773546,0.019944286507709467,5,17.196437852192563,781,reg:squarederror,1.2584907332879906e-06,9.645416888584492e-08,0.845847410665993,"[730.931, 667.589, 660.985]",31.531678691572406,COMPLETE
27,687.9993451390714,2026-08-29 15:21:41.637022,2026-08-29 15:21:51.114779,0 days 00:00:09.477757,0.9952003006585222,1.5858072190516364,0.013105962038574032,6,5.576750938733564,617,reg:squarederror,5.8621593531344965e-08,3.6212157368320524e-06,0.7810512790319518,"[737.205, 667.511, 659.283]",34.95536344374253,COMPLETE
28,689.1803123696909,2026-08-29 15:21:51.114820,2026-08-29 15:22:01.247669,0 days 00:00:10.132849,0.8363056106518612,0.38126070379936317,0.03752358001252483,4,14.081531926956451,1231,reg:squarederror,0.012485387529348461,1.9155900018601648e-07,0.8018507747054301,"[738.631, 666.508, 662.402]",35.00725447805646,COMPLETE
29,721.5759112150164,2026-08-29 15:22:01.247711,2026-08-29 15:22:05.359135,0 days 00:00:04.111424,0.7537908177473466,2.3726169522792486,0.02024159254451826,3,11.60923528194747,898,reg:squarederror,1.8560682567658576e-08,1.7063176989028108e-06,0.9993986750197684,,,PRUNED
30,705.8078741797361,2026-08-29 15:22:05.359161,2026-08-29 15:22:13.827505,0 days 00:00:08.468344,0.5023918650643524,0.8911185103096166,0.015072551101284876,5,18.469592170760862,998,reg:absoluteerror,1.08581308458357e-08,1.4956425321063398,0.8853655486676324,,,PRUNED
31,704.3074613302259,2026-08-29 15:22:13.827531,2026-08-29 15:22:21.973066,0 days 00:00:08.145535,0.8029764296151016,0.6516046610780598,0.02888397288259078,8,9.32385796364585,674,reg:squarederror,1.7237245069442057e-06,5.7261304195530764e-05,0.7445013064064635,,,PRUNED
32,703.8696507807797,2026-08-29 15:22:21.973090,2026-08-29 15:22:28.868689,0 days 00:00:06.895599,0.7909451022606108,1.3370911389758457,0.04172524768620177,6,9.0222380525977,875,reg:squarederror,1.8188496859630332e-05,0.005684988226569559,0.6904944220508918,,,PRUNED
33,716.8751402068688,2026-08-29 15:22:28.868713,2026-08-29 15:22:36.940791,0 days 00:00:08.072078,0.8458750487557126,0.8102431979115281,0.06119462426833589,7,8.016932547788258,824,reg:squarederror,0.00020557714833255368,1.7995667916938968e-06,0.7819350253400557,,,PRUNED
34,688.3363724893137,2026-08-29 15:22:36.940815,2026-08-29 15:22:48.893620,0 days 00:00:11.952805,0.5845660443743983,0.2565445562018779,0.022878214780351513,10,11.22245996843152,442,reg:squarederror,3.2987339894883063e-06,0.00016687654118717,0.7150854431437604,"[736.146, 665.423, 663.441]",33.815883910214765,COMPLETE
35,1148283236.2503932,2026-08-29 15:22:48.893664,2026-08-29 15:22:51.111915,0 days 00:00:02.218251,0.7155371375139499,1.1670014139654348,0.028756520194430226,7,12.600342686161625,676,reg:pseudohubererror,4.851006827386496e-07,0.0009365218851910258,0.6487348694035703,,,PRUNED
36,724.6710016322586,2026-08-29 15:22:51.111948,2026-08-29 15:22:55.925726,0 days 00:00:04.813778,0.7944450186202359,1.9592826464979312,0.016908487212384613,4,5.226308233821554,553,reg:absoluteerror,0.8446866615649065,1.2056047702669864e-07,0.750691128587673,,,PRUNED
37,731.2244987886875,2026-08-29 15:22:55.925749,2026-08-29 15:23:06.773825,0 days 00:00:10.848076,0.6700061082350267,0.3369765507198872,0.09103545599620595,8,13.4744379674743,1022,reg:squarederror,1.0627808796636234e-05,8.250610149211363e-06,0.8175399672748854,,,PRUNED
38,1148283236.2503932,2026-08-29 15:23:06.773849,2026-08-29 15:23:08.216208,0 days 00:00:01.442359,0.8940331375094271,3.951174073552459,0.013564061569201296,3,8.109081685612715,306,reg:pseudohubererror,4.433808141342929e-08,0.014643844725693337,0.7067577434971791,,,PRUNED
39,705.5854982440077,2026-08-29 15:23:08.216232,2026-08-29 15:23:14.701144,0 days 00:00:06.484912,0.9454700395080108,0.005352469695530576,0.044053309852320935,6,16.232464140397806,801,reg:squarederror,1.470200261530782e-07,3.182112127486074e-08,0.7923839096239967,,,PRUNED
40,1148283236.2503932,2026-08-29 15:23:14.701168,2026-08-29 15:23:16.832116,0 days 00:00:02.130948,0.7372092398151433,2.818283855381253,0.13543250989987396,5,11.778378133860016,674,reg:pseudohubererror,5.0334537964207736e-05,1.0902279794786165e-06,0.6498965451801506,,,PRUNED
41,687.3559609013696,2026-08-29 15:23:16.832140,2026-08-29 15:23:25.257332,0 days 00:00:08.425192,0.9034602067634524,0.22450859478865495,0.020183959533668236,5,18.24219103088328,761,reg:squarederror,1.2308295725437493e-06,1.0420659363969361e-07,0.8446266464721217,"[732.669, 668.012, 661.387]",32.155307796570405,COMPLETE
42,687.9103876626817,2026-08-29 15:23:25.257374,2026-08-29 15:23:33.206688,0 days 00:00:07.949314,0.8704028224388677,0.7880413339248232,0.019916279762175096,5,16.857902300551938,711,reg:squarederror,4.4692889799390585e-06,2.9583685454209447e-07,0.911074913825726,"[735.638, 668.668, 659.425]",33.958928284118514,COMPLETE
43,687.0880937909554,2026-08-29 15:23:33.206729,2026-08-29 15:23:42.686124,0 days 00:00:09.479395,0.9242800986504779,1.0474386820487407,0.02801071944853025,7,19.988301204042354,592,reg:squarederror,1.3002795869797513e-06,5.350658177584456e-08,0.8478256867424334,"[732.605, 666.537, 662.122]",32.23589044701245,COMPLETE
44,686.3048353337286,2026-08-29 15:23:42.686167,2026-08-29 15:23:53.884611,0 days 00:00:11.198444,0.9302706291393257,0.3180891835955073,0.033029959722144356,6,9.867682926082722,848,reg:squarederror,0.0006420660495500501,2.7798075718501877e-08,0.8199978592261604,"[735.251, 664.555, 659.109]",34.681260802623285,COMPLETE
45,705.8426729471928,2026-08-29 15:23:53.884650,2026-08-29 15:24:02.806666,0 days 00:00:08.922016,0.9576769343665885,1.3810492660288562,0.03234484018742218,6,9.65749174937357,1088,reg:squarederror,0.0006923538423095703,1.1214010326350646e-08,0.8208820206786354,,,PRUNED
46,682.9967532519427,2026-08-29 15:24:02.806709,2026-08-29 15:24:26.676664,0 days 00:00:23.869955,0.9369412842511171,0.7005506309945415,0.023807568747722493,7,6.345995013003904,1268,reg:absoluteerror,0.006602514020832054,4.111477097520352e-06,0.7382633908996336,"[734.506, 661.128, 653.357]",36.5603844554754,COMPLETE
47,683.7039044982342,2026-08-29 15:24:26.676712,2026-08-29 15:24:50.037114,0 days 00:00:23.360402,0.9424547299891087,0.4524097408437318,0.024833526862630045,7,3.966782588049502,1211,reg:absoluteerror,0.0038586993372353713,2.5277455236213853e-08,0.7338749989134095,"[734.844, 662.229, 654.039]",36.31589290991136,COMPLETE
48,683.5314111827429,2026-08-29 15:24:50.037153,2026-08-29 15:25:19.412954,0 days 00:00:29.375801,0.9994530771394559,0.696063912088093,0.017077032743828137,8,3.686151909872736,1241,reg:absoluteerror,0.0074603002268645415,0.35915670179317355,0.7394536027541904,"[738.189, 661.71, 650.695]",38.909536884791,COMPLETE
49,684.171038539696,2026-08-29 15:25:19.413018,2026-08-29 15:25:59.143244,0 days 00:00:39.730226,0.999037264118001,0.9927758809130011,0.012381768087636132,9,1.298753087624534,1271,reg:absoluteerror,0.03157429353035204,0.2051537335549744,0.7321103733670501,"[736.907, 662.582, 653.024]",37.493514768796864,COMPLETE
50,685.2222875164625,2026-08-29 15:25:59.143291,2026-08-29 15:26:39.510729,0 days 00:00:40.367438,0.9630974072734976,0.991066488402234,0.012089207360379725,9,1.0745956013146212,1266,reg:absoluteerror,0.04433846105851693,0.6406178461362727,0.7246053362303825,"[735.884, 664.654, 655.129]",36.03333181863665,COMPLETE
51,684.8959640141196,2026-08-29 15:26:39.510883,2026-08-29 15:27:29.700835,0 days 00:00:50.189952,0.9969235461359383,0.7157555229377286,0.01576715178083966,10,2.7718629452363848,1394,reg:absoluteerror,0.004095110868078065,0.08543249428393217,0.7430254812080961,"[736.859, 663.921, 653.908]",36.97019386449381,COMPLETE
52,685.0577892655323,2026-08-29 15:27:29.700976,2026-08-29 15:28:01.292509,0 days 00:00:31.591533,0.9789720509084526,0.4653745749237884,0.024234301860242967,8,4.38513111739575,1273,reg:absoluteerror,0.22254532343659167,7.630474490005012,0.7552146377265609,"[737.293, 662.663, 655.217]",37.060825965267334,COMPLETE
53,685.1117104832783,2026-08-29 15:28:01.292548,2026-08-29 15:28:43.367593,0 days 00:00:42.075045,0.9395169234665353,1.402277572334923,0.014126569238874571,10,2.4558867709726697,1159,reg:absoluteerror,0.01638947124233264,1.4582699132265875,0.7319016395041822,"[738.777, 662.828, 653.73]",38.12820632287301,COMPLETE
54,683.6433331875336,2026-08-29 15:28:43.367641,2026-08-29 15:29:20.544884,0 days 00:00:37.177243,0.9735058752453964,1.808929075271183,0.010424389596549134,9,3.5895745354506854,1300,reg:absoluteerror,0.039917123518311,0.47622932321555894,0.6744294580406316,"[736.163, 662.245, 652.522]",37.348711745413475,COMPLETE
55,683.8242210868234,2026-08-29 15:29:20.544944,2026-08-29 15:29:56.831052,0 days 00:00:36.286108,0.9667340899605869,2.1754000125079567,0.010265174343841364,9,4.012022346344136,1310,reg:absoluteerror,0.032980861297433835,0.20478414425077185,0.6625004482145463,"[739.307, 661.061, 651.105]",39.441909279951595,COMPLETE
56,683.7793670431574,2026-08-29 15:29:56.831114,2026-08-29 15:30:37.356921,0 days 00:00:40.525807,0.9571045925919804,2.3019356149868817,0.01031938823488986,9,3.9435404831613545,1297,reg:absoluteerror,0.2034811945113414,0.2405573137224944,0.6247720645759879,"[735.569, 663.286, 652.483]",36.88551116071144,COMPLETE
57,682.3055118972749,2026-08-29 15:30:37.357302,2026-08-29 15:31:18.156373,0 days 00:00:40.799071,0.9525507376865935,2.7705199725406784,0.010946386387057439,9,3.981930288946527,1321,reg:absoluteerror,0.2303600640876558,0.2945373248701353,0.6219896238482505,"[734.26, 661.642, 651.015]",36.99262247526834,COMPLETE
58,683.8761484525994,2026-08-29 15:31:18.156777,2026-08-29 15:31:59.037433,0 days 00:00:40.880656,0.9108177116421112,2.7872742533162427,0.011937167074102207,10,4.718506755149914,1123,reg:absoluteerror,0.6123004295226154,0.3917611830533731,0.6669266317800191,"[734.835, 662.466, 654.327]",36.18645617804011,COMPLETE
59,681.3343867255339,2026-08-29 15:31:59.037576,2026-08-29 15:32:27.437142,0 days 00:00:28.399566,0.8901786477448077,3.3827410997487264,0.010127172881271195,8,3.266192105250662,1210,reg:absoluteerror,3.4997352959467163,0.07135676099776922,0.627610761568525,"[733.356, 661.562, 649.085]",37.135888312777304,COMPLETE
60,681.6787858888937,2026-08-29 15:32:27.437261,2026-08-29 15:32:53.935439,0 days 00:00:26.498178,0.8844342503947413,3.4397847671460755,0.017182491298597537,8,3.314038971256414,1222,reg:absoluteerror,5.3990858151103405,0.026667244402752,0.6237425100394981,"[733.157, 661.897, 649.982]",36.72433620588205,COMPLETE
61,682.0964387143873,2026-08-29 15:32:53.935487,2026-08-29 15:33:19.744356,0 days 00:00:25.808869,0.889583465854857,3.4652966211664347,0.0176907346261099,8,3.3969007719353814,1224,reg:absoluteerror,6.077127776188825,0.03841240839321711,0.6273190569085889,"[733.773, 663.209, 649.307]",36.979021116338075,COMPLETE
62,680.8411380238603,2026-08-29 15:33:19.744414,2026-08-29 15:33:46.853584,0 days 00:00:27.109170,0.8838782759470885,3.4799294689582534,0.017432907273190783,8,3.01965740083648,1348,reg:absoluteerror,7.264600645296712,0.057852562506014456,0.6324953210022868,"[731.281, 661.174, 650.069]",35.95337634662007,COMPLETE
63,681.9415773481824,2026-08-29 15:33:46.853624,2026-08-29 15:34:13.163898,0 days 00:00:26.310274,0.8857054824944484,3.500336037285146,0.01696606741225316,8,1.9881734098417994,1371,reg:absoluteerror,9.090916896549729,0.04139252158445786,0.6248071532351097,"[733.732, 662.113, 649.979]",36.9552093235526,COMPLETE
64,683.4140339554873,2026-08-29 15:34:13.163955,2026-08-29 15:34:39.748024,0 days 00:00:26.584069,0.8567097585336624,3.493972063723967,0.015320863163886252,8,2.0434387255837976,1358,reg:absoluteerror,8.143565906608668,0.043890283473069634,0.6239320086231007,"[735.101, 664.256, 650.885]",36.95364275359687,COMPLETE
65,680.849693649919,2026-08-29 15:34:39.748062,2026-08-29 15:35:10.963301,0 days 00:00:31.215239,0.8855493884528798,3.81840945498191,0.01362426050113459,8,6.529140191422799,1388,reg:absoluteerror,2.8398195762293947,0.04113205435550352,0.6006769229184703,"[731.735, 661.136, 649.678]",36.28443416587029,COMPLETE
66,681.1076532628709,2026-08-29 15:35:10.963547,2026-08-29 15:35:45.235463,0 days 00:00:34.271916,0.8846147003099603,3.8332025690417457,0.017888532923943715,8,3.086527869085846,1395,reg:absoluteerror,2.6271237923605586,0.03485433480519313,0.6325712909114078,"[732.488, 660.493, 650.342]",36.566984803967514,COMPLETE
67,680.6669478574789,2026-08-29 15:35:45.235593,2026-08-29 15:36:18.897154,0 days 00:00:33.661561,0.8772519261120484,3.9611354373532723,0.014703364009090635,8,2.812957197292152,1387,reg:absoluteerror,2.6302603387998293,0.02976863091366569,0.6040215809392958,"[731.705, 660.99, 649.306]",36.40284729636611,COMPLETE
68,681.2500272838837,2026-08-29 15:36:18.897299,2026-08-29 15:36:53.487033,0 days 00:00:34.589734,0.8806445877765429,3.94185580620368,0.013822423346632615,8,2.95687257470451,1396,reg:absoluteerror,2.1243134336808853,0.09657781848201435,0.6006082248905854,"[732.995, 660.442, 650.313]",36.82195210485285,COMPLETE
69,681.9131735958116,2026-08-29 15:36:53.487163,2026-08-29 15:37:26.105900,0 days 00:00:32.618737,0.8202753256590813,3.92150901207233,0.013997101332862584,8,2.8809359818596163,1399,reg:absoluteerror,2.3528201060038687,0.0956830839893667,0.6079948631868214,"[733.915, 661.277, 650.548]",37.03063190573346,COMPLETE
70,681.7028056580435,2026-08-29 15:37:26.106055,2026-08-29 15:37:54.319119,0 days 00:00:28.213064,0.8496471317458203,4.45442250431636,0.012186513485287879,7,4.794796431754168,1349,reg:absoluteerror,1.9050026827548299,0.015500438777491786,0.6002149080550456,"[734.863, 660.366, 649.88]",37.83265355840617,COMPLETE
71,745.5027962738113,2026-08-29 15:37:54.319244,2026-08-29 15:38:10.325426,0 days 00:00:16.006182,0.8710054838113226,4.519418504152848,0.2968182554924997,7,5.111449938591089,1345,reg:absoluteerror,2.482978078133351,0.016499647079417964,0.6399448248922418,,,PRUNED
72,680.5559232622805,2026-08-29 15:38:10.325465,2026-08-29 15:38:45.046258,0 days 00:00:34.720793,0.8477027244358877,3.8015125845464155,0.012284484540509552,8,3.0835058892414713,1364,reg:absoluteerror,2.8908185929789627,0.002174077675933362,0.6016609800405641,"[732.428, 661.427, 647.814]",37.09739230170759,COMPLETE
73,683.1990353402574,2026-08-29 15:38:45.046415,2026-08-29 15:39:19.284302,0 days 00:00:34.237887,0.8763955962192941,3.7630621635714085,0.014684518384447637,8,1.6132919516297375,1396,reg:absoluteerror,0.41574873460119094,0.0025440543618159015,0.6392072793644519,"[734.748, 661.467, 653.382]",36.600047900516,COMPLETE
74,682.957326958097,2026-08-29 15:39:19.284452,2026-08-29 15:39:53.847253,0 days 00:00:34.562801,0.9180573542010207,3.195467031498487,0.013126298560667948,9,2.977551371284752,1184,reg:absoluteerror,3.753198791412179,0.02506142145480917,0.602173058818458,"[735.144, 662.233, 651.496]",37.16064702020766,COMPLETE
75,681.4558714358446,2026-08-29 15:39:53.847394,2026-08-29 15:40:21.155344,0 days 00:00:27.307950,0.8991800564044726,3.803821301135976,0.01906975194603311,8,6.110927158347708,1325,reg:absoluteerror,1.1511468982238742,0.0015117591256056094,0.6138851274132875,"[731.608, 660.361, 652.399]",35.61139905021582,COMPLETE
76,680.4168339061912,2026-08-29 15:40:21.155455,2026-08-29 15:40:48.229812,0 days 00:00:27.074357,0.8424507515147813,3.704531767400313,0.019215743169292986,8,7.163535078368473,1368,reg:absoluteerror,1.3046460481556323,0.001061481512369749,0.6520658859679996,"[731.555, 660.765, 648.931]",36.48115636090198,COMPLETE
77,680.3881651379844,2026-08-29 15:40:48.229849,2026-08-29 15:41:15.513968,0 days 00:00:27.284119,0.8305602310958836,4.162771720387289,0.011295755858019105,8,6.951893463891749,1372,reg:absoluteerror,1.3997736247157686,0.00790227074215849,0.6566496832810134,"[732.746, 659.734, 648.685]",37.29608218957624,COMPLETE
78,682.0628009099041,2026-08-29 15:41:15.514103,2026-08-29 15:41:39.261634,0 days 00:00:23.747531,0.8202395754074044,4.092078377397421,0.01146295526761744,7,7.021212856014149,1377,reg:absoluteerror,1.5470450143236238,0.0061411114716022515,0.6385150120444312,"[735.058, 660.93, 650.2]",37.72840837580596,COMPLETE
79,681.9589464415008,2026-08-29 15:41:39.261679,2026-08-29 15:42:13.173275,0 days 00:00:33.911596,0.782177018622701,3.711618897185731,0.0156589926412408,9,7.105640857039352,1354,reg:absoluteerror,0.48956707593276033,0.0003593905089497553,0.6577436263404657,"[732.864, 659.559, 653.454]",36.08146069371682,COMPLETE
