appointment_id,workshop_id,customer_id,motorcycle_id,created_at,scheduled_at,appointment_type,source,status,service_id,customer_request,data_origin,generator_version
APT000040,WS0002,C000007,MC000011,2025-05-25 23:40:20,2025-05-27 20:38:20,PERIODIC,PHONE,CONVERTED_TO_SERVICE,SVC000074,PERIODIC,SYNTHETIC,1.3.0
APT000041,WS0002,C000007,MC000011,2025-11-23 19:05:27,2025-11-27 15:58:27,PERIODIC,PHONE,CONVERTED_TO_SERVICE,SVC000075,PERIODIC,SYNTHETIC,1.3.0
APT000042,WS0002,C000007,MC000011,2026-04-12 08:59:06,2026-04-17 04:43:06,PERIODIC,WEB,CONVERTED_TO_SERVICE,SVC000076,PERIODIC,SYNTHETIC,1.3.0
APT000043,WS0002,C000007,MC000012,2025-04-28 11:00:00,2025-05-12 08:34:00,PERIODIC,MOBILE_APP,CONVERTED_TO_SERVICE,SVC000077,PERIODIC,SYNTHETIC,1.3.0
APT000044,WS0009,C000009,MC000014,2023-11-17 08:27:15,2023-11-23 08:41:15,PERIODIC,WEB,CONVERTED_TO_SERVICE,SVC000081,PERIODIC,SYNTHETIC,1.3.0
APT000045,WS0009,C000009,MC000014,2024-03-25 04:01:26,2024-03-31 04:00:26,PERIODIC,PHONE,CONVERTED_TO_SERVICE,SVC000082,PERIODIC,SYNTHETIC,1.3.0
APT000046,WS0009,C000009,MC000014,2025-01-12 20:46:37,2025-01-23 18:40:37,PERIODIC,MOBILE_APP,CONVERTED_TO_SERVICE,SVC000084,PERIODIC,SYNTHETIC,1.3.0
APT000047,WS0009,C000009,MC000015,2023-12-16 05:31:16,2023-12-29 05:49:16,PERIODIC,WEB,CONVERTED_TO_SERVICE,SVC000086,PERIODIC,SYNTHETIC,1.3.0
APT000048,WS0005,C000010,MC000017,2026-03-31 17:48:34,2026-04-14 14:54:34,PERIODIC,PHONE,CONVERTED_TO_SERVICE,SVC000089,PERIODIC,SYNTHETIC,1.3.0
APT000049,WS0010,C000011,MC000018,2023-06-20 11:45:00,2023-07-01 16:04:00,PERIODIC,PHONE,CONVERTED_TO_SERVICE,SVC000090,PERIODIC,SYNTHETIC,1.3.0
APT000050,WS0010,C000011,MC000018,2024-10-29 14:07:35,2024-11-07 11:44:35,PERIODIC,WEB,CONVERTED_TO_SERVICE,SVC000092,PERIODIC,SYNTHETIC,1.3.0
APT000051,WS0010,C000011,MC000018,2025-05-14 13:34:58,2025-05-22 09:36:58,PERIODIC,MOBILE_APP,CONVERTED_TO_SERVICE,SVC000093,PERIODIC,SYNTHETIC,1.3.0
APT000052,WS0010,C000011,MC000018,2025-11-09 23:08:46,2025-11-18 17:58:46,PERIODIC,WEB,CONVERTED_TO_SERVICE,SVC000094,PERIODIC,SYNTHETIC,1.3.0
APT000053,WS0005,C000012,MC000019,2025-07-04 20:07:44,2025-07-18 19:21:44,PERIODIC,WHATSAPP,CONVERTED_TO_SERVICE,SVC000097,PERIODIC,SYNTHETIC,1.3.0
APT000054,WS0002,C000013,MC000020,2025-07-19 14:00:00,2025-07-24 09:52:00,PERIODIC,PHONE,CONVERTED_TO_SERVICE,SVC000098,PERIODIC,SYNTHETIC,1.3.0
APT000055,WS0002,C000013,MC000020,2026-03-12 07:50:00,2026-03-19 03:46:00,PERIODIC,MOBILE_APP,CONVERTED_TO_SERVICE,SVC000101,PERIODIC,SYNTHETIC,1.3.0
APT000056,WS0002,C000013,MC000021,2026-01-31 12:15:00,2026-02-09 16:33:00,PERIODIC,PHONE,CONVERTED_TO_SERVICE,SVC000103,PERIODIC,SYNTHETIC,1.3.0
APT000057,WS0007,C000014,MC000022,2021-11-03 09:45:29,2021-11-08 10:41:29,PERIODIC,MOBILE_APP,CONVERTED_TO_SERVICE,SVC000106,PERIODIC,SYNTHETIC,1.3.0
APT000058,WS0007,C000014,MC000022,2022-08-16 21:57:12,2022-08-23 05:31:12,PERIODIC,MOBILE_APP,CONVERTED_TO_SERVICE,SVC000110,PERIODIC,SYNTHETIC,1.3.0
APT000059,WS0007,C000014,MC000022,2022-11-25 13:29:49,2022-12-01 16:06:49,PERIODIC,WEB,CONVERTED_TO_SERVICE,SVC000111,PERIODIC,SYNTHETIC,1.3.0
APT000060,WS0007,C000014,MC000022,2023-01-27 14:04:46,2023-02-08 17:34:46,PERIODIC,PHONE,CONVERTED_TO_SERVICE,SVC000112,PERIODIC,SYNTHETIC,1.3.0
APT000061,WS0007,C000014,MC000022,2024-03-25 18:43:47,2024-03-29 15:10:47,PERIODIC,WEB,CONVERTED_TO_SERVICE,SVC000118,PERIODIC,SYNTHETIC,1.3.0
APT000062,WS0007,C000014,MC000022,2024-06-21 17:31:36,2024-06-28 13:52:36,PERIODIC,WEB,CONVERTED_TO_SERVICE,SVC000119,PERIODIC,SYNTHETIC,1.3.0
APT000063,WS0007,C000014,MC000022,2024-08-22 08:18:49,2024-09-05 12:20:49,PERIODIC,WEB,CONVERTED_TO_SERVICE,SVC000120,PERIODIC,SYNTHETIC,1.3.0
APT000064,WS0007,C000014,MC000022,2024-11-04 07:48:16,2024-11-08 05:59:16,PERIODIC,PHONE,CONVERTED_TO_SERVICE,SVC000121,PERIODIC,SYNTHETIC,1.3.0
APT000065,WS0007,C000014,MC000022,2025-01-17 01:40:09,2025-01-20 01:31:09,PERIODIC,MOBILE_APP,CONVERTED_TO_SERVICE,SVC000122,PERIODIC,SYNTHETIC,1.3.0
APT000066,WS0006,C000015,MC000023,2025-06-19 19:58:12,2025-06-21 02:50:12,PERIODIC,WHATSAPP,CONVERTED_TO_SERVICE,SVC000124,PERIODIC,SYNTHETIC,1.3.0
APT000067,WS0006,C000015,MC000023,2026-06-11 23:55:51,2026-06-21 02:34:51,PERIODIC,WHATSAPP,CONVERTED_TO_SERVICE,SVC000125,PERIODIC,SYNTHETIC,1.3.0
APT000068,WS0005,C000016,MC000025,2021-04-10 17:30:00,2021-04-24 16:41:00,PERIODIC,WHATSAPP,CONVERTED_TO_SERVICE,SVC000128,PERIODIC,SYNTHETIC,1.3.0
APT000069,WS0005,C000016,MC000025,2022-04-05 00:06:42,2022-04-06 20:47:42,PERIODIC,PHONE,CONVERTED_TO_SERVICE,SVC000129,PERIODIC,SYNTHETIC,1.3.0
APT000070,WS0005,C000016,MC000025,2023-05-23 07:43:10,2023-05-27 08:29:10,PERIODIC,PHONE,CONVERTED_TO_SERVICE,SVC000130,PERIODIC,SYNTHETIC,1.3.0
APT000071,WS0005,C000016,MC000025,2024-05-06 22:36:51,2024-05-17 01:46:51,PERIODIC,MOBILE_APP,CONVERTED_TO_SERVICE,SVC000131,PERIODIC,SYNTHETIC,1.3.0
APT000072,WS0005,C000016,MC000025,2025-02-27 21:10:42,2025-03-04 23:58:42,PERIODIC,WEB,CONVERTED_TO_SERVICE,SVC000132,PERIODIC,SYNTHETIC,1.3.0
APT000073,WS0005,C000016,MC000025,2025-12-25 06:50:16,2026-01-04 14:02:16,PERIODIC,MOBILE_APP,CONVERTED_TO_SERVICE,SVC000133,PERIODIC,SYNTHETIC,1.3.0
APT000074,WS0001,C000017,MC000026,2024-01-31 14:50:23,2024-02-13 16:31:23,PERIODIC,MOBILE_APP,CONVERTED_TO_SERVICE,SVC000137,PERIODIC,SYNTHETIC,1.3.0
APT000075,WS0001,C000017,MC000026,2024-09-18 23:49:46,2024-09-29 23:27:46,PERIODIC,MOBILE_APP,CONVERTED_TO_SERVICE,SVC000140,PERIODIC,SYNTHETIC,1.3.0
APT000076,WS0001,C000017,MC000026,2024-12-15 11:13:21,2024-12-21 06:52:21,PERIODIC,WHATSAPP,CONVERTED_TO_SERVICE,SVC000141,PERIODIC,SYNTHETIC,1.3.0
APT000077,WS0005,C000018,MC000027,2022-09-01 14:30:00,2022-09-03 13:01:00,PERIODIC,WEB,CONVERTED_TO_SERVICE,SVC000142,PERIODIC,SYNTHETIC,1.3.0
APT000078,WS0005,C000018,MC000027,2023-07-10 11:14:01,2023-07-12 08:29:01,PERIODIC,PHONE,CONVERTED_TO_SERVICE,SVC000145,PERIODIC,SYNTHETIC,1.3.0
APT000079,WS0005,C000018,MC000027,2023-09-27 02:39:44,2023-10-02 04:56:44,PERIODIC,MOBILE_APP,CONVERTED_TO_SERVICE,SVC000146,PERIODIC,SYNTHETIC,1.3.0
APT000080,WS0005,C000018,MC000027,2023-12-22 05:47:24,2023-12-24 02:07:24,PERIODIC,WEB,CONVERTED_TO_SERVICE,SVC000147,PERIODIC,SYNTHETIC,1.3.0
APT000081,WS0005,C000018,MC000027,2024-06-03 06:18:02,2024-06-14 09:24:02,PERIODIC,MOBILE_APP,CONVERTED_TO_SERVICE,SVC000149,PERIODIC,SYNTHETIC,1.3.0
APT000082,WS0005,C000019,MC000028,2026-02-28 12:30:00,2026-03-04 11:09:00,PERIODIC,WHATSAPP,CONVERTED_TO_SERVICE,SVC000151,PERIODIC,SYNTHETIC,1.3.0
APT000083,WS0005,C000019,MC000028,2026-07-20 17:30:56,2026-07-28 23:46:56,PERIODIC,PHONE,CONVERTED_TO_SERVICE,SVC000152,PERIODIC,SYNTHETIC,1.3.0
APT000084,WS0005,C000019,MC000029,2025-07-24 12:15:00,2025-08-02 16:08:00,PERIODIC,MOBILE_APP,CONVERTED_TO_SERVICE,SVC000153,PERIODIC,SYNTHETIC,1.3.0
APT000085,WS0005,C000020,MC000031,2026-07-17 16:15:00,2026-07-29 13:04:00,PERIODIC,WEB,CONVERTED_TO_SERVICE,SVC000154,PERIODIC,SYNTHETIC,1.3.0
APT000086,WS0009,C000021,MC000032,2023-05-25 10:00:00,2023-06-01 16:39:00,PERIODIC,PHONE,CONVERTED_TO_SERVICE,SVC000155,PERIODIC,SYNTHETIC,1.3.0
APT000087,WS0009,C000021,MC000032,2023-09-09 04:28:22,2023-09-13 01:26:22,PERIODIC,PHONE,CONVERTED_TO_SERVICE,SVC000156,PERIODIC,SYNTHETIC,1.3.0
APT000088,WS0009,C000021,MC000032,2024-02-27 20:29:11,2024-03-01 22:58:11,PERIODIC,MOBILE_APP,CONVERTED_TO_SERVICE,SVC000158,PERIODIC,SYNTHETIC,1.3.0
APT000089,WS0009,C000021,MC000032,2024-09-21 01:06:13,2024-09-23 20:22:13,BREAKDOWN,PHONE,CONVERTED_TO_SERVICE,SVC000160,BREAKDOWN,SYNTHETIC,1.3.0
APT000090,WS0009,C000021,MC000032,2025-10-04 12:21:57,2025-10-05 08:07:57,PERIODIC,WHATSAPP,CONVERTED_TO_SERVICE,SVC000164,PERIODIC,SYNTHETIC,1.3.0
APT000091,WS0003,C000022,MC000033,2026-07-10 16:00:00,2026-07-23 12:28:00,PERIODIC,WHATSAPP,CONVERTED_TO_SERVICE,SVC000165,PERIODIC,SYNTHETIC,1.3.0
APT000092,WS0003,C000023,MC000035,2023-07-18 20:52:06,2023-07-21 01:15:06,PERIODIC,WEB,CONVERTED_TO_SERVICE,SVC000167,PERIODIC,SYNTHETIC,1.3.0
APT000093,WS0003,C000023,MC000036,2021-08-05 17:30:00,2021-08-07 15:44:00,PERIODIC,MOBILE_APP,CONVERTED_TO_SERVICE,SVC000168,PERIODIC,SYNTHETIC,1.3.0
APT000094,WS0003,C000023,MC000036,2022-01-12 18:37:57,2022-01-21 15:11:57,PERIODIC,WEB,CONVERTED_TO_SERVICE,SVC000169,PERIODIC,SYNTHETIC,1.3.0
APT000095,WS0003,C000023,MC000036,2022-07-18 01:00:16,2022-07-23 23:02:16,PERIODIC,PHONE,CONVERTED_TO_SERVICE,SVC000171,PERIODIC,SYNTHETIC,1.3.0
APT000096,WS0003,C000023,MC000036,2022-09-09 08:38:40,2022-09-18 12:17:40,PERIODIC,PHONE,CONVERTED_TO_SERVICE,SVC000172,PERIODIC,SYNTHETIC,1.3.0
APT000097,WS0003,C000023,MC000036,2022-11-21 19:13:01,2022-11-23 10:52:01,PERIODIC,WEB,CONVERTED_TO_SERVICE,SVC000173,PERIODIC,SYNTHETIC,1.3.0
APT000098,WS0003,C000023,MC000036,2023-01-19 13:59:42,2023-01-24 10:34:42,PERIODIC,WEB,CONVERTED_TO_SERVICE,SVC000174,PERIODIC,SYNTHETIC,1.3.0
APT000099,WS0003,C000023,MC000036,2023-09-22 10:27:12,2023-10-06 01:24:12,PERIODIC,PHONE,CONVERTED_TO_SERVICE,SVC000177,PERIODIC,SYNTHETIC,1.3.0
APT000100,WS0003,C000023,MC000036,2024-10-05 23:20:17,2024-10-07 00:58:17,PERIODIC,MOBILE_APP,CONVERTED_TO_SERVICE,SVC000182,PERIODIC,SYNTHETIC,1.3.0
APT000101,WS0003,C000023,MC000036,2025-02-19 02:00:06,2025-03-02 19:22:06,PERIODIC,WHATSAPP,CONVERTED_TO_SERVICE,SVC000184,PERIODIC,SYNTHETIC,1.3.0
APT000102,WS0004,C000024,MC000037,2024-12-06 09:00:00,2024-12-14 13:03:00,PERIODIC,WHATSAPP,CONVERTED_TO_SERVICE,SVC000185,PERIODIC,SYNTHETIC,1.3.0
APT000103,WS0003,C000025,MC000038,2022-08-12 23:54:59,2022-08-15 21:07:59,PERIODIC,WHATSAPP,CONVERTED_TO_SERVICE,SVC000187,PERIODIC,SYNTHETIC,1.3.0
APT000104,WS0003,C000025,MC000038,2024-06-20 10:35:48,2024-06-27 06:23:48,PERIODIC,WEB,CONVERTED_TO_SERVICE,SVC000190,PERIODIC,SYNTHETIC,1.3.0
APT000105,WS0005,C000026,MC000039,2026-03-11 13:00:00,2026-03-20 13:14:00,PERIODIC,PHONE,CONVERTED_TO_SERVICE,SVC000191,PERIODIC,SYNTHETIC,1.3.0
APT000106,WS0005,C000026,MC000039,2026-05-20 07:37:28,2026-05-29 09:20:28,PERIODIC,WEB,CONVERTED_TO_SERVICE,SVC000192,PERIODIC,SYNTHETIC,1.3.0
APT000107,WS0005,C000026,MC000039,2026-07-21 09:38:39,2026-07-29 10:09:39,PERIODIC,WEB,CONVERTED_TO_SERVICE,SVC000193,PERIODIC,SYNTHETIC,1.3.0
APT000108,WS0001,C000027,MC000040,2025-09-08 16:47:36,2025-09-11 15:12:36,PERIODIC,PHONE,CONVERTED_TO_SERVICE,SVC000199,PERIODIC,SYNTHETIC,1.3.0
APT000109,WS0009,C000028,MC000041,2023-04-14 14:20:56,2023-04-28 15:17:56,PERIODIC,MOBILE_APP,CONVERTED_TO_SERVICE,SVC000206,PERIODIC,SYNTHETIC,1.3.0
APT000110,WS0009,C000028,MC000041,2023-06-06 01:51:06,2023-06-12 07:09:06,PERIODIC,WEB,CONVERTED_TO_SERVICE,SVC000207,PERIODIC,SYNTHETIC,1.3.0
APT000111,WS0009,C000028,MC000041,2023-07-04 23:31:36,2023-07-12 15:46:36,PERIODIC,WEB,CONVERTED_TO_SERVICE,SVC000208,PERIODIC,SYNTHETIC,1.3.0
APT000112,WS0009,C000028,MC000041,2024-01-06 14:00:21,2024-01-10 11:25:21,PERIODIC,WHATSAPP,CONVERTED_TO_SERVICE,SVC000215,PERIODIC,SYNTHETIC,1.3.0
APT000113,WS0009,C000028,MC000041,2024-02-01 06:55:04,2024-02-13 11:28:04,PERIODIC,WHATSAPP,CONVERTED_TO_SERVICE,SVC000216,PERIODIC,SYNTHETIC,1.3.0
APT000114,WS0009,C000028,MC000041,2024-04-21 06:02:10,2024-05-01 06:34:10,PERIODIC,PHONE,CONVERTED_TO_SERVICE,SVC000218,PERIODIC,SYNTHETIC,1.3.0
APT000115,WS0009,C000028,MC000041,2024-07-23 20:30:18,2024-08-03 18:56:18,PERIODIC,WEB,CONVERTED_TO_SERVICE,SVC000221,PERIODIC,SYNTHETIC,1.3.0
APT000116,WS0008,C000030,MC000043,2026-08-20 22:39:59,2026-08-24 23:48:59,PERIODIC,PHONE,CONVERTED_TO_SERVICE,SVC000227,PERIODIC,SYNTHETIC,1.3.0
APT000117,WS0007,C000031,MC000044,2026-01-07 12:30:00,2026-01-19 10:08:00,PERIODIC,PHONE,CONVERTED_TO_SERVICE,SVC000228,PERIODIC,SYNTHETIC,1.3.0
APT000118,WS0004,C000033,MC000046,2023-09-01 01:48:17,2023-09-15 01:37:17,PERIODIC,PHONE,CONVERTED_TO_SERVICE,SVC000234,PERIODIC,SYNTHETIC,1.3.0
APT000119,WS0004,C000035,MC000049,2023-05-25 16:30:00,2023-05-26 10:15:00,PERIODIC,WEB,CONVERTED_TO_SERVICE,SVC000237,PERIODIC,SYNTHETIC,1.3.0
APT000120,WS0004,C000035,MC000049,2023-12-07 03:05:10,2023-12-16 02:51:10,PERIODIC,PHONE,CONVERTED_TO_SERVICE,SVC000238,PERIODIC,SYNTHETIC,1.3.0
APT000121,WS0004,C000035,MC000049,2024-03-22 06:40:45,2024-03-24 04:03:45,PERIODIC,WHATSAPP,CONVERTED_TO_SERVICE,SVC000239,PERIODIC,SYNTHETIC,1.3.0
APT000122,WS0004,C000035,MC000049,2024-10-07 14:14:46,2024-10-15 13:49:46,PERIODIC,MOBILE_APP,CONVERTED_TO_SERVICE,SVC000242,PERIODIC,SYNTHETIC,1.3.0
APT000123,WS0004,C000035,MC000049,2025-02-09 01:16:15,2025-02-12 21:33:15,PERIODIC,MOBILE_APP,CONVERTED_TO_SERVICE,SVC000244,PERIODIC,SYNTHETIC,1.3.0
APT000124,WS0004,C000035,MC000049,2025-06-10 04:20:51,2025-06-17 03:27:51,PERIODIC,WEB,CONVERTED_TO_SERVICE,SVC000245,PERIODIC,SYNTHETIC,1.3.0
APT000125,WS0004,C000035,MC000049,2025-08-17 22:01:15,2025-08-20 23:32:15,REPAIR,WEB,CONVERTED_TO_SERVICE,SVC000246,REPAIR,SYNTHETIC,1.3.0
APT000126,WS0004,C000035,MC000049,2025-10-24 14:47:45,2025-11-05 11:30:45,PERIODIC,PHONE,CONVERTED_TO_SERVICE,SVC000247,PERIODIC,SYNTHETIC,1.3.0
APT000127,WS0005,C000036,MC000050,2026-04-25 11:45:00,2026-04-28 09:30:00,PERIODIC,WEB,CONVERTED_TO_SERVICE,SVC000248,PERIODIC,SYNTHETIC,1.3.0
APT000128,WS0005,C000039,MC000054,2022-05-27 12:30:00,2022-05-31 09:22:00,PERIODIC,PHONE,CONVERTED_TO_SERVICE,SVC000249,PERIODIC,SYNTHETIC,1.3.0
APT000129,WS0005,C000039,MC000054,2022-09-18 06:01:43,2022-09-24 05:49:43,PERIODIC,MOBILE_APP,CONVERTED_TO_SERVICE,SVC000250,PERIODIC,SYNTHETIC,1.3.0
APT000130,WS0005,C000039,MC000054,2023-01-22 14:34:06,2023-02-01 07:47:06,PERIODIC,MOBILE_APP,CONVERTED_TO_SERVICE,SVC000251,PERIODIC,SYNTHETIC,1.3.0
APT000131,WS0005,C000039,MC000054,2023-05-25 20:58:55,2023-06-07 21:31:55,PERIODIC,PHONE,CONVERTED_TO_SERVICE,SVC000252,PERIODIC,SYNTHETIC,1.3.0
APT000132,WS0005,C000039,MC000054,2023-09-05 21:55:12,2023-09-13 14:53:12,PERIODIC,WEB,CONVERTED_TO_SERVICE,SVC000253,PERIODIC,SYNTHETIC,1.3.0
APT000133,WS0006,C000040,MC000055,2022-08-15 07:26:40,2022-08-29 08:52:40,PERIODIC,MOBILE_APP,CONVERTED_TO_SERVICE,SVC000255,PERIODIC,SYNTHETIC,1.3.0
APT000134,WS0006,C000040,MC000055,2023-01-17 12:44:06,2023-01-24 13:25:06,PERIODIC,WHATSAPP,CONVERTED_TO_SERVICE,SVC000256,PERIODIC,SYNTHETIC,1.3.0
APT000135,WS0006,C000040,MC000055,2023-06-30 05:37:12,2023-07-04 05:57:12,PERIODIC,PHONE,CONVERTED_TO_SERVICE,SVC000257,PERIODIC,SYNTHETIC,1.3.0
