motorcycle_id,event_at,outcome,event_type,behavior_group,usage_type,policy_group,days_due_ratio,km_due_ratio,max_due_ratio,hazard
MC000054,2026-01-21 11:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COMMUTER,ICE_125_AIR_BELT,0.24788957335158568,0.47760322580645154,0.47760322580645154,0.003667280136064347
MC000055,2025-03-14 09:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COMMUTER,ICE_50_AIR_CHAIN,0.39981243820822876,0.5559892473118283,0.5559892473118283,0.0062298372916916945
MC000055,2025-08-22 14:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COMMUTER,ICE_50_AIR_CHAIN,0.4397672826830938,1.1274032258064508,1.1274032258064508,0.040565207805251594
MC000055,2026-07-24 09:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COMMUTER,ICE_50_AIR_CHAIN,0.918320784850559,1.5438279569892486,1.5438279569892486,0.06584295956311337
MC000056,2025-08-19 15:00:00,SERVICE,BREAKDOWN,IRREGULAR,COMMUTER,ICE_200_LIQUID_CHAIN,0.9943939970086445,0.18565483870967728,0.9943939970086445,0.0024758352386210747
MC000056,2026-03-10 12:00:00,SERVICE,PERIODIC,IRREGULAR,COMMUTER,ICE_200_LIQUID_CHAIN,1.108145106091718,0.11416774193548408,1.108145106091718,0.037234215678997935
MC000058,2023-12-21 13:00:00,SERVICE,PERIODIC,IRREGULAR,COMMUTER,ICE_50_AIR_BELT,0.3632188125839734,1.4989731182795707,1.4989731182795707,0.036800365756086126
MC000058,2024-06-27 09:00:00,SERVICE,TIRE,IRREGULAR,COMMUTER,ICE_50_AIR_BELT,0.5159707962582706,1.9142824372759837,1.9142824372759837,0.03008230315380369
MC000058,2024-10-17 15:00:00,SERVICE,PERIODIC,IRREGULAR,COMMUTER,ICE_50_AIR_BELT,0.3056125941136208,1.1542283154121882,1.1542283154121882,0.02692970746458244
MC000058,2025-06-19 15:00:00,SERVICE,PERIODIC,IRREGULAR,COMMUTER,ICE_50_AIR_BELT,0.6690622861054073,1.8093327956989234,1.8093327956989234,0.06256309522237344
MC000058,2026-01-15 08:00:00,SERVICE,PERIODIC,IRREGULAR,COMMUTER,ICE_50_AIR_BELT,0.5732375085557837,1.7857155913978495,1.7857155913978495,0.04669554639833938
MC000060,2025-08-24 00:00:00,NO_SHOW,TIRE,SLIGHTLY_LATE,WEEKEND,ICE_50_AIR_BELT,0.4022341686313281,2.558494623655914,2.558494623655914,0.03237252792744515
MC000060,2025-10-26 11:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,WEEKEND,ICE_50_AIR_BELT,0.5747187682206505,3.522967741935485,3.522967741935485,0.0727171821118066
MC000060,2026-02-15 16:00:00,SERVICE,TIRE,SLIGHTLY_LATE,WEEKEND,ICE_50_AIR_BELT,0.3053844398813598,1.3008894009216576,1.3008894009216576,0.005162693633663978
MC000062,2026-04-09 15:00:00,SERVICE,PERIODIC,REGULAR,COURIER,ICE_50_AIR_CHAIN,0.2861296169543945,1.645761111111111,1.645761111111111,0.0957350266589408
MC000066,2025-12-19 14:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COMMUTER,ICE_250_LIQUID_BELT,1.0347553362739879,0.30588709677419357,1.0347553362739879,0.023320799602690803
MC000067,2026-05-24 09:00:00,SERVICE,BREAKDOWN,SLIGHTLY_LATE,COMMUTER,ICE_125_LIQUID_BELT,0.53535645929982,1.2199301075268814,1.2199301075268814,0.00476565613525351
MC000073,2025-11-03 13:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COMMUTER,ICE_125_AIR_BELT,0.6491429006008061,1.2481166666666657,1.2481166666666657,0.023287813595308165
MC000076,2025-09-18 16:00:00,SERVICE,BREAKDOWN,SLIGHTLY_LATE,WEEKEND,ICE_250_LIQUID_BELT,0.17234586914087258,0.44991666666666713,0.44991666666666713,0.0018874010293859203
MC000076,2026-08-06 12:00:00,SERVICE,BREAKDOWN,SLIGHTLY_LATE,WEEKEND,ICE_250_LIQUID_BELT,0.8797627195984485,1.5240833333333328,1.5240833333333328,0.002664261534936002
MC000078,2025-06-16 11:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COMMUTER,ICE_350_LIQUID_BELT,1.552249188784952,0.39802333333333334,1.552249188784952,0.13358278471031196
MC000079,2021-12-08 10:00:00,SERVICE,BREAKDOWN,REGULAR,OFFROAD,ICE_SMALL_SCOOTER_BELT,0.09582477754962354,0.4315741935483864,0.4315741935483864,0.002241087453317093
MC000084,2026-08-25 15:00:00,SERVICE,REPAIR,IRREGULAR,WEEKEND,ICE_125_AIR_BELT,0.3258042436687201,0.211,0.3258042436687201,0.0017396440793976727
MC000085,2025-11-28 00:00:00,CANCELLED,REPAIR,SLIGHTLY_LATE,COURIER,ICE_50_AIR_BELT,0.13274501229497807,0.22544444444444403,0.22544444444444403,0.0016780271047227926
MC000085,2026-05-22 11:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COURIER,ICE_50_AIR_BELT,0.6118689000430958,1.0688709677419357,1.0688709677419357,0.042136187785256116
MC000086,2026-05-02 13:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COMMUTER,ICE_50_AIR_CHAIN,0.7653917915177326,5.303112903225806,5.303112903225806,0.08427777871551856
MC000086,2026-07-25 11:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COMMUTER,ICE_50_AIR_CHAIN,0.22849646360939993,1.4674784946236565,1.4674784946236565,0.057390236651543386
MC000087,2024-01-13 08:00:00,SERVICE,REPAIR,REGULAR,COURIER,ICE_125_LIQUID_BELT,0.15148455522599943,0.022037634408602267,0.15148455522599943,0.0020118631074606433
MC000087,2025-06-07 12:00:00,SERVICE,PERIODIC,REGULAR,COURIER,ICE_125_LIQUID_BELT,1.3981291352954597,0.22949014336917573,1.3981291352954597,0.08586510110961397
MC000087,2026-04-18 00:00:00,NO_SHOW,PERIODIC,REGULAR,COURIER,ICE_125_LIQUID_BELT,0.8610540725530459,0.17543055555555534,0.8610540725530459,0.030638875564438634
MC000087,2026-05-30 11:00:00,SERVICE,PERIODIC,REGULAR,COURIER,ICE_125_LIQUID_BELT,0.9760438056125941,0.2064534050179209,0.9760438056125941,0.04627544867001325
MC000087,2026-06-13 15:00:00,SERVICE,PERIODIC,REGULAR,COURIER,ICE_125_LIQUID_BELT,0.03707506274241387,0.009449372759856488,0.03707506274241387,0.0021472510886064956
MC000090,2024-06-09 10:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COURIER,ICE_50_AIR_BELT,0.44026076127462166,0.9383333333333334,0.9383333333333334,0.038859108050024474
MC000090,2024-11-17 00:00:00,NO_SHOW,PERIODIC,SLIGHTLY_LATE,COURIER,ICE_50_AIR_BELT,0.4396532055669633,1.259183333333333,1.259183333333333,0.049060212416150994
MC000090,2024-11-24 15:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COURIER,ICE_50_AIR_BELT,0.458818161076888,1.3059277777777776,1.3059277777777776,0.05124915276855353
MC000090,2025-06-15 14:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COURIER,ICE_50_AIR_BELT,0.554072553045859,1.2598444444444443,1.2598444444444443,0.07407689061820946
MC000090,2025-12-28 09:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COURIER,ICE_50_AIR_BELT,0.5350216746520647,1.5945933691756278,1.5945933691756278,0.06455673905076999
MC000092,2025-12-19 10:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COMMUTER,ICE_50_AIR_BELT,0.1915395340583568,1.056537634408601,1.056537634408601,0.05650700477484857
MC000092,2026-02-13 16:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COMMUTER,ICE_50_AIR_BELT,0.15217887291809265,0.8098195084485439,0.8098195084485439,0.031379063872095866
MC000092,2026-05-29 14:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COMMUTER,ICE_50_AIR_BELT,0.28564909879078254,1.5365514592933904,1.5365514592933904,0.14158633264787132
MC000093,2026-01-13 00:00:00,CANCELLED,PERIODIC,SLIGHTLY_LATE,TOURING,ICE_125_SCOOTER_BELT,0.4022195921109336,1.2107032258064516,1.2107032258064516,0.08037834816949187
MC000093,2026-02-03 13:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,TOURING,ICE_125_SCOOTER_BELT,0.45971445864070776,1.351578571428571,1.351578571428571,0.10297393442705474
MC000093,2026-06-09 14:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,TOURING,ICE_125_SCOOTER_BELT,0.3434861966689482,0.9753014285714279,0.9753014285714279,0.06635492240804772
MC000094,2025-11-26 16:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,TRACK,ICE_125_AIR_BELT,0.8606897546074479,1.72026,1.72026,0.10084425845978479
MC000096,2026-01-30 16:00:00,SERVICE,PERIODIC,IRREGULAR,OFFROAD,ICE_200_OIL_CHAIN,1.4373716632443532,0.34743548387096745,1.4373716632443532,0.017467787246284765
MC000096,2026-08-21 16:00:00,SERVICE,TIRE,IRREGULAR,OFFROAD,ICE_200_OIL_CHAIN,0.5539584759297286,0.11016451612903257,0.5539584759297286,0.00040134259034047654
MC000097,2025-01-04 12:00:00,SERVICE,PERIODIC,IRREGULAR,COMMUTER,ICE_125_AIR_BELT,0.8807444165589271,1.3378741935483864,1.3378741935483864,0.0352565160665593
MC000097,2026-01-10 09:00:00,SERVICE,TIRE,IRREGULAR,COMMUTER,ICE_125_AIR_BELT,1.0143737166324436,1.334374193548388,1.334374193548388,0.006192979188643526
MC000098,2024-09-12 11:00:00,SERVICE,TIRE,IRREGULAR,SEASONAL,ICE_50_AIR_CHAIN,0.1698441579841306,1.3695611111111115,1.3695611111111115,0.007454255349123953
MC000098,2025-05-15 08:00:00,SERVICE,PERIODIC,IRREGULAR,SEASONAL,ICE_50_AIR_CHAIN,0.6695185945699292,3.7717023297491057,3.7717023297491057,0.0704108118830875
MC000098,2025-08-07 11:00:00,SERVICE,BREAKDOWN,IRREGULAR,SEASONAL,ICE_50_AIR_CHAIN,0.2290668491900525,1.635,1.635,0.004559716951781314
MC000098,2025-12-18 00:00:00,NO_SHOW,PERIODIC,IRREGULAR,SEASONAL,ICE_50_AIR_CHAIN,0.3628793064111339,2.4369462365591366,2.4369462365591366,0.04667363869459906
MC000098,2026-02-26 16:00:00,SERVICE,PERIODIC,IRREGULAR,SEASONAL,ICE_50_AIR_CHAIN,0.5545288615103809,3.2232841781874013,3.2232841781874013,0.05795866464887266
MC000098,2026-04-23 00:00:00,NO_SHOW,PERIODIC,IRREGULAR,SEASONAL,ICE_50_AIR_CHAIN,0.1514944102213096,0.9521190476190483,0.9521190476190483,0.023946532515921576
MC000098,2026-08-06 00:00:00,NO_SHOW,PERIODIC,IRREGULAR,SEASONAL,ICE_50_AIR_CHAIN,0.4389687428701803,3.2194523809523816,3.2194523809523816,0.05795820084786509
MC000100,2024-11-22 16:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,SEASONAL,ICE_SMALL_SCOOTER_BELT,1.034458006946029,1.5153833333333329,1.5153833333333329,0.05008155803681426
MC000100,2025-09-05 15:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,SEASONAL,ICE_SMALL_SCOOTER_BELT,0.7839379420488249,1.3092666666666672,1.3092666666666672,0.04917054254667709
MC000100,2026-06-26 10:00:00,SERVICE,TIRE,SLIGHTLY_LATE,SEASONAL,ICE_SMALL_SCOOTER_BELT,0.8032169746748802,1.52225,1.52225,0.014850868063723264
MC000103,2026-02-25 00:00:00,CANCELLED,REPAIR,SLIGHTLY_LATE,WEEKEND,ICE_125_LIQUID_BELT,0.09510133850482927,0.06972916666666666,0.09510133850482927,0.0011899145106091717
MC000105,2025-07-15 15:00:00,SERVICE,TIRE,SLIGHTLY_LATE,COMMUTER,ICE_50_AIR_BELT,0.6689402869673232,2.3560107526881717,2.3560107526881717,0.032286944745107606
MC000105,2026-04-07 11:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COMMUTER,ICE_50_AIR_BELT,0.7265571526351814,2.131283691756272,2.131283691756272,0.08854845294372386
MC000105,2026-06-23 08:00:00,SERVICE,REPAIR,SLIGHTLY_LATE,COMMUTER,ICE_50_AIR_BELT,0.20955966233173626,0.5327055555555562,0.5327055555555562,0.0026171368240930867
MC000106,2024-06-06 00:00:00,CANCELLED,PERIODIC,SLIGHTLY_LATE,COURIER,ICE_50_AIR_CHAIN,0.5161442568509645,2.2133333333333334,2.2133333333333334,0.09371137271915371
MC000106,2024-06-27 16:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COURIER,ICE_50_AIR_CHAIN,0.5736391233807386,2.465333333333333,2.465333333333333,0.09535744245092596
MC000106,2024-10-03 12:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COURIER,ICE_50_AIR_CHAIN,0.26648414328085784,1.025,1.025,0.028442778162548192
MC000106,2025-01-16 13:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COURIER,ICE_50_AIR_CHAIN,0.2861054072553046,1.0923333333333334,1.0923333333333334,0.036330038601616994
MC000106,2025-05-15 11:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COURIER,ICE_50_AIR_CHAIN,0.3243212411590235,1.2138387096774192,1.2138387096774192,0.059621625459677294
MC000106,2025-05-29 11:00:00,SERVICE,REPAIR,SLIGHTLY_LATE,COURIER,ICE_50_AIR_CHAIN,0.03707506274241387,0.19359139784946214,0.19359139784946214,0.0019250629021218344
MC000106,2026-01-29 14:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COURIER,ICE_50_AIR_CHAIN,0.6695185945699292,2.8144623655913987,2.8144623655913987,0.07238336856530782
MC000106,2026-07-16 11:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COURIER,ICE_50_AIR_CHAIN,0.45836185261236595,2.341940860215053,2.341940860215053,0.0884700763665977
MC000107,2026-05-04 12:00:00,SERVICE,PERIODIC,REGULAR,COURIER,ICE_125_AIR_BELT,0.726851851851852,1.1300870967741932,1.1300870967741932,0.09941139517564408
MC000110,2026-03-28 09:00:00,SERVICE,TIRE,SLIGHTLY_LATE,TOURING,ICE_50_AIR_BELT,0.6498258422693741,1.9469892473118282,1.9469892473118282,0.030528840771677192
MC000110,2026-08-22 13:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,TOURING,ICE_50_AIR_BELT,0.40143737166324434,1.1353440860215052,1.1353440860215052,0.025119716185979673
MC000111,2025-03-01 12:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COMMUTER,ICE_125_AIR_CHAIN,0.7072002940654549,0.0860935483870966,0.7072002940654549,0.013624176689527562
MC000111,2025-06-28 10:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COMMUTER,ICE_125_AIR_CHAIN,0.324435318275154,0.042356451612903405,0.324435318275154,0.0030539197777185363
MC000113,2025-05-22 12:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COMMUTER,ICE_50_AIR_CHAIN,0.362995158060182,2.612596774193548,2.612596774193548,0.09112112528405113
MC000113,2025-09-25 09:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COMMUTER,ICE_50_AIR_CHAIN,0.34360027378507874,2.496403225806452,2.496403225806452,0.06677113114185294
MC000113,2026-02-12 12:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COMMUTER,ICE_50_AIR_CHAIN,0.38227241615331964,1.8739345238095217,1.8739345238095217,0.06866336429080812
MC000113,2026-04-30 09:00:00,SERVICE,BREAKDOWN,SLIGHTLY_LATE,COMMUTER,ICE_50_AIR_CHAIN,0.20944558521560575,1.1316376984126981,1.1316376984126981,0.0034040848449832756
MC000113,2026-07-16 00:00:00,CANCELLED,PERIODIC,SLIGHTLY_LATE,COMMUTER,ICE_50_AIR_CHAIN,0.20978781656399725,1.31142777777778,1.31142777777778,0.055674512945108376
MC000114,2024-04-27 12:00:00,SERVICE,BREAKDOWN,SLIGHTLY_LATE,COURIER,ICE_125_AIR_BELT,0.5723143711815855,0.9428366666666669,0.9428366666666669,0.0020008727625405297
