column_name,dtype,semantic_role,candidate_feature,target_related,future_information,identifier,constant,near_constant,null_rate,cardinality,recommended_action,reason
powertrain_type,object,CATEGORICAL_FEATURE,True,False,False,False,False,True,0.0,2,KEEP_ONE_HOT,Tahmin anında bilinen kategorik feature
engine_displacement_cc,float64,NUMERIC_FEATURE,True,False,False,False,False,False,0.07676188641071342,18,KEEP,Tahmin anında bilinen sayısal feature
cylinder_count,int64,NUMERIC_FEATURE,True,False,False,False,False,True,0.0,3,KEEP,Tahmin anında bilinen sayısal feature
cooling_type,object,CATEGORICAL_FEATURE,True,False,False,False,False,False,0.0,4,KEEP_ONE_HOT,Tahmin anında bilinen kategorik feature
final_drive_type,object,CATEGORICAL_FEATURE,True,False,False,False,False,False,0.0,4,KEEP_ONE_HOT,Tahmin anında bilinen kategorik feature
transmission_type,object,CATEGORICAL_FEATURE,True,False,False,False,False,False,0.0,7,KEEP_ONE_HOT,Tahmin anında bilinen kategorik feature
engine_oil_service_qty_l,float64,NUMERIC_FEATURE,True,False,False,False,False,False,0.8730189315477624,4,KEEP,Tahmin anında bilinen sayısal feature
spark_plug_count,float64,NUMERIC_FEATURE,True,False,False,False,False,False,0.015968977311045813,3,KEEP,Tahmin anında bilinen sayısal feature
fuel_type,object,DROP_CANDIDATE,False,False,False,False,False,True,0.0,2,DROP_REDUNDANT,Başka tutulan kolonla bire-bir aynı varlık bilgisini taşıyor
policy_group,object,CATEGORICAL_FEATURE,True,False,False,False,False,False,0.0,20,KEEP_ONE_HOT,Tahmin anında bilinen kategorik feature
policy_ready,bool,BOOLEAN_FEATURE,True,False,False,False,False,False,0.0,2,KEEP,Tahmin anında bilinen 0/1 durum
spec_confidence,object,CATEGORICAL_FEATURE,True,False,False,False,False,False,0.0,3,KEEP_ONE_HOT,Tahmin anında bilinen kategorik feature
production_year,int64,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,12,KEEP,Tahmin anında bilinen sayısal feature
motorcycle_age_years,float64,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,3716,KEEP,Tahmin anında bilinen sayısal feature
ownership_months,float64,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,3058,KEEP,Tahmin anında bilinen sayısal feature
initial_mileage_km,int64,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,5000,KEEP,Tahmin anında bilinen sayısal feature
is_left_truncated,int32,BOOLEAN_FEATURE,True,False,False,False,False,True,0.0,2,KEEP,Tahmin anında bilinen 0/1 durum
days_observed,int32,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,1968,KEEP,Tahmin anında bilinen sayısal feature
customer_type,object,CATEGORICAL_FEATURE,True,False,False,False,False,False,0.0,3,KEEP_ONE_HOT,Tahmin anında bilinen kategorik feature
is_fleet_customer,int32,BOOLEAN_FEATURE,True,False,False,False,False,False,0.0,2,KEEP,Tahmin anında bilinen 0/1 durum
acquisition_channel,object,CATEGORICAL_FEATURE,True,False,False,False,False,False,0.0,7,KEEP_ONE_HOT,Tahmin anında bilinen kategorik feature
usage_type,object,CATEGORICAL_FEATURE,True,False,False,False,False,False,0.0,7,KEEP_ONE_HOT,Tahmin anında bilinen kategorik feature
annual_km_baseline,int64,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,6849,KEEP,Tahmin anında bilinen sayısal feature
city_ratio,float64,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,2332,KEEP,Tahmin anında bilinen sayısal feature
highway_ratio,float64,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,2269,KEEP,Tahmin anında bilinen sayısal feature
offroad_ratio,float64,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,189,KEEP,Tahmin anında bilinen sayısal feature
track_ratio,float64,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,325,KEEP,Tahmin anında bilinen sayısal feature
avg_ride_days_per_week,float64,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,652,KEEP,Tahmin anında bilinen sayısal feature
daily_active_probability,float64,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,907,KEEP,Tahmin anında bilinen sayısal feature
avg_km_per_active_day,float64,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,1685,KEEP,Tahmin anında bilinen sayısal feature
riding_intensity,object,CATEGORICAL_FEATURE,True,False,False,False,False,False,0.0,3,KEEP_ONE_HOT,Tahmin anında bilinen kategorik feature
seasonality_strength,float64,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,554,KEEP,Tahmin anında bilinen sayısal feature
winter_usage_factor,float64,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,741,KEEP,Tahmin anında bilinen sayısal feature
weather_sensitivity,float64,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,686,KEEP,Tahmin anında bilinen sayısal feature
storage_condition,object,CATEGORICAL_FEATURE,True,False,False,False,False,False,0.0,4,KEEP_ONE_HOT,Tahmin anında bilinen kategorik feature
load_severity_factor,float64,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,392,KEEP,Tahmin anında bilinen sayısal feature
climate_zone,object,CATEGORICAL_FEATURE,True,False,False,False,False,False,0.0,7,KEEP_ONE_HOT,Tahmin anında bilinen kategorik feature
workshop_city,object,DROP_CANDIDATE,False,False,False,False,False,False,0.0,10,DROP_REDUNDANT,Başka tutulan kolonla bire-bir aynı varlık bilgisini taşıyor
workshop_region,object,CATEGORICAL_FEATURE,True,False,False,False,False,False,0.0,6,KEEP_ONE_HOT,Tahmin anında bilinen kategorik feature
workshop_climate_zone,object,DROP_CANDIDATE,False,False,False,False,False,False,0.0,7,DROP_REDUNDANT,Başka tutulan kolonla bire-bir aynı varlık bilgisini taşıyor
price_level,object,CATEGORICAL_FEATURE,True,False,False,False,False,False,0.0,4,KEEP_ONE_HOT,Tahmin anında bilinen kategorik feature
service_bay_count,int32,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,6,KEEP,Tahmin anında bilinen sayısal feature
technician_count,int32,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,7,KEEP,Tahmin anında bilinen sayısal feature
daily_service_capacity,int32,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,8,KEEP,Tahmin anında bilinen sayısal feature
appointment_rate,float64,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,10,KEEP,Tahmin anında bilinen sayısal feature
avg_parts_lead_days,float64,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,9,KEEP,Tahmin anında bilinen sayısal feature
same_day_parts_rate,float64,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,10,KEEP,Tahmin anında bilinen sayısal feature
labor_rate_index,float64,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,9,KEEP,Tahmin anında bilinen sayısal feature
customer_volume_index,float64,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,10,KEEP,Tahmin anında bilinen sayısal feature
courier_customer_share,float64,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,9,KEEP,Tahmin anında bilinen sayısal feature
snapshot_odometer_km,int64,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,35816,KEEP,Tahmin anında bilinen sayısal feature
current_mileage_source,object,CATEGORICAL_FEATURE,True,False,False,False,False,False,0.0,3,KEEP_ONE_HOT,Tahmin anında bilinen kategorik feature
current_mileage_quality_flag,object,CATEGORICAL_FEATURE,True,False,False,False,False,False,0.0,2,KEEP_ONE_HOT,Tahmin anında bilinen kategorik feature
current_mileage_estimated,int32,BOOLEAN_FEATURE,True,False,False,False,False,False,0.0,2,KEEP,Tahmin anında bilinen 0/1 durum
current_service_type_code,object,CATEGORICAL_FEATURE,True,False,False,False,False,False,0.0,4,KEEP_ONE_HOT,Tahmin anında bilinen kategorik feature
current_arrival_mode,object,CATEGORICAL_FEATURE,True,False,False,False,False,False,0.0,2,KEEP_ONE_HOT,Tahmin anında bilinen kategorik feature
current_primary_trigger_task,object,CATEGORICAL_FEATURE,True,False,False,False,False,False,0.0,3,KEEP_ONE_HOT,Tahmin anında bilinen kategorik feature
current_service_delay_days,int32,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,51,KEEP,Tahmin anında bilinen sayısal feature
current_is_breakdown,int32,BOOLEAN_FEATURE,True,False,False,False,False,True,0.0,2,KEEP,Tahmin anında bilinen 0/1 durum
current_is_warranty,int32,BOOLEAN_FEATURE,True,False,False,False,False,True,0.0,2,KEEP,Tahmin anında bilinen 0/1 durum
current_service_timestamp_repaired,int32,BOOLEAN_FEATURE,True,False,False,False,False,False,0.0,2,KEEP,Tahmin anında bilinen 0/1 durum
current_labor_total,float64,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,488,KEEP,Tahmin anında bilinen sayısal feature
current_parts_total,float64,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,2734,KEEP,Tahmin anında bilinen sayısal feature
current_grand_total,float64,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,13964,KEEP,Tahmin anında bilinen sayısal feature
current_task_count,int32,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,7,KEEP,Tahmin anında bilinen sayısal feature
current_completed_task_count,int32,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,8,KEEP,Tahmin anında bilinen sayısal feature
current_declined_task_count,int32,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,3,KEEP,Tahmin anında bilinen sayısal feature
current_policy_due_task_count,int32,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,9,KEEP,Tahmin anında bilinen sayısal feature
current_fault_task_count,int32,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,7,KEEP,Tahmin anında bilinen sayısal feature
current_inspection_finding_task_count,int32,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,4,KEEP,Tahmin anında bilinen sayısal feature
current_replace_task_count,int32,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,6,KEEP,Tahmin anında bilinen sayısal feature
current_parts_line_count,int32,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,8,KEEP,Tahmin anında bilinen sayısal feature
current_supplier_parts_line_count,int32,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,6,KEEP,Tahmin anında bilinen sayısal feature
days_since_previous_service,float64,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,30564,KEEP,Tahmin anında bilinen sayısal feature
km_since_previous_service,float64,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,12777,KEEP,Tahmin anında bilinen sayısal feature
avg_km_per_day_since_previous_service,float64,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,33049,KEEP,Tahmin anında bilinen sayısal feature
avg_service_interval_days,float64,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,32875,KEEP,Tahmin anında bilinen sayısal feature
avg_service_interval_km,float64,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,26572,KEEP,Tahmin anında bilinen sayısal feature
rolling3_interval_days,float64,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,32527,KEEP,Tahmin anında bilinen sayısal feature
rolling3_interval_km,float64,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,21036,KEEP,Tahmin anında bilinen sayısal feature
service_odometer_regression_count_to_date,int32,BOOLEAN_FEATURE,True,False,False,False,False,True,0.0,2,KEEP,Tahmin anında bilinen 0/1 durum
periodic_service_count,int32,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,55,KEEP,Tahmin anında bilinen sayısal feature
repair_service_count,int32,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,9,KEEP,Tahmin anında bilinen sayısal feature
breakdown_service_count,int32,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,4,KEEP,Tahmin anında bilinen sayısal feature
warranty_service_count,int32,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,3,KEEP,Tahmin anında bilinen sayısal feature
appointment_service_count,int32,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,48,KEEP,Tahmin anında bilinen sayısal feature
walkin_service_count,int32,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,29,KEEP,Tahmin anında bilinen sayısal feature
services_last_90d,int32,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,6,KEEP,Tahmin anında bilinen sayısal feature
services_last_365d,int32,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,18,KEEP,Tahmin anında bilinen sayısal feature
cumulative_service_spend,float64,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,34841,KEEP,Tahmin anında bilinen sayısal feature
avg_service_spend,float64,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,35061,KEEP,Tahmin anında bilinen sayısal feature
total_task_count,int32,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,270,KEEP,Tahmin anında bilinen sayısal feature
total_completed_task_count,int32,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,275,KEEP,Tahmin anında bilinen sayısal feature
total_declined_task_count,int32,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,6,KEEP,Tahmin anında bilinen sayısal feature
total_policy_due_task_count,int32,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,251,KEEP,Tahmin anında bilinen sayısal feature
total_fault_task_count,int32,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,16,KEEP,Tahmin anında bilinen sayısal feature
total_inspection_finding_task_count,int32,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,10,KEEP,Tahmin anında bilinen sayısal feature
total_replace_task_count,int32,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,88,KEEP,Tahmin anında bilinen sayısal feature
days_since_engine_task,float64,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,1486,KEEP,Tahmin anında bilinen sayısal feature
km_since_engine_task,float64,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,1396,KEEP,Tahmin anında bilinen sayısal feature
days_since_brakes_task,float64,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,13279,KEEP,Tahmin anında bilinen sayısal feature
km_since_brakes_task,float64,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,9901,KEEP,Tahmin anında bilinen sayısal feature
days_since_final_drive_task,float64,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,1961,KEEP,Tahmin anında bilinen sayısal feature
km_since_final_drive_task,float64,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,1802,KEEP,Tahmin anında bilinen sayısal feature
days_since_tires_wheels_task,float64,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,14071,KEEP,Tahmin anında bilinen sayısal feature
km_since_tires_wheels_task,float64,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,11890,KEEP,Tahmin anında bilinen sayısal feature
days_since_electrical_task,float64,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,14456,KEEP,Tahmin anında bilinen sayısal feature
km_since_electrical_task,float64,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,11008,KEEP,Tahmin anında bilinen sayısal feature
days_since_transmission_task,float64,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,10532,KEEP,Tahmin anında bilinen sayısal feature
km_since_transmission_task,float64,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,8649,KEEP,Tahmin anında bilinen sayısal feature
days_since_cooling_task,float64,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,3049,KEEP,Tahmin anında bilinen sayısal feature
km_since_cooling_task,float64,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,2819,KEEP,Tahmin anında bilinen sayısal feature
days_since_intake_task,float64,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,11949,KEEP,Tahmin anında bilinen sayısal feature
km_since_intake_task,float64,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,8943,KEEP,Tahmin anında bilinen sayısal feature
feature_version,object,METADATA,False,False,False,False,True,True,0.0,1,DROP_CONSTANT,TRAIN içinde tek değer; modele ayırıcı bilgi sağlamaz
data_origin,object,METADATA,False,False,False,False,True,True,0.0,1,DROP_CONSTANT,TRAIN içinde tek değer; modele ayırıcı bilgi sağlamaz
generator_version,object,METADATA,False,False,False,False,True,True,0.0,1,DROP_CONSTANT,TRAIN içinde tek değer; modele ayırıcı bilgi sağlamaz
random_seed,int32,METADATA,False,False,False,False,True,True,0.0,1,DROP_CONSTANT,TRAIN içinde tek değer; modele ayırıcı bilgi sağlamaz
scenario_id,object,METADATA,False,False,False,False,True,True,0.0,1,DROP_CONSTANT,TRAIN içinde tek değer; modele ayırıcı bilgi sağlamaz
maintenance_overdue_days_pre_service,float64,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,51,KEEP,Tahmin anında bilinen sayısal feature
maintenance_overdue_km_pre_service,float64,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,17470,KEEP,Tahmin anında bilinen sayısal feature
previous_failure_count,int64,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,11,KEEP,Tahmin anında bilinen sayısal feature
failure_hazard_score,float64,NUMERIC_FEATURE,True,False,False,False,False,False,0.0,40315,KEEP,Tahmin anında bilinen sayısal feature
chronic_risk_tier,object,CATEGORICAL_FEATURE,True,False,False,False,False,False,0.0,3,KEEP_ONE_HOT,Tahmin anında bilinen kategorik feature
