number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_learning_rate,params_max_depth,params_min_child_samples,params_min_split_gain,params_n_estimators,params_num_leaves,params_objective,params_reg_alpha,params_reg_lambda,params_subsample,user_attrs_fold_maes,user_attrs_mae_std,state
10,684.7924354505273,2026-08-29 14:36:09.120777,2026-08-29 14:37:04.129246,0 days 00:00:55.008469,0.662624792483518,0.010260022325256595,15,46,0.27686618399217133,1133,239,regression,5.142707188693058,0.006214620733434314,0.7070730754849486,"[730.931, 668.576, 654.871]",33.10089007302182,COMPLETE
11,681.5796100167721,2026-08-29 14:37:04.129287,2026-08-29 14:37:37.184655,0 days 00:00:33.055368,0.6760470518616134,0.011310097324472725,-1,67,0.9986590073208517,654,145,regression_l1,7.876858955363558e-08,1.585641145854649e-06,0.8259524664510206,"[734.058, 664.372, 646.309]",37.833588462377065,COMPLETE
12,683.5766181549383,2026-08-29 14:37:37.184693,2026-08-29 14:37:56.135421,0 days 00:00:18.950728,0.6592388574781006,0.010562322404412915,10,59,0.27975864324561656,577,166,regression,0.00011235984744048038,1.873252297187849e-06,0.7356831447467646,"[730.448, 664.632, 655.65]",33.34505160573146,COMPLETE
13,681.7920838792614,2026-08-29 14:37:56.135459,2026-08-29 14:38:28.335494,0 days 00:00:32.200035,0.5520694498664571,0.01720467529929385,-1,38,0.9901444072876561,608,125,regression_l1,2.1190401870864463e-08,3.037952523896894e-06,0.8500927868741156,"[732.693, 663.814, 648.869]",36.50610173258432,COMPLETE
14,708.3191341717227,2026-08-29 14:38:28.335553,2026-08-29 14:38:43.948841,0 days 00:00:15.613288,0.7137791889239323,0.03350511568128692,9,62,0.31987257359688775,1187,160,regression,8.34576043729776e-07,2.689550834354652e-07,0.7147727403134948,,,PRUNED
15,701.4381887178304,2026-08-29 14:38:43.948868,2026-08-29 14:38:55.439401,0 days 00:00:11.490533,0.5989439802533978,0.015251002490355133,14,41,0.4304520829036108,433,94,regression_l1,0.0024932601733006054,2.2721468527689886e-05,0.7844409311349587,,,PRUNED
16,751.4555166999763,2026-08-29 14:38:55.439432,2026-08-29 14:38:57.260851,0 days 00:00:01.821419,0.9826162589395973,0.030460940459000857,2,79,0.6041585495011993,739,210,regression_l1,0.1497935735062069,0.003670628966197154,0.8747637986895511,,,PRUNED
17,718.5862336830888,2026-08-29 14:38:57.260873,2026-08-29 14:38:58.248066,0 days 00:00:00.987193,0.7403612478950663,0.13160371845227453,2,60,0.9388156635512921,392,179,regression,0.00015955054611730622,4.12927283379606e-07,0.7519928177369422,,,PRUNED
18,709.6230421607238,2026-08-29 14:38:58.248106,2026-08-29 14:39:03.627927,0 days 00:00:05.379821,0.5942511403667129,0.013008951786291524,7,35,0.1464173656643626,877,15,regression_l1,1.7739013117825883e-07,2.8428067739668028e-05,0.6060084846502748,,,PRUNED
19,699.7957544660208,2026-08-29 14:39:03.627952,2026-08-29 14:39:19.510626,0 days 00:00:15.882674,0.7012397399043079,0.02319084885790807,13,49,0.3535807809038035,662,106,regression,8.135287392133975,0.002732044889740839,0.8183974263166319,,,PRUNED
20,700.8642555654635,2026-08-29 14:39:19.510670,2026-08-29 14:40:03.545654,0 days 00:00:44.034984,0.5987026565863878,0.0429525056926309,-1,14,0.19170597254137003,1046,148,regression_l1,0.001137431851698305,2.387514960814252e-08,0.688622484790842,,,PRUNED
21,836.56411529289,2026-08-29 14:40:03.545677,2026-08-29 14:40:04.977149,0 days 00:00:01.431472,0.7975071280765872,0.019759538361234893,1,71,0.8787080206431174,770,69,regression_l1,2.345464686239811e-08,0.061574343583446565,0.8460315360789367,,,PRUNED
22,699.2153264999764,2026-08-29 14:40:04.977171,2026-08-29 14:40:18.638352,0 days 00:00:13.661181,0.6982010511900698,0.013019223176811845,-1,66,0.9026845972488347,909,49,regression_l1,1.0604667504345654e-07,0.0006645945312847834,0.919794294366862,,,PRUNED
23,777.7124675977535,2026-08-29 14:40:18.638378,2026-08-29 14:40:21.040801,0 days 00:00:02.402423,0.8371658192939483,0.010008918931848836,2,70,0.6649890210524927,1081,74,regression_l1,4.493891763095466e-06,6.967744984693971e-07,0.8276965299157366,,,PRUNED
24,712.2551257060495,2026-08-29 14:40:21.040822,2026-08-29 14:40:25.223717,0 days 00:00:04.182895,0.7372063887726903,0.015010079212781365,5,55,0.9709123589973903,685,111,regression_l1,1.789446639114256e-08,1.85397154432458e-05,0.7797473242995243,,,PRUNED
25,821.1443990783991,2026-08-29 14:40:25.223738,2026-08-29 14:40:26.475073,0 days 00:00:01.251335,0.9870419801318642,0.024604775247459,1,70,0.023272701933385043,816,36,regression,2.1465020108421074e-06,7.388575884134163,0.8722281631792352,,,PRUNED
26,700.285945695229,2026-08-29 14:40:26.475096,2026-08-29 14:40:36.463756,0 days 00:00:09.988660,0.6348214258474993,0.017270433734748687,0,31,0.5927339062980396,566,56,regression_l1,2.377244349541167e-05,0.04098196947094513,0.7494930217046434,,,PRUNED
27,758.7077590876737,2026-08-29 14:40:36.463775,2026-08-29 14:40:38.207310,0 days 00:00:01.743535,0.7792858878182116,0.013024273157800295,3,76,0.8531056721068403,492,92,regression_l1,0.03366374673676308,0.0004949859782870067,0.9159058208690638,,,PRUNED
28,1377.1465405001845,2026-08-29 14:40:38.207343,2026-08-29 14:40:49.561809,0 days 00:00:11.354466,0.5472987942580846,0.08020414858748252,-1,53,0.43265516644301466,346,190,huber,1.084370383390853e-07,7.798641263767983e-05,0.7976914240748446,,,PRUNED
29,817.4567276402215,2026-08-29 14:40:49.561829,2026-08-29 14:40:50.342367,0 days 00:00:00.780538,0.8689352734265006,0.04195801009241162,1,45,0.7540339698636862,503,122,regression,4.534571787166406e-08,8.808721196219345e-08,0.6653487142246797,,,PRUNED
30,707.4595819382205,2026-08-29 14:40:50.342389,2026-08-29 14:40:53.637200,0 days 00:00:03.294811,0.6342099369175275,0.026203119205249772,3,65,0.8340231538956228,1192,17,regression,2.9113246397546247e-05,1.234574926194412,0.8446236749714711,,,PRUNED
31,680.496310059559,2026-08-29 14:40:53.637221,2026-08-29 14:41:29.646602,0 days 00:00:36.009381,0.5548706033500675,0.017717358079203615,-1,39,0.9933931980725498,632,129,regression_l1,2.0577137194298995e-08,3.1951481883317883e-06,0.8604652543962061,"[733.441, 662.022, 646.026]",38.00277204932229,COMPLETE
32,680.0941021193028,2026-08-29 14:41:29.646732,2026-08-29 14:42:05.859310,0 days 00:00:36.212578,0.5020346162094567,0.017971359636599762,0,23,0.9976443792760122,631,134,regression_l1,1.3343274357231997e-08,5.663910807115127e-06,0.8858325114800302,"[730.88, 662.167, 647.235]",36.42499397121473,COMPLETE
33,681.1584411463126,2026-08-29 14:42:05.859349,2026-08-29 14:42:45.347165,0 days 00:00:39.487816,0.5001281933563895,0.019012117927856752,0,24,0.9248799539947696,626,151,regression_l1,2.458535813370378e-07,6.66961310533025e-06,0.8940321613509952,"[731.979, 661.74, 649.756]",36.26703420100484,COMPLETE
34,839.1673979605152,2026-08-29 14:42:45.347203,2026-08-29 14:42:46.706512,0 days 00:00:01.359309,0.5045111489994644,0.019363235199547996,1,23,0.9017346985269727,745,129,regression_l1,1.021360654754151e-08,8.19316145920148e-06,0.9606910255877227,,,PRUNED
35,681.3590807887326,2026-08-29 14:42:46.706541,2026-08-29 14:43:29.878552,0 days 00:00:43.172011,0.5449050047747552,0.015874657652773908,0,24,0.7309707623859382,600,170,regression_l1,6.017150867442922e-07,9.555241877737237e-05,0.9524173370170528,"[731.254, 662.631, 650.192]",35.64485270576984,COMPLETE
36,1384.0983454620641,2026-08-29 14:43:29.878607,2026-08-29 14:43:31.658400,0 days 00:00:01.779793,0.5646222010257497,0.028123384540143084,3,34,0.9471095129196023,532,215,huber,3.258875643981064e-07,1.2689590340693985e-07,0.8844969754670917,,,PRUNED
37,700.0556907869744,2026-08-29 14:43:31.658421,2026-08-29 14:43:47.476669,0 days 00:00:15.818248,0.5204595773152929,0.03615921487112368,12,15,0.9212483066711644,446,137,regression_l1,7.842459961036133e-06,7.756950933450942e-06,0.9977207706805669,,,PRUNED
38,1366.317982572297,2026-08-29 14:43:47.476689,2026-08-29 14:43:53.026333,0 days 00:00:05.549644,0.57379980277824,0.07721266466656673,5,10,0.6919198144499181,711,157,huber,2.468646215257444e-06,5.976808860151357e-05,0.9030383684772594,,,PRUNED
39,680.245403142621,2026-08-29 14:43:53.026354,2026-08-29 14:44:29.593235,0 days 00:00:36.566881,0.5007028064460751,0.020368143245193145,0,28,0.8102877684426316,818,104,regression_l1,0.023530991129335852,8.277985084324357e-07,0.9443253096871737,"[731.24, 661.593, 647.904]",36.48912461842159,COMPLETE
40,1384.8875749259878,2026-08-29 14:44:29.593273,2026-08-29 14:44:30.991000,0 days 00:00:01.397727,0.5351138279064387,0.0217264482694472,1,28,0.7939893861644268,865,103,huber,0.041072869190179016,6.60721495081288e-07,0.9410215643401307,,,PRUNED
41,680.5362318303352,2026-08-29 14:44:30.991022,2026-08-29 14:45:20.993623,0 days 00:00:50.002601,0.5100550020147584,0.018836523543135333,0,20,0.8443991624318717,778,150,regression_l1,1.000711597436614,5.619718896520804e-06,0.866380832915842,"[732.535, 661.434, 647.64]",37.19738391375577,COMPLETE
42,698.0492599037209,2026-08-29 14:45:20.993661,2026-08-29 14:45:52.835413,0 days 00:00:31.841752,0.5825494777285947,0.012684836877262863,0,19,0.8396828635203901,950,117,regression_l1,1.6477634703050554,1.5983445321947943e-06,0.862611390642184,,,PRUNED
43,697.9668090762448,2026-08-29 14:45:52.835436,2026-08-29 14:46:12.332076,0 days 00:00:19.496640,0.5247288824514911,0.014746917802447817,-1,28,0.5724754048111402,782,84,regression_l1,0.3098548689179296,3.258905115591905e-06,0.9409016029081363,,,PRUNED
44,758.7357697586463,2026-08-29 14:46:12.332097,2026-08-29 14:46:14.293035,0 days 00:00:01.960938,0.5239142551053024,0.021709874286394076,2,19,0.8719460186112105,853,132,regression_l1,0.06778204335255113,0.00017895659388219326,0.9059424455896731,,,PRUNED
45,698.3655241645104,2026-08-29 14:46:14.293057,2026-08-29 14:46:47.630027,0 days 00:00:33.336970,0.5583816071493009,0.017757281040871896,0,32,0.7984535022243902,687,178,regression_l1,1.0322747719772891,2.427890384418482e-07,0.9816419143119974,,,PRUNED
46,710.9901218236972,2026-08-29 14:46:47.630135,2026-08-29 14:46:52.754562,0 days 00:00:05.124427,0.631961556677245,0.012042702774699335,4,37,0.9995240056778916,1119,101,regression,0.0097386269992138,3.268812164324873e-08,0.8611509034252149,,,PRUNED
47,697.824334260143,2026-08-29 14:46:52.754595,2026-08-29 14:47:11.212630,0 days 00:00:18.458035,0.6171291683917071,0.03864196589706217,-1,41,0.7176560388398499,1017,60,regression_l1,4.1865702907056175,3.024343500923378e-05,0.7996091568358297,,,PRUNED
48,825.5638708336562,2026-08-29 14:47:11.212653,2026-08-29 14:47:12.268388,0 days 00:00:01.055735,0.5006795733260336,0.02804754930885343,1,10,0.22670583751665588,646,141,regression,0.1543024882408754,1.216085715788588e-06,0.9388150294722978,,,PRUNED
49,700.1405132521029,2026-08-29 14:47:12.268413,2026-08-29 14:47:18.813332,0 days 00:00:06.544919,0.5339999461377511,0.054943646922420625,7,28,0.9638319532491312,564,117,regression_l1,0.011507085120522956,4.671296114385393e-06,0.8249073831964255,,,PRUNED
50,698.2185832184242,2026-08-29 14:47:18.813352,2026-08-29 14:47:41.342891,0 days 00:00:22.529539,0.5819928986853509,0.014575266774969132,16,39,0.6286209116854047,916,85,regression_l1,2.346525033442356,1.3515733771288915e-05,0.7276212563919818,,,PRUNED
51,681.1196808401293,2026-08-29 14:47:41.342914,2026-08-29 14:48:21.566815,0 days 00:00:40.223901,0.5029632065126336,0.019533321630178582,0,25,0.9286575878874783,618,153,regression_l1,4.571799387295205e-08,2.9300140047615363e-06,0.8970231677293027,"[731.559, 663.363, 648.437]",36.18251256525963,COMPLETE
52,697.9669302933012,2026-08-29 14:48:21.566932,2026-08-29 14:48:53.519398,0 days 00:00:31.952466,0.517914916487618,0.020549811270122665,0,21,0.8929690323889629,731,155,regression_l1,0.0006493047625869597,2.9872687911144987e-06,0.8787951167542604,,,PRUNED
53,757.3923794312459,2026-08-29 14:48:53.519426,2026-08-29 14:48:55.494079,0 days 00:00:01.974653,0.5563228963731597,0.023897342427604863,2,25,0.9577351468001554,820,168,regression_l1,4.0712365741537986e-08,9.094487459989105e-07,0.9259146973618819,,,PRUNED
54,699.2120883885282,2026-08-29 14:48:55.494101,2026-08-29 14:49:17.001795,0 days 00:00:21.507694,0.6142492174510997,0.03241920403708774,-1,31,0.814755688821593,608,134,regression_l1,0.15099545470247694,2.684079612358191e-07,0.8594104518255847,,,PRUNED
55,854.1338635861837,2026-08-29 14:49:17.001816,2026-08-29 14:49:18.297700,0 days 00:00:01.295884,0.5404654562591635,0.016674248847876404,1,13,0.9980486182569094,678,186,regression_l1,0.5013927144453151,4.097898680917696e-05,0.899529085561364,,,PRUNED
56,744.2157314872973,2026-08-29 14:49:18.297722,2026-08-29 14:49:32.078512,0 days 00:00:13.780790,0.5695364881602838,0.15116081026577521,9,18,0.39736737219536045,540,147,regression,4.4565415942725296e-08,1.1891368046818101e-05,0.7577744841831598,,,PRUNED
57,700.9227970571226,2026-08-29 14:49:32.078541,2026-08-29 14:49:43.878874,0 days 00:00:11.800333,0.5116619443437849,0.011254411669028427,-1,26,0.7774148572643722,791,44,regression_l1,0.35765913175777747,2.1925527765423643e-06,0.8375913252863393,,,PRUNED
58,817.629448436114,2026-08-29 14:49:43.878896,2026-08-29 14:49:44.741694,0 days 00:00:00.862798,0.670631208092165,0.013823279652426364,3,34,0.5335625906368575,203,113,regression_l1,1.0688757727550664e-06,4.934221890941533e-07,0.9685477298659863,,,PRUNED
59,698.9900275616867,2026-08-29 14:49:44.741716,2026-08-29 14:50:10.095785,0 days 00:00:25.354069,0.5917459674864388,0.017627123736240147,0,21,0.8657295627935507,754,126,regression,1.334171191683746e-08,0.0002727113327676255,0.9155497792642554,,,PRUNED
60,1386.082602665495,2026-08-29 14:50:10.095810,2026-08-29 14:50:11.172636,0 days 00:00:01.076826,0.5313980148528095,0.025577272862915314,2,44,0.9296460987505271,453,162,huber,0.00011927227289734745,1.729193341644429e-05,0.8809056235365139,,,PRUNED
61,680.0001634615011,2026-08-29 14:50:11.172658,2026-08-29 14:50:51.632245,0 days 00:00:40.459587,0.5017167352035038,0.01909522582401563,0,26,0.9222087412923288,648,149,regression_l1,1.8233050072123546e-07,4.5358469380063905e-06,0.8953322852899915,"[730.233, 662.387, 647.38]",36.04482375383963,COMPLETE
62,698.8573951392203,2026-08-29 14:50:51.632301,2026-08-29 14:51:16.862366,0 days 00:00:25.230065,0.5017205700752143,0.01880622854327845,-1,30,0.9695948604340228,648,142,regression_l1,6.894586754941599e-08,1.4180001586362648e-06,0.8153171242271656,,,PRUNED
63,855.58263463705,2026-08-29 14:51:16.862399,2026-08-29 14:51:18.264647,0 days 00:00:01.402248,0.5512186371312133,0.015752002229460885,1,16,0.9074291488617053,711,252,regression_l1,2.6978574719281026e-08,2.897785527293194e-06,0.8875972084065513,,,PRUNED
64,680.4827683347198,2026-08-29 14:51:18.264669,2026-08-29 14:52:03.185469,0 days 00:00:44.920800,0.5200074406229559,0.021970873006324634,0,36,0.8453466754864061,587,175,regression_l1,1.5945742165597163e-07,1.9197990032907353e-07,0.9330444266334085,"[731.021, 661.469, 648.958]",36.09934542047729,COMPLETE
65,701.4353805671522,2026-08-29 14:52:03.185585,2026-08-29 14:52:32.131819,0 days 00:00:28.946234,0.5208883655328136,0.011453407043598396,-1,48,0.7506468142582825,534,196,regression_l1,1.436264130568472e-07,4.119522758008502e-08,0.9545056581869155,,,PRUNED
66,844.934220817082,2026-08-29 14:52:32.131872,2026-08-29 14:52:33.311326,0 days 00:00:01.179454,0.6110958891892715,0.022806785838837086,1,37,0.10606970751633743,578,175,regression_l1,4.5551160850436894e-07,1.4256351967252469e-08,0.9375361183580967,,,PRUNED
67,766.9472676301066,2026-08-29 14:52:33.311350,2026-08-29 14:52:34.580157,0 days 00:00:01.268807,0.956407184848093,0.029629110550139053,2,33,0.8322964084716895,490,223,regression_l1,1.0062942425400571e-08,8.621060584530785e-08,0.7852029629704709,,,PRUNED
68,702.1767552435849,2026-08-29 14:52:34.580180,2026-08-29 14:52:51.372373,0 days 00:00:16.792193,0.5403083337724293,0.013343263286010622,0,40,0.867749696960105,371,164,regression,4.5469704908499296e-05,1.77823887217463e-07,0.9141729618009569,,,PRUNED
69,698.7776534200275,2026-08-29 14:52:51.372394,2026-08-29 14:53:04.460296,0 days 00:00:13.087902,0.5665050309355514,0.01653902952629245,0,36,0.32606531541540895,641,63,regression_l1,1.2099860195849972e-06,6.458676676926908e-06,0.8674649088290619,,,PRUNED
70,680.2089922413171,2026-08-29 14:53:04.460318,2026-08-29 14:53:36.286943,0 days 00:00:31.826625,0.514143680093509,0.02660207735707724,-1,22,0.2624914243564211,714,98,regression_l1,0.003027899760055044,4.5661568191409744e-07,0.9272682838059312,"[731.375, 661.678, 647.574]",36.635239996422754,COMPLETE
71,697.5550291770671,2026-08-29 14:53:36.287069,2026-08-29 14:53:56.812871,0 days 00:00:20.525802,0.5130511922996364,0.020990062641604034,-1,27,0.2443388811946955,696,98,regression_l1,0.007218313333385619,4.078219529859221e-07,0.9256801838184684,,,PRUNED
72,679.7163613123193,2026-08-29 14:53:56.812941,2026-08-29 14:54:31.102618,0 days 00:00:34.289677,0.5354228270104227,0.02580921408444791,-1,22,0.15380790937988856,668,107,regression_l1,0.0021998707544977998,8.059829997946823e-07,0.9769714898060495,"[730.168, 663.3, 645.681]",36.392482213337146,COMPLETE
73,679.7636509166338,2026-08-29 14:54:31.102744,2026-08-29 14:55:07.505448,0 days 00:00:36.402704,0.5302415142053916,0.027284815159806523,0,22,0.07181355845345258,727,111,regression_l1,0.0032619165274199165,5.4476347725241076e-08,0.9862198789684955,"[731.005, 662.718, 645.568]",36.90316049802829,COMPLETE
74,680.5916366286391,2026-08-29 14:55:07.505575,2026-08-29 14:55:41.414198,0 days 00:00:33.908623,0.5331102508276826,0.026272189471244163,-1,22,0.01835945848693541,718,106,regression_l1,0.001655319915010334,6.209359334656307e-08,0.9983209366653641,"[731.775, 661.652, 648.348]",36.59765199672415,COMPLETE
75,819.7843087839251,2026-08-29 14:55:41.414241,2026-08-29 14:55:42.765319,0 days 00:00:01.351078,0.5481637375779689,0.03175947178899597,1,13,0.16141658992074956,666,85,regression_l1,0.0031927169289906665,1.5917845565913564e-07,0.9839489309694264,,,PRUNED
76,698.0562368274725,2026-08-29 14:55:42.765366,2026-08-29 14:56:07.688291,0 days 00:00:24.922925,0.5791002141195243,0.045380580802596056,-1,30,0.09140050443595102,753,110,regression_l1,0.0005725763895379562,4.382543145851028e-07,0.9723039145547212,,,PRUNED
77,699.646925553993,2026-08-29 14:56:07.688336,2026-08-29 14:56:32.003788,0 days 00:00:24.315452,0.525556671017698,0.035398336004570666,0,22,0.1524358736868422,593,125,regression_l1,0.019028026479252332,1.747979200670187e-08,0.9715000390215254,,,PRUNED
78,697.1965407703949,2026-08-29 14:56:32.003882,2026-08-29 14:56:55.080990,0 days 00:00:23.077108,0.5599314581105218,0.022941966023292903,12,26,0.06734005448040775,829,92,regression_l1,0.00024273522893178285,4.9059988655276765e-08,0.9564204102357573,,,PRUNED
79,829.919569004451,2026-08-29 14:56:55.081072,2026-08-29 14:56:56.497690,0 days 00:00:01.416618,0.5423015471172894,0.027601626596814883,1,17,0.04820098788347771,631,119,regression_l1,0.003030037965577449,8.572472357523962e-07,0.9449463072560104,,,PRUNED
