number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_objective,params_reg_alpha,params_reg_lambda,params_subsample,user_attrs_fold_maes,user_attrs_mae_std,state
14,18.75962558107186,2026-08-29 14:58:25.304069,2026-08-29 14:58:27.382868,0 days 00:00:02.078799,0.6418970935306143,0.5503869459649852,0.10321570610431743,5,8.99330819999547,224,reg:squarederror,0.00023111193260782746,2.3473323769768564e-05,0.7198775778249602,,,PRUNED
15,16.670390929385828,2026-08-29 14:58:27.382902,2026-08-29 14:58:36.128056,0 days 00:00:08.745154,0.6785348655807417,2.177343251658946,0.0238083676063241,9,15.382775845557294,467,reg:squarederror,3.5579244101233296e-07,1.4889907840612065e-07,0.6061361670788041,"[20.637, 16.446, 12.928]",3.15116835975003,COMPLETE
16,18.66461697150132,2026-08-29 14:58:36.128181,2026-08-29 14:58:44.150446,0 days 00:00:08.022265,0.6475410839262892,1.98552687757107,0.023583194719171474,12,15.505680632672865,506,reg:squarederror,4.862058714023898e-07,2.995710376987626e-07,0.6081147295207775,,,PRUNED
17,18.630501390086984,2026-08-29 14:58:44.150484,2026-08-29 14:58:51.104244,0 days 00:00:06.953760,0.8048403996355077,1.8264826982989617,0.0262997825397072,9,5.516242765560853,471,reg:squarederror,3.7824027528385516e-07,4.613245570309708e-05,0.6002676349598284,,,PRUNED
18,16.661585097970708,2026-08-29 14:58:51.104265,2026-08-29 14:59:11.745753,0 days 00:00:20.641488,0.9957898294948356,4.061080132164645,0.010425658055299656,10,10.569227121596013,642,reg:squarederror,4.390597936146697e-06,0.005865948728996439,0.676782866672883,"[20.644, 16.371, 12.97]",3.139275973778112,COMPLETE
19,16.68249640806475,2026-08-29 14:59:11.745902,2026-08-29 14:59:32.743324,0 days 00:00:20.997422,0.971830974736339,4.313544407238928,0.010796690325381744,10,10.121884335414048,659,reg:squarederror,1.0669030844017172e-05,0.007214454463858306,0.6800374344506682,"[20.659, 16.419, 12.97]",3.144349580398818,COMPLETE
20,16.550281511012514,2026-08-29 14:59:32.743446,2026-08-29 14:59:55.890445,0 days 00:00:23.146999,0.8586667245082866,3.8632947381281677,0.015911732879696747,12,10.873587899192591,587,reg:absoluteerror,0.00010494543807024175,0.006728918943177275,0.8302399842238811,"[20.538, 16.256, 12.857]",3.1428650629780654,COMPLETE
21,16.54189259722604,2026-08-29 14:59:55.890568,2026-08-29 15:00:20.064816,0 days 00:00:24.174248,0.8574872508515546,4.0254840071190525,0.01561485818089973,12,10.742601098539867,612,reg:absoluteerror,6.482742449670602e-05,0.00978393516253828,0.8485161614734078,"[20.593, 16.176, 12.856]",3.1693293945584684,COMPLETE
22,16.507323872467644,2026-08-29 15:00:20.064959,2026-08-29 15:00:50.422956,0 days 00:00:30.357997,0.8558161283099043,3.8952640867909705,0.016753901031368975,12,10.718681918960971,772,reg:absoluteerror,0.00014606903903468564,0.009459763437830143,0.8536051970294887,"[20.485, 16.206, 12.831]",3.1320370438239515,COMPLETE
23,16.56935140261501,2026-08-29 15:00:50.423099,2026-08-29 15:01:21.777085,0 days 00:00:31.353986,0.861757440068598,3.8150518804409947,0.016486998696894493,12,11.068085014767659,810,reg:absoluteerror,8.323513043745604e-05,0.1801598245685571,0.851951411328961,"[20.584, 16.241, 12.883]",3.152400231601776,COMPLETE
24,16.512509368193765,2026-08-29 15:01:21.777238,2026-08-29 15:01:42.602393,0 days 00:00:20.825155,0.8535234601667941,4.48728254677135,0.014854121798935882,12,14.035613117374375,583,reg:absoluteerror,0.009695532463258905,0.00805430135706981,0.8624564384297679,"[20.497, 16.236, 12.804]",3.146867242833256,COMPLETE
25,16.596601841667223,2026-08-29 15:01:42.602527,2026-08-29 15:02:04.502569,0 days 00:00:21.900042,0.916408799865386,4.508119464996955,0.019993880766774497,11,13.985892131955474,719,reg:absoluteerror,0.021234776998784993,4.545209083687617,0.8834018022015342,"[20.652, 16.286, 12.852]",3.19187409361807,COMPLETE
26,16.50887757941668,2026-08-29 15:02:04.502700,2026-08-29 15:02:31.852009,0 days 00:00:27.349309,0.8403714779545548,4.359032402167851,0.013539867719006555,11,17.71295519385246,914,reg:absoluteerror,0.009280857676421502,0.03270210559771799,0.774317104767811,"[20.52, 16.21, 12.798]",3.159565870838066,COMPLETE
27,16.49971552767023,2026-08-29 15:02:31.852157,2026-08-29 15:02:54.748172,0 days 00:00:22.896015,0.7612290598030167,4.607733200485725,0.013105962038574032,10,17.06422562905308,917,reg:absoluteerror,0.00866186685367067,0.7746096403584883,0.770511974800427,"[20.552, 16.142, 12.804]",3.173255577482417,COMPLETE
28,16.503946679895748,2026-08-29 15:02:54.748340,2026-08-29 15:03:20.639231,0 days 00:00:25.890891,0.759359978569621,2.7842602180693286,0.012174027926928264,10,17.596386707512654,923,reg:absoluteerror,0.22110736950349233,0.4946884818798406,0.7808910519223519,"[20.551, 16.161, 12.799]",3.1738637890712202,COMPLETE
29,16.608331619099125,2026-08-29 15:03:20.639351,2026-08-29 15:03:45.709104,0 days 00:00:25.069753,0.7761444752391283,3.4951758291808153,0.02024159254451826,10,17.27171721394969,1149,reg:absoluteerror,0.9340584694883103,2.868622644974536,0.9993986750197684,"[20.726, 16.225, 12.874]",3.2168618589124858,COMPLETE
30,16.517360951683482,2026-08-29 15:03:45.709224,2026-08-29 15:04:11.980570,0 days 00:00:26.271346,0.7753848074518003,2.606475379025497,0.01239455842355704,10,16.586528339675585,921,reg:absoluteerror,0.07937634029651609,1.09560737887026,0.7827966914120095,"[20.537, 16.186, 12.829]",3.1552811981232165,COMPLETE
31,16.498317773877165,2026-08-29 15:04:11.980686,2026-08-29 15:04:43.107248,0 days 00:00:31.126562,0.7593956751574897,3.0528484569253065,0.012794723405846326,11,18.142582041499573,1029,reg:absoluteerror,0.00942800087675419,0.6074496302902265,0.7725978190740466,"[20.498, 16.15, 12.847]",3.13328649997294,COMPLETE
32,16.55688966601848,2026-08-29 15:04:43.107399,2026-08-29 15:05:15.610504,0 days 00:00:32.503105,0.7565524490595443,2.8741428721489157,0.019229956232983885,11,18.220006350076506,1049,reg:absoluteerror,0.5266046481661354,1.3184830887298078,0.7498267973060087,"[20.529, 16.212, 12.93]",3.111867992353628,COMPLETE
33,16.495940213509137,2026-08-29 15:05:15.610679,2026-08-29 15:05:48.490194,0 days 00:00:32.879515,0.7178586448322043,3.6005408393184863,0.012902129665062347,10,14.430089674375292,1235,reg:absoluteerror,0.003990661850302484,9.708323919244854,0.7983200853383736,"[20.453, 16.223, 12.811]",3.1257463071567804,COMPLETE
34,16.54682162285672,2026-08-29 15:05:48.490354,2026-08-29 15:06:12.839641,0 days 00:00:24.349287,0.7127666396570771,3.138994344174582,0.013014281154619634,8,15.078435001814768,1262,reg:absoluteerror,6.695583984802021,8.249951441061523,0.7943583391298122,"[20.554, 16.215, 12.872]",3.145006267885143,COMPLETE
35,18.49019266549174,2026-08-29 15:06:12.839767,2026-08-29 15:06:31.003130,0 days 00:00:18.163363,0.604460571182802,3.570871390073968,0.03112613996617097,10,19.94613160086833,1247,reg:absoluteerror,0.02791505912676755,0.40245315572942675,0.693450382843788,,,PRUNED
36,16.48289805247899,2026-08-29 15:06:31.003172,2026-08-29 15:06:52.461073,0 days 00:00:21.457901,0.7385945532558389,2.424976135002183,0.010372018923508796,8,16.745991975285033,998,reg:absoluteerror,0.3399406276550366,0.3715213067094806,0.8174785789577423,"[20.511, 16.146, 12.792]",3.16008702365613,COMPLETE
37,16.486390825698017,2026-08-29 15:06:52.461190,2026-08-29 15:07:11.282507,0 days 00:00:18.821317,0.6788870577227574,1.5145747577479698,0.010042818616827228,7,14.083905755159853,1011,reg:absoluteerror,0.004579554370773228,0.08233304818101338,0.808181137014189,"[20.529, 16.136, 12.794]",3.1677734638817228,COMPLETE
38,16.452947518568802,2026-08-29 15:07:11.282554,2026-08-29 15:07:30.148921,0 days 00:00:18.866367,0.5726186010638594,1.5118797441050045,0.010225187004674266,7,14.211085039992229,1044,reg:absoluteerror,0.0005465983796377255,0.08156983981618969,0.8175989814129228,"[20.508, 16.074, 12.777]",3.1677977855215755,COMPLETE
39,16.473869778917017,2026-08-29 15:07:30.148980,2026-08-29 15:07:51.814030,0 days 00:00:21.665050,0.5635071291903433,1.459560741719129,0.010145400976126607,7,14.038654299374194,1199,reg:absoluteerror,0.0007998375726179185,0.09328171166864775,0.9026287879157242,"[20.528, 16.12, 12.774]",3.1757326235452523,COMPLETE
40,115198.63324035252,2026-08-29 15:07:51.814085,2026-08-29 15:07:54.820245,0 days 00:00:03.006160,0.5683151647660805,1.5073046260292076,0.08262867547190349,7,12.12552271696511,1120,reg:pseudohubererror,0.0004987313971405011,0.07886573329904994,0.9125730214260557,,,PRUNED
41,16.49498967903938,2026-08-29 15:07:54.820363,2026-08-29 15:08:13.765329,0 days 00:00:18.944966,0.5141114214016604,1.5359245565673487,0.010430309181742072,6,14.13365325484994,1220,reg:absoluteerror,0.0004665554222020599,0.15734590010243066,0.8179957624638031,"[20.586, 16.092, 12.807]",3.1884936110295876,COMPLETE
42,16.45917059133544,2026-08-29 15:08:13.765476,2026-08-29 15:08:32.345570,0 days 00:00:18.580094,0.5037059817310329,1.4908430271845243,0.010172516273486134,6,13.331109638578972,1198,reg:absoluteerror,0.0005864374748799982,0.026819373684521912,0.8175651051561145,"[20.5, 16.081, 12.796]",3.1564673145074162,COMPLETE
43,16.481776596999136,2026-08-29 15:08:32.345637,2026-08-29 15:08:53.919639,0 days 00:00:21.574002,0.5689526153969336,2.2708873533282765,0.010032703878442371,6,12.835296257549103,1333,reg:absoluteerror,0.000710231006610385,0.0015040407902452975,0.9047207996702792,"[20.564, 16.106, 12.775]",3.1909186986599964,COMPLETE
44,16.507952548572238,2026-08-29 15:08:53.919808,2026-08-29 15:09:16.726824,0 days 00:00:22.807016,0.5650509243889512,2.244415047020842,0.010135850725997885,6,12.934212705886088,1382,reg:absoluteerror,1.9154361591883595e-05,0.0018405840334951304,0.9187590114418294,"[20.585, 16.143, 12.796]",3.1900953079076872,COMPLETE
45,115198.63324035252,2026-08-29 15:09:16.727123,2026-08-29 15:09:20.377831,0 days 00:00:03.650708,0.6024294726606917,1.1598077794931152,0.019229405585119187,8,12.04024450313717,1316,reg:pseudohubererror,0.0007725568056400373,0.03406335062057037,0.8919771201374334,,,PRUNED
46,16.494185373945978,2026-08-29 15:09:20.377871,2026-08-29 15:09:40.465278,0 days 00:00:20.087407,0.5017475811028096,2.40869131453918,0.014344155379173872,6,13.161494471348773,1173,reg:absoluteerror,2.3506702772505573e-05,0.0002085329881431525,0.9454437339323393,"[20.575, 16.127, 12.78]",3.192983704048499,COMPLETE
47,18.451815195687857,2026-08-29 15:09:40.465395,2026-08-29 15:09:52.473259,0 days 00:00:12.007864,0.5520621040424294,0.8813013779931563,0.012040044395594295,5,16.226336956871588,1319,reg:absoluteerror,0.001852308257430885,0.0018124810115515626,0.8965339697182705,,,PRUNED
48,19.43763898157983,2026-08-29 15:09:52.473351,2026-08-29 15:10:05.789212,0 days 00:00:13.315861,0.5854422515105205,1.73388715077607,0.1695494513451868,7,11.747497531298016,1082,reg:absoluteerror,2.6645912031390413,0.023552554157512708,0.8719449221588209,,,PRUNED
49,115198.63324035252,2026-08-29 15:10:05.789311,2026-08-29 15:10:09.097495,0 days 00:00:03.308184,0.5327754456875364,0.5609896236934173,0.01819216188473479,4,9.274391350946956,1190,reg:pseudohubererror,0.03943898069268021,0.00011169810566786671,0.8397560092680818,,,PRUNED
50,18.597649664967335,2026-08-29 15:10:09.097524,2026-08-29 15:10:25.507105,0 days 00:00:16.409581,0.621014443873937,1.2123975849324562,0.05202881943025457,8,14.927653826085214,1315,reg:absoluteerror,1.4125711083420658e-06,0.0027829568931661943,0.9685590603584762,,,PRUNED
51,16.47708495691923,2026-08-29 15:10:25.507213,2026-08-29 15:10:44.738599,0 days 00:00:19.231386,0.6833847528065478,1.4921412409663484,0.010374881613446182,7,12.936184732926957,992,reg:absoluteerror,0.0032235232990991424,0.07599782027366607,0.8152245556067282,"[20.487, 16.127, 12.818]",3.140606209693191,COMPLETE
52,16.45421981991901,2026-08-29 15:10:44.738637,2026-08-29 15:11:01.121391,0 days 00:00:16.382754,0.516516209793735,2.064121480493688,0.011409794801748297,7,13.282711434782687,861,reg:absoluteerror,0.00028437838014643013,0.0006619266898767979,0.82911728243861,"[20.481, 16.086, 12.796]",3.1481001212316975,COMPLETE
53,16.490087268109644,2026-08-29 15:11:01.121516,2026-08-29 15:11:15.870481,0 days 00:00:14.748965,0.5273478203064614,2.0812052977653215,0.01144564090666886,6,13.00700856621066,870,reg:absoluteerror,0.00023776778795169128,0.0004863381441873591,0.9391546369710044,"[20.589, 16.1, 12.781]",3.1995975250901347,COMPLETE
54,18.37237804829403,2026-08-29 15:11:15.870521,2026-08-29 15:11:28.307775,0 days 00:00:12.437254,0.5538408737987183,1.697967837189842,0.021965643929318945,7,13.470025061418005,1121,reg:absoluteerror,0.0010661689165329903,0.0009264961158250745,0.8342347878714441,,,PRUNED
55,16.492501618487342,2026-08-29 15:11:28.307883,2026-08-29 15:11:45.906509,0 days 00:00:17.598626,0.5000252352139303,1.3726145675086574,0.01512972582194382,6,11.660224542235474,1088,reg:absoluteerror,0.0002596538041403197,0.02277445089300621,0.9040679433440381,"[20.546, 16.136, 12.796]",3.173976141316987,COMPLETE
56,16.46995806816302,2026-08-29 15:11:45.906630,2026-08-29 15:12:04.718783,0 days 00:00:18.812153,0.5793112875395748,1.9371819096775802,0.011525386227574524,7,15.91567221978596,987,reg:absoluteerror,2.9427109622154837e-05,8.846589182308656e-05,0.8747046354486546,"[20.497, 16.11, 12.803]",3.1512709232781524,COMPLETE
57,19.91563220229076,2026-08-29 15:12:04.718909,2026-08-29 15:12:15.269507,0 days 00:00:10.550598,0.6768189108565424,1.9338149764259802,0.2969165829425426,7,15.785541235321384,967,reg:absoluteerror,4.746925787979989e-05,3.2659158872525938e-06,0.8802583776671227,,,PRUNED
58,115198.63324035252,2026-08-29 15:12:15.269548,2026-08-29 15:12:17.971878,0 days 00:00:02.702330,0.5913544465482408,1.04527630189731,0.011636978343537559,7,14.834851316256016,854,reg:pseudohubererror,3.3391335733524185e-05,8.790709547036002e-05,0.8628765763146922,,,PRUNED
59,18.434241735233783,2026-08-29 15:12:17.971992,2026-08-29 15:12:26.763987,0 days 00:00:08.791995,0.5245196770693803,0.7660289826880824,0.016625066974732722,5,15.677325160976075,969,reg:absoluteerror,0.003382347008104898,1.4199023784539131e-05,0.9298633162890736,,,PRUNED
60,16.49775064709009,2026-08-29 15:12:26.764011,2026-08-29 15:12:45.428667,0 days 00:00:18.664656,0.6449294331900728,1.623653694123984,0.014322001651159346,8,13.586527062403443,852,reg:absoluteerror,0.00013888191352085818,0.1247041914859897,0.8282395853469708,"[20.586, 16.123, 12.784]",3.1959761441901406,COMPLETE
61,16.476742741065358,2026-08-29 15:12:45.428795,2026-08-29 15:13:05.974395,0 days 00:00:20.545600,0.5687189065981209,2.229581800524165,0.011496461076117707,6,12.531691572607174,1279,reg:absoluteerror,0.0008154360024666225,0.00026916068645243055,0.8669065595508465,"[20.561, 16.093, 12.776]",3.18974628092334,COMPLETE
62,16.458323852656502,2026-08-29 15:13:05.974440,2026-08-29 15:13:29.693001,0 days 00:00:23.718561,0.6246089241785161,1.3553926657386934,0.011367153892903445,7,12.375132157984519,1274,reg:absoluteerror,0.0003312404804730259,3.61907166236641e-05,0.8713591281589712,"[20.468, 16.126, 12.781]",3.147063249866184,COMPLETE
63,16.47511901725686,2026-08-29 15:13:29.693165,2026-08-29 15:13:50.463480,0 days 00:00:20.770315,0.6231409819755117,2.060830305848003,0.011372709358485377,6,11.408788847299952,1255,reg:absoluteerror,8.707143361246515e-06,3.29610697638881e-05,0.8651840588707047,"[20.519, 16.138, 12.769]",3.172924759057849,COMPLETE
64,16.442692695830242,2026-08-29 15:13:50.463636,2026-08-29 15:14:12.445557,0 days 00:00:21.981921,0.625335323879838,1.3112495795743746,0.014333629566853924,7,9.367565139564462,1192,reg:absoluteerror,1.3535948860929709e-06,3.164345907012411e-05,0.8450769712237546,"[20.451, 16.116, 12.761]",3.1476931321288006,COMPLETE
65,16.46032097445112,2026-08-29 15:14:12.445623,2026-08-29 15:14:34.629037,0 days 00:00:22.183414,0.5458936938618366,1.3513457705884275,0.014389043735557602,7,8.743628708824883,1196,reg:absoluteerror,3.4742416460308496e-08,6.207702676451716e-06,0.8788551046826519,"[20.515, 16.095, 12.771]",3.171896808256692,COMPLETE
66,18.398071814417904,2026-08-29 15:14:34.630222,2026-08-29 15:14:50.312405,0 days 00:00:15.682183,0.6589986641206893,1.2824019330982144,0.022681225718224826,8,8.233624549142704,1155,reg:absoluteerror,3.029502126758342e-06,4.128025126864932e-06,0.8469815396801276,,,PRUNED
67,16.414379349553904,2026-08-29 15:14:50.312439,2026-08-29 15:15:10.435312,0 days 00:00:20.122873,0.5385089501368475,0.36494892519444333,0.017418218750047548,7,9.826660166040954,1053,reg:absoluteerror,2.6131144169479898e-08,1.5047961950924908e-05,0.792197618153441,"[20.455, 16.019, 12.77]",3.1497113255343874,COMPLETE
68,18.48084443592694,2026-08-29 15:15:10.435443,2026-08-29 15:15:16.931440,0 days 00:00:06.495997,0.5429239420114118,0.27615553284808736,0.017345821707302735,5,6.915125218210692,1069,reg:squarederror,4.184832647559603e-08,1.181344235142568e-06,0.8036301248641534,,,PRUNED
69,16.48132978800224,2026-08-29 15:15:16.931483,2026-08-29 15:15:44.099266,0 days 00:00:27.167783,0.518868118851664,0.428519992357292,0.014468290033557499,9,9.818641848190106,1110,reg:absoluteerror,1.0614914037808313e-08,7.198728832364296e-06,0.744458348956894,"[20.502, 16.117, 12.826]",3.1443763926538195,COMPLETE
70,16.458026976891126,2026-08-29 15:15:44.099415,2026-08-29 15:15:58.382152,0 days 00:00:14.282737,0.54343342384084,1.095513401438244,0.02620181517492066,7,7.02915718673952,751,reg:absoluteerror,4.880825444170019e-08,1.637961625882136e-05,0.7919083898601714,"[20.476, 16.1, 12.798]",3.144795916218562,COMPLETE
71,16.47835124647464,2026-08-29 15:15:58.382204,2026-08-29 15:16:11.798832,0 days 00:00:13.416628,0.5415633757105563,1.0301665665793351,0.027056396412541088,7,7.390856087651932,730,reg:absoluteerror,5.719067636600416e-08,1.170755821299091e-06,0.760288545289666,"[20.496, 16.116, 12.823]",3.1430477417946077,COMPLETE
72,16.50962497401041,2026-08-29 15:16:11.798874,2026-08-29 15:16:27.610632,0 days 00:00:15.811758,0.6141002794362318,0.8822568336126617,0.03516180791487473,8,6.20307286417229,747,reg:absoluteerror,1.506183634058026e-07,1.3438720289073887e-05,0.8320697222694637,,,PRUNED
73,16.42758898482212,2026-08-29 15:16:27.610667,2026-08-29 15:16:40.383214,0 days 00:00:12.772547,0.5502026513084077,0.6613397034791817,0.013938740346784332,7,8.571399326024617,676,reg:absoluteerror,2.3030582264993786e-08,4.987756218347994e-05,0.7867338077955686,"[20.44, 16.04, 12.803]",3.1296126755487164,COMPLETE
74,16.481667915142253,2026-08-29 15:16:40.383250,2026-08-29 15:16:51.451072,0 days 00:00:11.067822,0.5125635986981085,0.3769479513064152,0.013217099252899088,6,4.859704023391734,668,reg:absoluteerror,9.83820870701559e-08,5.428737576565026e-05,0.7903298354927689,"[20.517, 16.103, 12.825]",3.1517671644571763,COMPLETE
75,16.470131305794357,2026-08-29 15:16:51.451111,2026-08-29 15:17:04.341353,0 days 00:00:12.890242,0.587645664044416,0.726634523678841,0.01609460839110078,7,10.087212378252865,696,reg:absoluteerror,1.583265218329096e-07,1.7105890278311395e-05,0.7862990726757851,"[20.472, 16.139, 12.799]",3.1412039616802914,COMPLETE
76,16.49843504201007,2026-08-29 15:17:04.341393,2026-08-29 15:17:20.961053,0 days 00:00:16.619660,0.5331739897858292,0.15101336261902454,0.0211908797219103,8,8.093679972559233,813,reg:absoluteerror,2.5303616419256956e-08,0.0001452438635337011,0.8243742044913085,,,PRUNED
77,16.45285223498666,2026-08-29 15:17:20.961140,2026-08-29 15:17:35.093092,0 days 00:00:14.131952,0.5568853265252779,0.5464634661224702,0.01807129368453331,7,9.608148427754804,785,reg:absoluteerror,1.4522700894311498e-08,4.692671250505296e-05,0.8062281107694116,"[20.454, 16.119, 12.785]",3.139629827455895,COMPLETE
78,115198.63324035252,2026-08-29 15:17:35.093128,2026-08-29 15:17:37.004390,0 days 00:00:01.911262,0.6007137423790543,0.6270313313095437,0.017710489085402393,9,9.333345678837427,596,reg:pseudohubererror,1.8357488235827972e-08,4.1587075244798165e-05,0.8039166141576347,,,PRUNED
79,18.638439567637597,2026-08-29 15:17:37.004415,2026-08-29 15:17:43.300095,0 days 00:00:06.295680,0.5564578356368038,1.12218664155439,0.03170514479046328,7,8.457876306436706,765,reg:squarederror,1.3127240591318867e-06,1.7521418751051724e-06,0.7611095031665984,,,PRUNED
