snapshot_id,motorcycle_id,actual_days,predicted_days_raw,predicted_days_actionable,actual_km,predicted_km_raw,predicted_km_actionable,split,dataset_version,days_error,days_abs_error,km_error,km_abs_error,usage_type,riding_intensity,brand,category,model_id,workshop_id,motorcycle_age_years,snapshot_odometer_km,service_sequence,previous_failure_count,maintenance_overdue_days_pre_service,maintenance_overdue_km_pre_service,target
SNP_SVC005176,MC001254,11.838888888888889,122.73461518304715,122.73461518304715,503.0,5167.867879285388,5167.867879285388,TEST,1.2.0,110.89572629415827,110.89572629415827,4664.867879285388,4664.867879285388,COURIER,MEDIUM,Honda,SCOOTER,HONDA_ACTIVA125,WS0007,7.838466803559206,85491,6,0,4.0,147.6999999999971,DAYS
SNP_SVC014781,MC003612,167.9111111111111,57.55397982440632,57.55397982440632,11265.0,4057.150242694132,4057.150242694132,TEST,1.2.0,-110.35713128670477,110.35713128670477,-7207.8497573058685,7207.8497573058685,COMMUTER,HIGH,Mondial,CUB,MONDIAL_50_UAG,WS0007,1.678302532511978,31824,6,0,4.0,304.7999999999993,DAYS
SNP_SVC027464,MC006653,200.00694444444446,90.82826990540771,90.82826990540771,11954.0,4470.719818619482,4470.719818619482,TEST,1.2.0,-109.17867453903675,109.17867453903675,-7483.280181380518,7483.280181380518,COMMUTER,HIGH,Honda,NAKED,HONDA_CB125F,WS0009,5.494866529774128,82979,3,0,1.0,38.89999999999418,DAYS
SNP_SVC003914,MC000912,168.69861111111112,59.83459160119017,59.83459160119017,12393.0,4793.885884324077,4793.885884324077,TEST,1.2.0,-108.86401950992095,108.86401950992095,-7599.114115675923,7599.114115675923,COURIER,HIGH,Kuba,SCOOTER,KUBA_BLUEBERRY50,WS0007,3.4277891854893907,66069,12,1,22.0,1120.0,DAYS
SNP_SVC033769,MC008161,181.3125,74.28935953044372,74.28935953044372,14127.0,6657.0224798306435,6657.0224798306435,TEST,1.2.0,-107.02314046955628,107.02314046955628,-7469.9775201693565,7469.9775201693565,SEASONAL,HIGH,Yamaha,SCOOTER,YAMAHA_NMAX125,WS0007,5.973990417522245,178939,17,1,0.0,158.0,DAYS
SNP_SVC031394,MC007625,152.7902777777778,54.32203145014032,54.32203145014032,18753.0,6367.808757051192,6367.808757051192,TEST,1.2.0,-98.46824632763747,98.46824632763747,-12385.191242948807,12385.191242948807,COURIER,HIGH,Honda,SCOOTER,HONDA_DIO110,WS0009,3.6906228610540723,120966,17,2,0.0,19.19999999999709,KM
SNP_SVC037410,MC008997,191.9361111111111,58.31226829147828,58.31226829147828,17259.0,4936.978970698494,4936.978970698494,TEST,1.2.0,-133.6238428196328,133.6238428196328,-12322.021029301506,12322.021029301506,COMMUTER,HIGH,Honda,SCOOTER,HONDA_DIO110,WS0003,3.696098562628337,103745,10,1,2.0,221.5,KM
SNP_SVC034669,MC008333,145.15416666666667,74.59961155222905,74.59961155222905,20038.0,8450.791229525998,8450.791229525998,TEST,1.2.0,-70.55455511443762,70.55455511443762,-11587.208770474002,11587.208770474002,SEASONAL,HIGH,Yamaha,SCOOTER,YAMAHA_NMAX125,WS0006,5.765913757700205,242606,18,2,8.0,1424.2999999999884,KM
SNP_SVC018211,MC004446,174.7125,60.50015244618723,60.50015244618723,15365.0,4846.674522633147,4846.674522633147,TEST,1.2.0,-114.21234755381278,114.21234755381278,-10518.325477366852,10518.325477366852,COMMUTER,HIGH,Kuba,SCOOTER,KUBA_BLUEBERRY50,WS0007,5.61533196440794,123643,18,2,0.0,8.80000000000291,KM
SNP_SVC038548,MC009324,179.19791666666666,64.23306672654259,64.23306672654259,14956.0,4683.056471696567,4683.056471696567,TEST,1.2.0,-114.96484994012407,114.96484994012407,-10272.943528303433,10272.943528303433,COMMUTER,HIGH,Mondial,CUB,MONDIAL_SFC_MINI_50EC,WS0008,1.6071184120465434,36924,4,0,11.0,1274.0,KM
SNP_SVC020030,MC004894,124.80833333333334,49.65742581887558,49.65742581887558,15633.0,5695.324252029351,5695.324252029351,TEST,1.2.0,-75.15090751445776,75.15090751445776,-9937.67574797065,9937.67574797065,WEEKEND,HIGH,Mondial,CUB,MONDIAL_SFC_MINI_50EC,WS0001,0.9144421629021219,35467,8,0,2.0,396.09999999999854,KM
SNP_SVC007001,MC001695,102.77708333333334,51.64024203167492,51.64024203167492,15746.0,6147.156372773141,6147.156372773141,TEST,1.2.0,-51.136841301658414,51.136841301658414,-9598.84362722686,9598.84362722686,WEEKEND,HIGH,Mondial,CUB,MONDIAL_SFC_MINI_50EC,WS0005,0.9336071184120466,42513,8,0,7.0,1466.4000000000015,KM
SNP_SVC028438,MC006889,180.0625,64.87111991995344,64.87111991995344,13668.0,4272.797459199195,4272.797459199195,TEST,1.2.0,-115.19138008004656,115.19138008004656,-9395.202540800805,9395.202540800805,COMMUTER,HIGH,Mondial,CUB,MONDIAL_50_UAG,WS0007,7.394934976043806,125824,14,0,4.0,297.3999999999942,KM
SNP_SVC003805,MC000884,95.91944444444445,34.70006746900854,34.70006746900854,14359.0,5003.831840869793,5003.831840869793,TEST,1.2.0,-61.219376975435914,61.219376975435914,-9355.168159130208,9355.168159130208,WEEKEND,HIGH,Kuba,SCOOTER,KUBA_BLUEBERRY50,WS0010,1.6673511293634498,71029,20,2,8.0,884.0,KM
SNP_SVC032599,MC007921,179.88819444444445,54.921843542607654,54.921843542607654,13780.0,4484.830224317906,4484.830224317906,TEST,1.2.0,-124.96635090183679,124.96635090183679,-9295.169775682094,9295.169775682094,WEEKEND,HIGH,Yamaha,SCOOTER,YAMAHA_NMAX125,WS0006,5.300479123887748,113847,8,1,3.0,244.6999999999971,KM
SNP_SVC011797,MC002873,154.04375,63.92657358622571,63.92657358622571,15538.0,6342.8753441563695,6342.8753441563695,TEST,1.2.0,-90.11717641377427,90.11717641377427,-9195.12465584363,9195.12465584363,WEEKEND,HIGH,SYM,SCOOTER,SYM_JETX125,WS0003,2.617385352498289,86279,13,1,4.0,464.0,KM
SNP_SVC026723,MC006422,162.81805555555556,47.779005104222364,47.779005104222364,13650.0,4466.56290999445,4466.56290999445,TEST,1.2.0,-115.0390504513332,115.0390504513332,-9183.437090005551,9183.437090005551,SEASONAL,HIGH,Kuba,SCOOTER,KUBA_BLUEBERRY50,WS0007,8.673511293634498,114073,7,1,5.0,666.0,KM
SNP_SVC026033,MC006250,137.89166666666668,53.549045355291256,53.549045355291256,14408.0,5368.550862218225,5368.550862218225,TEST,1.2.0,-84.34262131137542,84.34262131137542,-9039.449137781776,9039.449137781776,COURIER,HIGH,Kuba,SCOOTER,KUBA_BLUEBERRY50,WS0006,8.722792607802875,211635,24,1,29.0,3080.0,KM
SNP_SVC040062,MC009700,172.9048611111111,69.10189510396559,69.10189510396559,13608.0,4813.631141487844,4813.631141487844,TEST,1.2.0,-103.80296600714551,103.80296600714551,-8794.368858512156,8794.368858512156,TOURING,HIGH,Mondial,SCOOTER,MONDIAL_WING50I,WS0009,5.973990417522245,219592,8,0,0.0,21.39999999999418,KM
SNP_SVC001263,MC000274,137.9736111111111,72.22780840108776,72.22780840108776,14361.0,5650.009022488996,5650.009022488996,TEST,1.2.0,-65.74580271002334,65.74580271002334,-8710.990977511003,8710.990977511003,COURIER,HIGH,Honda,SCOOTER,HONDA_DIO110,WS0008,0.16700889801505817,4277,1,0,0.0,0.0,KM
SNP_SVC015213,MC003727,129.82569444444445,53.311994397340484,53.311994397340484,15266.0,6657.817494734109,6657.817494734109,TEST,1.2.0,-76.51370004710397,76.51370004710397,-8608.182505265891,8608.182505265891,COMMUTER,HIGH,SYM,SCOOTER,SYM_JETX125,WS0003,6.12457221081451,224237,12,3,0.0,365.6000000000058,KM
SNP_SVC003601,MC000844,176.69305555555556,79.7470168549228,79.7470168549228,16097.0,7508.877271420521,7508.877271420521,TEST,1.2.0,-96.94603870063276,96.94603870063276,-8588.12272857948,8588.12272857948,COMMUTER,HIGH,Yamaha,SCOOTER,YAMAHA_NMAX125,WS0002,5.538672142368241,162744,6,0,15.0,1323.8999999999942,KM
SNP_SVC041316,MC009972,88.02777777777777,62.552801938857336,62.552801938857336,15513.0,6932.678664111057,6932.678664111057,TEST,1.2.0,-25.474975838920436,25.474975838920436,-8580.321335888944,8580.321335888944,TRACK,HIGH,Yamaha,SCOOTER,YAMAHA_NMAX125,WS0002,4.632443531827516,232837,27,1,17.0,2854.399999999994,KM
SNP_SVC035965,MC008669,116.69930555555555,43.3360792402867,43.3360792402867,13172.0,4598.069682974824,4598.069682974824,TEST,1.2.0,-73.36322631526886,73.36322631526886,-8573.930317025177,8573.930317025177,COMMUTER,HIGH,Mondial,CUB,MONDIAL_SFC_MINI_50EC,WS0007,6.442162902121835,195509,18,1,16.0,1951.7999999999884,KM
SNP_SVC015751,MC003855,142.94375,49.650338130272516,49.650338130272516,13263.0,4738.494238703697,4738.494238703697,TEST,1.2.0,-93.29341186972748,93.29341186972748,-8524.505761296303,8524.505761296303,COMMUTER,HIGH,Kuba,SCOOTER,KUBA_BLUEBERRY50,WS0010,2.8747433264887063,110083,18,0,2.0,238.6999999999971,KM
