number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_learning_rate,params_max_depth,params_min_child_samples,params_min_split_gain,params_n_estimators,params_num_leaves,params_objective,params_reg_alpha,params_reg_lambda,params_subsample,user_attrs_fold_maes,user_attrs_mae_std,state
44,16.470248767508462,2026-08-29 14:18:45.790475,2026-08-29 14:19:10.740402,0 days 00:00:24.949927,0.5663561581945138,0.011869943835600593,14,68,0.544060629313844,421,240,regression_l1,4.952111424140981e-06,1.3148537880412797e-05,0.879537038116034,"[20.619, 16.094, 12.697]",3.2447554446090807,COMPLETE
45,16.4978295375341,2026-08-29 14:19:10.740438,2026-08-29 14:19:56.229509,0 days 00:00:45.489071,0.5314065839402677,0.02170897423022407,16,77,0.6214451727775336,839,255,regression_l1,2.7178708963266956e-07,6.518469327645897e-06,0.9154994744993734,"[20.584, 16.153, 12.757]",3.2046354965763673,COMPLETE
46,77.63799800715944,2026-08-29 14:19:56.229615,2026-08-29 14:20:00.375990,0 days 00:00:04.146375,0.5758838299578147,0.018882586351609793,13,74,0.5115203229929586,254,244,huber,1.0608168771469206e-06,1.821612978083954e-07,0.8623880739039275,,,PRUNED
47,16.46672442992153,2026-08-29 14:20:00.376016,2026-08-29 14:20:30.296191,0 days 00:00:29.920175,0.5478772737656625,0.010038629827955146,12,62,0.7379799710544019,525,210,regression_l1,2.000978867682186e-07,2.221054874326519e-05,0.8831373503423052,"[20.609, 16.075, 12.716]",3.2339897445021353,COMPLETE
48,18.44583920908121,2026-08-29 14:20:30.296254,2026-08-29 14:21:01.263534,0 days 00:00:30.967280,0.6130657957135404,0.015434595466962341,14,80,0.6259378647077731,1120,192,regression_l1,3.950158280587989e-05,4.549947458076908,0.8995722535150056,,,PRUNED
49,18.426960270987806,2026-08-29 14:21:01.263583,2026-08-29 14:21:14.905691,0 days 00:00:13.642108,0.6894945457119409,0.012041097624444294,16,58,0.26966036114073444,340,234,regression_l1,2.6123385005476924e-08,1.2927356989228105e-06,0.850295299234749,,,PRUNED
50,19.640955279705295,2026-08-29 14:21:14.905713,2026-08-29 14:21:16.495573,0 days 00:00:01.589860,0.5013060806859371,0.011858200796202076,2,64,0.839746864640588,656,95,regression_l1,4.587344454371173e-07,1.1321213351787548e-05,0.8703053214996238,,,PRUNED
51,16.49321714571906,2026-08-29 14:21:16.495594,2026-08-29 14:21:47.182662,0 days 00:00:30.687068,0.6554324226129281,0.015325070433412262,15,54,0.47389314716987996,482,209,regression_l1,2.8994183188130137e-08,0.006196658679195755,0.9760495552176462,"[20.625, 16.12, 12.735]",3.231772340589139,COMPLETE
52,16.476377479127787,2026-08-29 14:21:47.182713,2026-08-29 14:22:18.576938,0 days 00:00:31.394225,0.5799518629356114,0.01885421944567756,15,47,0.37230735778633417,408,247,regression_l1,1.5529151878877655e-07,0.0007118969224208666,0.9372548693849169,"[20.633, 16.075, 12.721]",3.242195584246434,COMPLETE
53,16.4438483127888,2026-08-29 14:22:18.576978,2026-08-29 14:22:46.877079,0 days 00:00:28.300101,0.6051972078613194,0.014055181535733392,16,55,0.5153037988617666,469,178,regression_l1,1.1237398863130924e-08,0.04457294237712397,0.7890680746075325,"[20.568, 16.055, 12.708]",3.220511285511218,COMPLETE
54,16.442871806916457,2026-08-29 14:22:46.877178,2026-08-29 14:23:28.811971,0 days 00:00:41.934793,0.6050076792818869,0.010014809246247354,16,41,0.5243904851418761,580,177,regression_l1,1.2331510356834308e-08,0.05281052052265161,0.7805036023204032,"[20.584, 16.063, 12.682]",3.2371552240789314,COMPLETE
55,16.445824716961784,2026-08-29 14:23:28.812113,2026-08-29 14:24:04.341676,0 days 00:00:35.529563,0.6048444357316327,0.01116009870551059,16,40,0.680874550472176,595,127,regression_l1,1.1827954808075131e-08,0.11009918796404175,0.7886177730194175,"[20.563, 16.069, 12.706]",3.2188347836363196,COMPLETE
56,16.474839370073113,2026-08-29 14:24:04.341810,2026-08-29 14:24:54.765542,0 days 00:00:50.423732,0.602063563385833,0.011622988298975557,16,24,0.6712872586325593,620,178,regression_l1,1.0621877865442913e-08,0.0859630759851396,0.7876362705117418,"[20.589, 16.108, 12.728]",3.2199285577279153,COMPLETE
57,18.400496659292767,2026-08-29 14:24:54.765670,2026-08-29 14:25:14.889846,0 days 00:00:20.124176,0.8581999783447163,0.010500948694524706,16,42,0.7384414783039732,745,123,regression,1.5264863941008653e-08,0.3141977839537668,0.7622905204251296,,,PRUNED
58,16.4395713401102,2026-08-29 14:25:14.889878,2026-08-29 14:25:53.515611,0 days 00:00:38.625733,0.5301306225621558,0.010042929549892273,14,31,0.5938714937842349,584,153,regression_l1,3.3292282853800246e-08,1.6073340888894678,0.7230423843919748,"[20.568, 16.046, 12.705]",3.221754764771403,COMPLETE
59,16.451407593208277,2026-08-29 14:25:53.515715,2026-08-29 14:26:36.189265,0 days 00:00:42.673550,0.5252055004950794,0.010004078539318182,13,33,0.538015378443829,674,157,regression_l1,3.590779292564292e-08,1.7340655333219017,0.7167142078363797,"[20.547, 16.124, 12.683]",3.218658557806772,COMPLETE
60,19.706324766462537,2026-08-29 14:26:36.189369,2026-08-29 14:27:02.022079,0 days 00:00:25.832710,0.5520168432707055,0.21833919190680556,14,26,0.5963114926950254,562,175,regression_l1,0.001460294087890142,0.029223789529677087,0.664617243677986,,,PRUNED
61,16.479276380482347,2026-08-29 14:27:02.022168,2026-08-29 14:27:42.745339,0 days 00:00:40.723171,0.5942855329554828,0.011535774971415993,15,15,0.6550921744446958,591,147,regression_l1,1.7796165965878018e-08,0.6848479074596512,0.7366396649747387,"[20.577, 16.125, 12.735]",3.2112275308837077,COMPLETE
62,16.44182460568567,2026-08-29 14:27:42.745454,2026-08-29 14:28:21.653283,0 days 00:00:38.907829,0.5349943039475626,0.015352379781380331,16,40,0.7044024510341804,611,129,regression_l1,8.748818778776143e-08,0.05769801784504797,0.7744315918599503,"[20.546, 16.1, 12.68]",3.2202303811999777,COMPLETE
63,16.459413369258144,2026-08-29 14:28:21.653430,2026-08-29 14:28:55.403886,0 days 00:00:33.750456,0.5575282947107265,0.01695619652405466,14,32,0.6079605864650603,517,144,regression_l1,4.7004218024846373e-07,0.04366022565976078,0.7503137461719259,"[20.585, 16.079, 12.714]",3.2245407516475932,COMPLETE
64,18.389392940074565,2026-08-29 14:28:55.403937,2026-08-29 14:29:15.284880,0 days 00:00:19.880943,0.5406527053510158,0.01539015426469779,12,44,0.4803028894778729,621,129,regression_l1,1.0008534889471702e-07,9.859607818480804,0.773253873471458,,,PRUNED
65,18.369264950811534,2026-08-29 14:29:15.284910,2026-08-29 14:29:32.417283,0 days 00:00:17.132373,0.5842430204479825,0.02002175603349365,15,46,0.7059021432775388,550,113,regression_l1,0.0003321273727341818,0.5183611311635192,0.8307468188582752,,,PRUNED
66,40.94373107971188,2026-08-29 14:29:32.417306,2026-08-29 14:29:54.011581,0 days 00:00:21.594275,0.5151624851210391,0.09702577632636379,16,20,0.8461147792027104,683,108,huber,4.605682247664186e-08,0.014637122677170301,0.8139546675963253,,,PRUNED
67,19.139349580690595,2026-08-29 14:29:54.011660,2026-08-29 14:30:15.296320,0 days 00:00:21.284660,0.5186272801792547,0.17556048763914495,13,36,0.7929996642985266,644,136,regression_l1,1.1929605161329183e-07,0.011936011336366197,0.8011869948371508,,,PRUNED
68,18.781816438861036,2026-08-29 14:30:15.296410,2026-08-29 14:30:18.120003,0 days 00:00:02.823593,0.5621772037639059,0.024639966377359376,3,31,0.018235869881309263,834,59,regression_l1,2.118616759921881e-08,1.5634880766854546,0.7205456352576458,,,PRUNED
69,16.444770200087557,2026-08-29 14:30:18.120025,2026-08-29 14:30:58.604330,0 days 00:00:40.484305,0.6658670813005989,0.017321719414346275,15,40,0.5722769152916034,733,158,regression_l1,0.024222174619757734,0.06693886716055186,0.7808486772513432,"[20.528, 16.061, 12.745]",3.18892704819587,COMPLETE
70,18.37649684299066,2026-08-29 14:30:58.604440,2026-08-29 14:31:06.076278,0 days 00:00:07.471838,0.5376726534210989,0.013129135210054238,14,57,0.4391253361164471,574,40,regression,4.643736829608148e-07,0.0029860700854406315,0.7031928811532586,,,PRUNED
71,18.389966641669535,2026-08-29 14:31:06.076369,2026-08-29 14:31:33.859440,0 days 00:00:27.783071,0.6469952780955006,0.014479255768815088,15,40,0.5331786909448163,732,173,regression_l1,0.07213762827958016,0.19363215068091977,0.7629472439439647,,,PRUNED
72,18.3956033267081,2026-08-29 14:31:33.859756,2026-08-29 14:32:06.906745,0 days 00:00:33.046989,0.6684535995804887,0.01719577791792871,16,38,0.5782913629154635,867,161,regression_l1,0.02063176262168969,0.07211088910023557,0.7819253293529288,,,PRUNED
73,18.397302118025273,2026-08-29 14:32:06.906844,2026-08-29 14:32:34.763701,0 days 00:00:27.856857,0.6070196757332299,0.012622170487997086,15,48,0.6389115953627744,790,149,regression_l1,2.039238301617815,0.03439285305113749,0.8276806173505479,,,PRUNED
74,16.43457439239356,2026-08-29 14:32:34.763791,2026-08-29 14:33:06.890541,0 days 00:00:32.126750,0.5851507118793846,0.01084131133438519,16,41,0.56338782208187,504,168,regression_l1,0.15305674468569413,0.17934280319470788,0.8412701563226505,"[20.519, 16.076, 12.708]",3.1989314741951134,COMPLETE
75,18.366174251346095,2026-08-29 14:33:06.890674,2026-08-29 14:33:25.887029,0 days 00:00:18.996355,0.586078006500081,0.010898212180010119,16,51,0.8851356038964551,527,194,regression_l1,0.007589320162324965,2.139494640615276,0.8447257286939518,,,PRUNED
76,18.532737770485035,2026-08-29 14:33:25.887059,2026-08-29 14:33:29.873594,0 days 00:00:03.986535,0.5760613112832622,0.010960533800519855,5,35,0.4895543135829636,488,182,regression_l1,0.4006018646393759,0.2032004929266654,0.8013558855143698,,,PRUNED
77,18.452530211291794,2026-08-29 14:33:29.873617,2026-08-29 14:33:53.745089,0 days 00:00:23.871472,0.6334592643647495,0.03020720907793942,16,42,0.15644844866265273,609,168,regression_l1,1.0255167534382645e-07,0.011276315511269872,0.854797374158299,,,PRUNED
78,18.41171750703172,2026-08-29 14:33:53.745178,2026-08-29 14:34:06.986485,0 days 00:00:13.241307,0.6156807755065398,0.012907284498448619,-1,62,0.5510540331733059,448,182,regression_l1,3.620502293881957,0.2632695785689253,0.83607424932935,,,PRUNED
79,75.8161042764938,2026-08-29 14:34:06.986506,2026-08-29 14:34:17.219135,0 days 00:00:10.232629,0.73491731948594,0.014462911505672102,14,29,0.35304674683056614,504,142,huber,4.273457637228169e-08,1.120156365012878,0.8144363887827035,,,PRUNED
