number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_dist,params_eta,params_gamma,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_scale,params_subsample,state
14,0.05779513743110992,2026-08-30 23:47:51.856706,2026-08-30 23:48:01.512103,0 days 00:00:09.655397,0.8067285035525855,normal,0.016266004209353476,0.500009024865791,6,1.68833585727594,694,0.30222220444482967,0.44252749256327,0.5,0.7406086632532848,COMPLETE
15,0.1164070245900156,2026-08-30 23:48:01.512145,2026-08-30 23:48:05.700633,0 days 00:00:04.188488,0.787014252353739,normal,0.017687157954367816,0.031221545456320998,4,1.7746129584720718,405,0.21870105055479186,1.403082931081182,2.0,0.7238803118866864,COMPLETE
16,0.057830568215563184,2026-08-30 23:48:05.700673,2026-08-30 23:48:12.888871,0 days 00:00:07.188198,0.8649514202852935,normal,0.04407297157411359,0.8393439293541219,5,1.9202453033661904,603,3.0856609568991415,0.14156332041114889,0.5,0.739641925787328,COMPLETE
17,0.07980676279432235,2026-08-30 23:48:12.888914,2026-08-30 23:48:18.012909,0 days 00:00:05.123995,0.7626262105745456,extreme,0.018414677157598067,0.03957573565897198,6,1.5795026835116484,398,0.03291493776890993,1.8192049255757192,0.5,0.6802100346766546,COMPLETE
18,0.05792627506235653,2026-08-30 23:48:18.012950,2026-08-30 23:48:25.834514,0 days 00:00:07.821564,0.9971084906547465,normal,0.01689604856822079,0.4656053523330353,6,3.4851533080848576,510,0.2107757076842734,3.8315135541317584,0.5,0.6038793453062851,COMPLETE
19,0.11832874300610015,2026-08-30 23:48:25.834559,2026-08-30 23:48:27.658114,0 days 00:00:01.823555,0.7146012699950978,normal,0.0427810177240792,0.08982865881132097,3,3.488123658271217,162,1.0960341151514557,0.12511720819538868,2.0,0.7670124200852656,COMPLETE
20,0.13409067534225552,2026-08-30 23:48:27.658159,2026-08-30 23:48:33.187888,0 days 00:00:05.529729,0.826883609401311,normal,0.015481280330286855,2.4095251274460217,5,1.4575398630232859,700,0.05112778901090156,0.803400278538844,3.0,0.9989879313923895,COMPLETE
21,0.05753310350478554,2026-08-30 23:48:33.187928,2026-08-30 23:48:40.413423,0 days 00:00:07.225495,0.8460914141765356,normal,0.04096399417370173,0.6392576165594992,5,2.131629166001227,612,4.762741721274288,0.12956923665397216,0.5,0.7363677157349268,COMPLETE
22,0.05751761988947918,2026-08-30 23:48:40.413466,2026-08-30 23:48:49.573287,0 days 00:00:09.159821,0.8670579917266095,normal,0.035390411471706136,0.4937484951883496,6,2.30792114374594,639,4.919563033154897,0.18913508225969727,0.5,0.6817877340075122,COMPLETE
23,0.05748402000587019,2026-08-30 23:48:49.573333,2026-08-30 23:48:56.862038,0 days 00:00:07.288705,0.8559788058320575,normal,0.03517186341052193,0.4010677994543815,5,2.716861959310126,634,4.092912541278103,0.1185507355459801,0.5,0.6907939095057634,COMPLETE
24,0.05756835070927916,2026-08-30 23:48:56.862078,2026-08-30 23:49:03.662940,0 days 00:00:06.800862,0.8678650023398814,normal,0.04502934916638307,1.3110381693089854,5,2.6406438368740046,609,4.408125051899565,0.10198776517064347,0.5,0.6759971121525684,COMPLETE
25,0.12015839078394731,2026-08-30 23:49:03.662982,2026-08-30 23:49:09.239788,0 days 00:00:05.576806,0.8596672621790902,extreme,0.0335063041824844,0.521514824833473,4,3.901346393027061,548,1.442177472059657,0.07525121457888685,1.5,0.6915908831262433,COMPLETE
26,0.058874488705467666,2026-08-30 23:49:09.239828,2026-08-30 23:49:13.241002,0 days 00:00:04.001174,0.9718699159627024,normal,0.058833098055112394,4.612339546600219,5,2.669509913149259,450,2.094616688295908,0.19390920326528893,0.5,0.6445718666306847,COMPLETE
27,0.05799812526039274,2026-08-30 23:49:13.241042,2026-08-30 23:49:19.401762,0 days 00:00:06.160720,0.89470298926058,normal,0.10064326223873127,0.27241376931367217,4,4.423191134273694,626,4.936388099679678,1.1259136572953274,0.5,0.6999862492333339,COMPLETE
28,0.057340411661775205,2026-08-30 23:49:19.401803,2026-08-30 23:49:25.022460,0 days 00:00:05.620657,0.9542154623100203,normal,0.03516278537138399,2.804520060498999,5,7.711383150924572,558,0.859701133053571,0.18804941167952557,0.5,0.7697847388383272,COMPLETE
29,0.16303358784678504,2026-08-30 23:49:25.022502,2026-08-30 23:49:29.071734,0 days 00:00:04.049232,0.949209694020529,extreme,0.02253285070030926,2.840657462450847,5,9.535578308881401,358,0.7475473879077694,0.27839135281782545,3.0,0.7791755987328713,COMPLETE
30,0.08376727902611762,2026-08-30 23:49:29.071774,2026-08-30 23:49:33.098400,0 days 00:00:04.026626,0.8923240361946425,normal,0.05443518895302096,1.8316695741094806,3,11.750321144794885,546,1.556928028197247,3.41397786951453,1.0,0.6070237384413792,COMPLETE
31,0.05768034248950025,2026-08-30 23:49:33.098440,2026-08-30 23:49:39.714487,0 days 00:00:06.616047,0.8420388509902129,normal,0.037226825604904513,0.8135601617426469,5,1.3097672832265965,571,2.752080338078818,0.06175638710808025,0.5,0.6675757032244473,COMPLETE
32,0.0570004902404743,2026-08-30 23:49:39.714528,2026-08-30 23:49:47.284852,0 days 00:00:07.570324,0.9597775068146593,normal,0.024170236048654887,0.153186064808342,5,7.036255328902388,638,4.283992760162167,0.1782378621559049,0.5,0.7072689961194583,COMPLETE
33,0.05733269119321452,2026-08-30 23:49:47.284919,2026-08-30 23:49:53.690529,0 days 00:00:06.405610,0.9529208628484797,normal,0.022885839187281626,0.16032665078734012,4,7.555054207502159,649,2.7884099881626145,0.5729794830677029,0.5,0.7099186087768442,COMPLETE
34,0.05752009272388664,2026-08-30 23:49:53.690572,2026-08-30 23:50:00.126028,0 days 00:00:06.435456,0.9679931209964301,normal,0.02311915986014971,0.03913409220226562,4,7.600322770998448,651,1.349084635647146,0.02934264133183652,0.5,0.8222988783787142,COMPLETE
35,0.10195103146480622,2026-08-30 23:50:00.126072,2026-08-30 23:50:06.420105,0 days 00:00:06.294033,0.9887337504210499,normal,0.02184002195483633,0.1617777437398612,4,16.146521468551597,657,3.053439983175815,0.7782635409194774,1.5,0.7094960906733824,COMPLETE
36,0.05823851198410876,2026-08-30 23:50:06.420147,2026-08-30 23:50:10.707757,0 days 00:00:04.287610,0.9403738056405617,normal,0.02932271578736097,0.11907257452091057,3,7.3401756630343105,497,0.5631541316035957,0.5015344721678606,0.5,0.758675243250838,COMPLETE
37,0.10761933751594434,2026-08-30 23:50:10.707801,2026-08-30 23:50:16.205286,0 days 00:00:05.497485,0.9068967200140596,logistic,0.013722315372926544,0.06664077740290637,4,11.131756595592734,576,1.7070111242549062,0.24478594936747267,1.0,0.6625635599025749,COMPLETE
38,0.12843347703215058,2026-08-30 23:50:16.205330,2026-08-30 23:50:21.197606,0 days 00:00:04.992276,0.9513181580649576,normal,0.05486838216735113,0.24398843107282175,5,4.630925387855304,522,0.87306257565082,0.07690023332181274,3.0,0.7938272781808926,COMPLETE
39,0.13896067827227723,2026-08-30 23:50:21.197646,2026-08-30 23:50:28.475553,0 days 00:00:07.277907,0.9197750056014915,logistic,0.020851389644999663,0.05625869230762962,5,9.386503318410075,660,2.878257152828868,0.026706992050080626,2.0,0.7528490804093975,COMPLETE
40,0.06700122808692027,2026-08-30 23:50:28.475594,2026-08-30 23:50:32.429082,0 days 00:00:03.953488,0.9691673101936177,extreme,0.026791485596783862,0.1569436521461144,3,6.290678709045959,457,0.12005997017118618,2.410827758823122,0.5,0.8323848146400158,COMPLETE
41,0.05794145672361974,2026-08-30 23:50:32.429128,2026-08-30 23:50:41.394922,0 days 00:00:08.965794,0.8845152970030519,normal,0.029307830557464606,0.40973392945456677,6,5.145822251209454,635,3.807402441101658,0.17375163142118438,0.5,0.7057874230385295,COMPLETE
42,0.058184522997590284,2026-08-30 23:50:41.394961,2026-08-30 23:50:48.466131,0 days 00:00:07.071170,0.9308578320614389,normal,0.03436652650306654,0.34750004060249523,5,3.0397316744287894,603,2.0967826937856584,0.34949646542618323,0.5,0.6209955149115216,COMPLETE
43,0.05761977552259637,2026-08-30 23:50:48.466172,2026-08-30 23:50:54.854809,0 days 00:00:06.388637,0.9923128657844308,normal,0.033196988751780655,0.1919141053744763,4,6.366979685170299,640,4.970053471691771,0.04476211484051622,0.5,0.689691912155881,COMPLETE
44,0.10157116912681918,2026-08-30 23:50:54.854850,2026-08-30 23:50:59.403684,0 days 00:00:04.548834,0.7919238736661443,normal,0.06790246201770235,1.2820788233270841,6,14.86254482131499,665,2.3342054005102284,0.7483374304123457,1.5,0.6560215496585524,COMPLETE
45,0.05744490193035031,2026-08-30 23:50:59.403725,2026-08-30 23:51:05.877683,0 days 00:00:06.473958,0.9085415984501775,normal,0.05110684921532829,0.023500857421919694,5,9.651104827331055,563,0.9035523541471865,0.09400057425779006,0.5,0.7216372650395412,COMPLETE
46,0.447658625549413,2026-08-30 23:51:05.877763,2026-08-30 23:51:08.901532,0 days 00:00:03.023769,0.9151961587709647,logistic,0.08828738240930671,0.020020043733577846,5,9.386328053937888,559,0.703061735271364,0.10791906996631122,0.5,0.7178296997144048,COMPLETE
47,0.0824669014944244,2026-08-30 23:51:08.901575,2026-08-30 23:51:14.408444,0 days 00:00:05.506869,0.9603391541728045,normal,0.1155648313243395,0.005170760070845716,4,19.48019817058057,592,0.39979763435088306,14.559977927154216,1.0,0.9563804328788053,COMPLETE
48,0.05766008067186596,2026-08-30 23:51:14.408486,2026-08-30 23:51:20.613932,0 days 00:00:06.205446,0.9416182269191324,normal,0.053583347993987424,0.00790500518382999,5,12.539925212135088,532,1.0788404237778302,0.021812734381303052,0.5,0.7920605212159701,COMPLETE
49,0.05802509159896496,2026-08-30 23:51:20.613973,2026-08-30 23:51:25.470397,0 days 00:00:04.856424,0.8874812610133781,normal,0.02483252172679881,0.024686765229476586,4,8.41247057509951,469,0.005470162793932231,0.05200383219272434,0.5,0.7243159335188741,COMPLETE
50,0.05779925372450102,2026-08-30 23:51:25.470438,2026-08-30 23:51:28.484127,0 days 00:00:03.013689,0.6658663343690603,normal,0.07264004418717243,0.05242752383777694,5,29.786821391401126,233,0.3651665309789838,0.46708643698176466,0.5,0.7771531789422933,COMPLETE
51,0.05768362621985229,2026-08-30 23:51:28.484171,2026-08-30 23:51:37.455813,0 days 00:00:08.971642,0.924674233450728,normal,0.037446357078629325,0.11396153327578282,6,7.055581843474113,625,3.218144807963512,0.17305836704824656,0.5,0.7441996606044143,COMPLETE
52,0.05804577138084304,2026-08-30 23:51:37.455856,2026-08-30 23:51:47.062409,0 days 00:00:09.606553,0.8724059092706358,normal,0.04754375719298229,0.0011058756201694296,6,5.267869743777852,676,2.1311431718015843,0.0915045505993499,0.5,0.6829143169904044,COMPLETE
53,0.057558563518523585,2026-08-30 23:51:47.062453,2026-08-30 23:51:53.733146,0 days 00:00:06.670693,0.7509183415993514,normal,0.031049522878273325,0.12930941531772316,5,8.75615969925124,591,1.187636188553066,0.24172195420233802,0.5,0.7293092872448462,COMPLETE
54,0.11459268955707701,2026-08-30 23:51:53.733188,2026-08-30 23:52:01.568441,0 days 00:00:07.835253,0.9084371947155963,normal,0.019422737223425135,0.23443787385274578,6,10.349672023381293,632,3.4187158262337123,0.1640309189676253,2.0,0.6293795890655933,COMPLETE
55,0.05801774205487156,2026-08-30 23:52:01.568483,2026-08-30 23:52:08.154728,0 days 00:00:06.586245,0.8293031637592836,normal,0.02498155707428057,0.015422483202758113,4,2.267998230454858,683,0.13433676104280917,0.07876104992102516,0.5,0.7038883156895436,COMPLETE
56,0.06568654506841119,2026-08-30 23:52:08.154777,2026-08-30 23:52:14.662635,0 days 00:00:06.507858,0.9859393074496307,extreme,0.03838458051018486,0.07887909683172621,5,5.650639296090267,562,1.7984558340327026,0.37136278955111796,0.5,0.6691840590243432,COMPLETE
57,0.15649012004725235,2026-08-30 23:52:14.662676,2026-08-30 23:52:19.044810,0 days 00:00:04.382134,0.8504480519884705,logistic,0.04848031474638018,0.7276644003259262,5,4.231328037818265,613,0.008419315440669858,0.6495643490813843,3.0,0.6547610619471531,COMPLETE
58,0.05813129638190354,2026-08-30 23:52:19.044852,2026-08-30 23:52:25.867230,0 days 00:00:06.822378,0.9349384039959618,normal,0.013823279652426364,0.3516207598854334,6,6.847593890097965,429,3.664874845675435,0.13834160382057784,0.5,0.7510784292122331,COMPLETE
59,0.05870065612046945,2026-08-30 23:52:25.867271,2026-08-30 23:52:32.692474,0 days 00:00:06.825203,0.8012761936546033,normal,0.06223989961897784,1.1579035433068945,5,2.9523092716663313,646,0.5813516049988207,0.23573683692877828,0.5,0.6895549763328914,COMPLETE
60,0.06013946378373183,2026-08-30 23:52:32.692519,2026-08-30 23:52:37.113171,0 days 00:00:04.420652,0.8988987592335826,normal,0.21833919190680556,3.4725098088018096,4,2.0149661566840544,682,0.8656778654796061,0.01009275137477645,0.5,0.7149426243181416,COMPLETE
61,0.05747317283735116,2026-08-30 23:52:37.113215,2026-08-30 23:52:43.656442,0 days 00:00:06.543227,0.9699652795684299,normal,0.023461966280068792,0.04279370259167162,4,7.422804753250797,658,1.3300938200004304,0.03093052551164498,0.5,0.8454664036517007,COMPLETE
62,0.057538183976357564,2026-08-30 23:52:43.656484,2026-08-30 23:52:49.543654,0 days 00:00:05.887170,0.9763433043577692,normal,0.029078031629382526,0.039106670838014876,4,13.120474686086734,586,2.5114260258614287,0.30282410077615673,0.5,0.9055627388635955,COMPLETE
63,0.10185814949249387,2026-08-30 23:52:49.543695,2026-08-30 23:52:55.637982,0 days 00:00:06.094287,0.9580606371278995,normal,0.0187616809691964,0.030848592598924935,4,8.296603449512018,618,1.5916249880865052,0.038960509658059105,1.5,0.8403106434184093,COMPLETE
64,0.057528593008396765,2026-08-30 23:52:55.638025,2026-08-30 23:53:02.691358,0 days 00:00:07.053333,0.5538893640440756,normal,0.03967026697554099,0.554110039059858,5,4.861901611913292,655,1.2142084788758885,0.1151023128285871,0.5,0.8558685736515981,COMPLETE
65,0.05757081716457977,2026-08-30 23:53:02.691403,2026-08-30 23:53:08.332239,0 days 00:00:05.640836,0.7132662777161453,normal,0.03270469238846435,0.09085131158475387,3,10.28931712200806,697,0.0012542313063428913,0.017144527600569847,0.5,0.8125231849481124,COMPLETE
66,0.08325868491916584,2026-08-30 23:53:08.332282,2026-08-30 23:53:13.748627,0 days 00:00:05.416345,0.9993608163666038,normal,0.026890526974692543,0.0021197821455738062,4,1.2072940554458893,504,3.955521122040494,1.1373634731324542,1.0,0.76926451454492,COMPLETE
67,0.07772559901961927,2026-08-30 23:53:13.748673,2026-08-30 23:53:18.101969,0 days 00:00:04.353296,0.9485592312425809,extreme,0.020476306778033696,2.069276363463992,5,3.902024478554088,368,0.06782010340911068,0.06152503582718581,0.5,0.6998792406871956,COMPLETE
68,0.1153610542264341,2026-08-30 23:53:18.102025,2026-08-30 23:53:24.186420,0 days 00:00:06.084395,0.8818403132437517,normal,0.015050789309054177,0.054885979415063,4,5.932409669608976,601,1.8941548689897687,0.03606273942914366,2.0,0.7310482288983844,COMPLETE
69,0.05795767762551709,2026-08-30 23:53:24.186467,2026-08-30 23:53:29.878907,0 days 00:00:05.692440,0.9786626662093151,normal,0.023976941678335487,0.015190264620313929,3,7.134763833923163,671,0.2673792584112037,0.08950964765921207,0.5,0.6435947260810858,COMPLETE
70,0.13088495219552476,2026-08-30 23:53:29.878949,2026-08-30 23:53:34.944801,0 days 00:00:05.065852,0.775732241804424,normal,0.03595040130406654,0.15142666277897218,5,7.6314924714211845,482,2.5619557037134935,0.1937263322487371,3.0,0.8891705673151976,COMPLETE
71,0.05732363531854745,2026-08-30 23:53:34.944844,2026-08-30 23:53:41.455338,0 days 00:00:06.510494,0.9680440345517037,normal,0.023337641678513925,0.04199657713357071,4,7.682565575453945,645,1.3771786549842993,0.028181364393685,0.5,0.8173926106400172,COMPLETE
72,0.05745007583780595,2026-08-30 23:53:41.455381,2026-08-30 23:53:47.855199,0 days 00:00:06.399818,0.9273713141449438,normal,0.0272691189384761,0.06761190526407201,4,6.383478644762477,647,1.4183644302975882,0.022743997269427736,0.5,0.8592822299299258,COMPLETE
73,0.05732336935749649,2026-08-30 23:53:47.855243,2026-08-30 23:53:53.981206,0 days 00:00:06.125963,0.9610605104974885,normal,0.02838660570417839,0.06544706387271775,4,6.63555507351179,620,0.6712446019934668,0.019499531011591235,0.5,0.8497211953149152,COMPLETE
74,0.057834949504227635,2026-08-30 23:53:53.981248,2026-08-30 23:53:59.909356,0 days 00:00:05.928108,0.9624504911852398,normal,0.017341154074140365,0.028601247959596756,4,8.196831803641581,567,0.715436364024364,0.019189364462758297,0.5,0.8503643230215877,COMPLETE
75,0.05749873145200667,2026-08-30 23:53:59.909432,2026-08-30 23:54:06.023744,0 days 00:00:06.114312,0.9443983403211976,normal,0.026812727575322035,0.04581334415625008,4,6.532625800315636,617,0.9935673711345544,0.027594876427380604,0.5,0.8779605115988698,COMPLETE
76,0.30856199642470983,2026-08-30 23:54:06.023789,2026-08-30 23:54:09.454050,0 days 00:00:03.430261,0.9236284769256512,logistic,0.022218696640593952,0.06321160856594649,4,5.757193122448319,653,0.16194315220226885,0.01159501705398111,0.5,0.8262384751944102,COMPLETE
77,0.12610187469468603,2026-08-30 23:54:09.454094,2026-08-30 23:54:11.319132,0 days 00:00:01.865038,0.9734190221782781,normal,0.01968501582278608,0.020206822371736724,4,8.923102219576851,120,0.4965567640934827,0.0124248594588031,0.5,0.8052067201720338,COMPLETE
78,0.05751526991158326,2026-08-30 23:54:11.319174,2026-08-30 23:54:16.542992,0 days 00:00:05.223818,0.9338015708407016,normal,0.03002813414630783,0.07652596858081995,4,10.600746373849493,521,1.3190763045572547,0.014905086313254894,0.5,0.8478837231702424,COMPLETE
79,0.1024777006859487,2026-08-30 23:54:16.543035,2026-08-30 23:54:20.991777,0 days 00:00:04.448742,0.6314594521486525,normal,0.04265832145150244,0.035637176254905825,3,7.794160132333089,551,0.330596162725582,0.03312139329162212,1.5,0.8120107973603659,COMPLETE
80,0.06559792803227343,2026-08-30 23:54:20.991820,2026-08-30 23:54:26.764515,0 days 00:00:05.772695,0.9845511310557948,extreme,0.023110691415197046,0.0950480472506512,4,6.575790917616894,586,0.029190293118285963,0.023829329252887724,0.5,0.8601451303804231,COMPLETE
81,0.0577798766423323,2026-08-30 23:54:26.764578,2026-08-30 23:54:32.864347,0 days 00:00:06.099769,0.9561440351435755,normal,0.028055819770382715,0.04739354147469893,4,5.088996961694475,632,0.7974251691445702,0.0512956535360134,0.5,0.8422419320756324,COMPLETE
82,0.057300301770333496,2026-08-30 23:54:32.864389,2026-08-30 23:54:39.148070,0 days 00:00:06.283681,0.905824425017454,normal,0.02509707605310791,0.21052933083853909,4,9.724078531286427,645,1.5234017768743238,0.021776568941342417,0.5,0.8207856520925865,COMPLETE
83,0.057370680981969645,2026-08-30 23:54:39.148112,2026-08-30 23:54:45.763220,0 days 00:00:06.615108,0.9039544174354889,normal,0.0249730332759028,0.02301502217195503,4,9.669991219822307,686,0.6007219920093995,0.020618059396529154,0.5,0.8740320900845836,COMPLETE
84,0.057608325564556855,2026-08-30 23:54:45.763261,2026-08-30 23:54:52.382298,0 days 00:00:06.619037,0.9049698291085625,normal,0.025423717703758286,0.02126980683882648,4,11.835455985874402,688,0.6351002743799234,0.019250078737362442,0.5,0.8722460184341218,COMPLETE
85,0.057358097176154976,2026-08-30 23:54:52.382339,2026-08-30 23:54:58.933767,0 days 00:00:06.551428,0.9165170658624326,normal,0.02113501625664157,0.007118855523340788,4,9.752777682536962,668,0.9874241229428977,0.022994983908108075,0.5,0.9287229740037142,COMPLETE
86,0.08319957914272962,2026-08-30 23:54:58.933808,2026-08-30 23:55:05.414034,0 days 00:00:06.480226,0.9189329082918514,normal,0.020640011751183896,0.0064012075625352405,4,13.908500026998658,670,0.9641128370721198,0.014460457233033356,1.0,0.9555873455454702,COMPLETE
87,0.057957098923329405,2026-08-30 23:55:05.414076,2026-08-30 23:55:12.361832,0 days 00:00:06.947756,0.8786724969943243,normal,0.015497070411985192,0.004488267527535527,4,9.76727247087325,700,0.44005597467193774,0.04589985848858214,0.5,0.9230607933513238,COMPLETE
88,0.11615733956253944,2026-08-30 23:55:12.361873,2026-08-30 23:55:17.437147,0 days 00:00:05.075274,0.9399727791173073,normal,0.01743247744729425,0.011173498050776231,3,11.413150345484834,605,1.7662489034591689,0.017569529413270384,2.0,0.8214454885454194,COMPLETE
89,0.057449022488144964,2026-08-30 23:55:17.437188,2026-08-30 23:55:23.810627,0 days 00:00:06.373439,0.8972357311381036,normal,0.031046899119413524,0.011921369175392587,4,8.751592278969657,673,0.493297333387528,7.8212231934205585,0.5,0.9754397451688106,COMPLETE
90,0.5057677883034885,2026-08-30 23:55:23.810666,2026-08-30 23:55:27.151446,0 days 00:00:03.340780,0.9493470055715165,logistic,0.02106565830495637,0.009095377953922613,4,16.595361564622717,639,1.031213877295218,0.5729511192026532,0.5,0.9003807862048167,COMPLETE
91,0.05717767199011805,2026-08-30 23:55:27.151487,2026-08-30 23:55:33.543478,0 days 00:00:06.391991,0.8951716720050472,normal,0.03288713783388177,0.015449263936684885,4,9.148036207070026,669,0.5213024593526718,5.63055290622486,0.5,0.9625301964909504,COMPLETE
92,0.05750326583301194,2026-08-30 23:55:33.543519,2026-08-30 23:55:40.112558,0 days 00:00:06.569039,0.9106183730290921,normal,0.03109051490660483,0.016094881057228734,4,9.659688340215133,686,0.6944782765864038,3.3106185009232383,0.5,0.9448087387805323,COMPLETE
93,0.058379681611444655,2026-08-30 23:55:40.112599,2026-08-30 23:55:43.379417,0 days 00:00:03.266818,0.9138285330369152,normal,0.02553033550137925,0.013020954442813844,4,8.06593637526079,283,0.18719465388552875,9.091943710292794,0.5,0.9764880948462573,COMPLETE
94,0.05714745929091308,2026-08-30 23:55:43.379460,2026-08-30 23:55:49.371356,0 days 00:00:05.991896,0.8929407583298141,normal,0.03318706557481117,0.0035761078278398165,4,12.440161080103117,629,0.2644311339702929,0.024560013714986183,0.5,0.7877403617056205,COMPLETE
95,0.13683626792185685,2026-08-30 23:55:49.371403,2026-08-30 23:55:55.016627,0 days 00:00:05.645224,0.8386852169068546,normal,0.03402034068267109,0.003235406468474751,4,12.802716899432118,623,0.3256209636238216,0.024998466109701304,3.0,0.7906551264348431,COMPLETE
96,0.05775613832071811,2026-08-30 23:55:55.016680,2026-08-30 23:56:02.009140,0 days 00:00:06.992460,0.8738122714468416,normal,0.01844178324845895,0.0021915245304980078,4,10.896814750667103,663,0.25913229275869604,0.02147792339220164,0.5,0.7814859863172631,COMPLETE
97,0.057446695683301324,2026-08-30 23:56:02.009208,2026-08-30 23:56:09.245711,0 days 00:00:07.236503,0.9626295852673233,normal,0.022416504040210176,0.00378287529087615,4,8.874898902477868,644,0.58979858593561,6.678420027081827,0.5,0.9221443117602492,COMPLETE
98,0.057570859157629585,2026-08-30 23:56:09.245938,2026-08-30 23:56:16.212664,0 days 00:00:06.966726,0.933225282756631,normal,0.024527808141522976,0.006716348945950159,4,6.879081729132977,666,0.4679285027941855,1.723089220828575,0.5,0.9957910969561259,COMPLETE
99,0.05803706467156547,2026-08-30 23:56:16.212711,2026-08-30 23:56:23.194750,0 days 00:00:06.982039,0.8957924410707881,normal,0.01206705390724267,0.20914560708148644,4,11.686457984284875,627,0.4119928049126788,0.010535457145823882,0.5,0.832422501745696,COMPLETE
100,0.11880783916839684,2026-08-30 23:56:23.194796,2026-08-30 23:56:30.178482,0 days 00:00:06.983686,0.9999642598401809,extreme,0.04064944061696179,0.0014728133469141403,4,17.524111562979083,682,0.7997979970383473,0.03329888680475405,1.5,0.9310809469602613,COMPLETE
