target,segment_type,segment_value,n,mae,median_ae,bias,p90_ae,notes
DAYS,odometer_bucket,<10k,42,32.62524053652718,24.162798327645614,4.730683616132476,64.3245108908291,N<50; DO NOT RANK
DAYS,odometer_bucket,10-30k,178,27.630562676256645,22.862498813466306,4.156696132619386,52.88270614070166,INTERPRET
DAYS,odometer_bucket,30-60k,480,26.10631556110478,20.673624491876076,-1.0772930229409672,53.357028817375614,INTERPRET
DAYS,odometer_bucket,60-100k,629,24.70329917154655,18.80967357426436,2.0351943970023267,56.19444617936009,INTERPRET
DAYS,odometer_bucket,100k+,1293,20.152524777769806,15.585455163309227,2.5150369484375132,39.623486620284524,INTERPRET
DAYS,service_sequence_bucket,1,163,30.63257498843904,24.28097863530388,8.331407238005346,62.38482525291562,INTERPRET
DAYS,service_sequence_bucket,2,172,27.29525369302873,21.675049920687684,3.7601112792702067,52.88280499910664,INTERPRET
DAYS,service_sequence_bucket,3-4,314,28.16213569312895,21.283806920491603,1.7325374784198828,61.06569513158805,INTERPRET
DAYS,service_sequence_bucket,5-8,616,24.257689944187707,18.575661098709304,-0.005871708429233815,52.050928671480484,INTERPRET
DAYS,service_sequence_bucket,9+,1357,19.853780746660743,15.802706817882012,1.7747986049045956,38.68282704343611,INTERPRET
DAYS,workshop_id,WS0001,356,23.192939118012198,17.40137781015494,3.720322744194977,50.545630014156224,INTERPRET
DAYS,workshop_id,WS0002,191,21.473523264280256,18.130266450266795,4.004397950476705,42.06488112438639,INTERPRET
DAYS,workshop_id,WS0003,284,22.685974067152028,15.650995834359264,0.8607946831530328,48.263657387906925,INTERPRET
DAYS,workshop_id,WS0004,155,25.220641735912995,17.7238757233048,0.21207697317552596,54.400845003600004,INTERPRET
DAYS,workshop_id,WS0005,268,20.171847150585222,17.536396384005894,2.763380714589436,40.571684765710955,INTERPRET
DAYS,workshop_id,WS0006,226,25.87990409453872,21.01194654930478,-1.090109503987171,52.31270254020959,INTERPRET
DAYS,workshop_id,WS0007,347,24.567636377581035,17.954056688169857,1.3296835807639187,54.949498014695244,INTERPRET
DAYS,workshop_id,WS0008,390,21.683802429655817,16.33832216236019,3.019156704080165,46.0058147011139,INTERPRET
DAYS,workshop_id,WS0009,211,24.01924781314663,18.011802219419607,0.20815296923285304,54.86525989484301,INTERPRET
DAYS,workshop_id,WS0010,194,22.682209537560713,18.411382593688415,2.113065046138371,47.6735061822155,INTERPRET
DAYS,model_id,BAJAJ_DOMINAR250,1,35.03575401456824,35.03575401456824,-35.03575401456824,35.03575401456824,N<50; DO NOT RANK
DAYS,model_id,BAJAJ_NS125,9,27.005277372315714,24.934269057906377,-0.4758308804969502,53.76819757303759,N<50; DO NOT RANK
DAYS,model_id,BAJAJ_NS200,10,38.70962287326301,33.07371144136156,-9.324732659630616,59.3916635933701,N<50; DO NOT RANK
DAYS,model_id,CFMOTO_250NK,7,18.047168957146436,14.299406842204931,6.249282633581376,36.553368550425056,N<50; DO NOT RANK
DAYS,model_id,CFMOTO_250SR,2,29.98074994380113,29.98074994380113,29.98074994380113,34.36318047736797,N<50; DO NOT RANK
DAYS,model_id,CFMOTO_450NK,3,51.5949709338449,48.035710998577386,-19.57116360145997,93.18327595383636,N<50; DO NOT RANK
DAYS,model_id,HONDA_ACTIVA125,104,24.16363816260883,18.652152258265403,3.663253547908594,49.47609439013627,INTERPRET
DAYS,model_id,HONDA_ADV350,5,43.370439633273676,35.63387722827743,21.684545910993894,67.03309827376779,N<50; DO NOT RANK
DAYS,model_id,HONDA_CB125F,28,34.12459322837687,23.704196923470036,2.2606180895166923,78.96352281429627,N<50; DO NOT RANK
DAYS,model_id,HONDA_CL250,3,72.97365616942268,56.67022175511751,-72.97365616942268,106.7767694167627,N<50; DO NOT RANK
DAYS,model_id,HONDA_DIO110,300,20.752756812157614,16.026350917779048,0.8001064351522791,45.1033044230193,INTERPRET
DAYS,model_id,HONDA_FORZA250,11,20.70717773380028,18.294500542271678,0.9639972227707077,37.763049530233616,N<50; DO NOT RANK
DAYS,model_id,HONDA_PCX125,80,34.38638456020966,23.984650049489545,10.86639882137288,81.3550201540692,INTERPRET
DAYS,model_id,HONDA_SH125I,10,34.436099696523435,16.61138661186943,14.419543081839043,87.48259020433397,N<50; DO NOT RANK
DAYS,model_id,KTM_390_DUKE,1,89.21964677502565,89.21964677502565,89.21964677502565,89.21964677502565,N<50; DO NOT RANK
DAYS,model_id,KUBA_BLUEBERRY50,515,21.929856106090114,18.386018847893858,1.7265702049802614,40.71499141663019,INTERPRET
DAYS,model_id,KUBA_CG50_PRO,152,23.57637903513576,20.57766577883125,2.6828317997573676,47.47592710169099,INTERPRET
DAYS,model_id,KYMCO_DOWNTOWN250I,2,37.41634497525418,37.41634497525418,12.440389004918032,47.368656179188605,N<50; DO NOT RANK
DAYS,model_id,MONDIAL_50_UAG,259,19.169195247777637,14.3214738750243,0.24562577436266397,38.849318164954276,INTERPRET
DAYS,model_id,MONDIAL_EXON50,8,26.66634903548072,22.755631990833727,7.181569368492059,48.34231070973653,N<50; DO NOT RANK
DAYS,model_id,MONDIAL_SFC_MINI_50EC,332,21.219560314215972,17.92636633095847,1.7247584581216522,38.746823798455225,INTERPRET
DAYS,model_id,MONDIAL_TURISMO50I,10,18.468335490133704,15.083875486022322,2.7503625926302844,33.583450049459074,N<50; DO NOT RANK
DAYS,model_id,MONDIAL_WING50I,214,20.9970075249843,14.416337394113402,-0.3277651787440366,49.900477601185784,INTERPRET
DAYS,model_id,RKS_NEW_LIGHT_PRO,194,25.650433948225075,21.554255191032887,4.444817496247022,50.25097167157428,INTERPRET
DAYS,model_id,SYM_JETX125,41,24.241974018917134,13.876914486971863,5.0052707502343825,63.84482123321715,N<50; DO NOT RANK
DAYS,model_id,TVS_APACHE_RTR200_4V,2,50.63645885856014,50.63645885856014,-50.63645885856014,69.85568223798614,N<50; DO NOT RANK
DAYS,model_id,TVS_JUPITER125,74,36.112489027539446,27.8147436696049,-4.967895424192605,78.48264503629981,INTERPRET
DAYS,model_id,TVS_RAIDER125,6,12.74587483468504,6.9800348558874745,11.868023070534372,28.69285486714856,N<50; DO NOT RANK
DAYS,model_id,YAMAHA_NMAX125,225,21.44573774748563,15.19321453428983,2.37116175155362,48.418404515385994,INTERPRET
DAYS,model_id,YAMAHA_XMAX250,13,27.483938416939203,17.799117010610395,14.467203218099563,80.30777237934473,N<50; DO NOT RANK
DAYS,model_id,YAMAHA_XSR125,1,10.320600001045705,10.320600001045705,-10.320600001045705,10.320600001045705,N<50; DO NOT RANK
KM,usage_type,COMMUTER,1288,1526.3672479902502,1073.5131462351362,-21.10380220611214,3504.0180587703344,INTERPRET
KM,usage_type,COURIER,556,1494.1765280319717,1019.4717743535562,106.20202700628836,3336.056828173407,INTERPRET
KM,usage_type,OFFROAD,39,1246.53856977779,795.153020313458,35.418458542443474,2394.6874886363,N<50; DO NOT RANK
KM,usage_type,SEASONAL,265,1450.3517003617105,1051.5853587102974,-149.00927270016192,3185.2835826728037,INTERPRET
KM,usage_type,TOURING,90,1430.8328924299426,1077.866940458965,-96.69545791770098,3203.249724077275,INTERPRET
KM,usage_type,TRACK,33,1558.2325163571795,973.5723625213259,-714.1977318407903,3720.531432438394,N<50; DO NOT RANK
KM,usage_type,WEEKEND,351,1640.928869218203,1217.237144606078,-68.36556332426002,3387.4531832312405,INTERPRET
KM,riding_intensity,HIGH,2180,1628.0428092709271,1154.5281035160133,-135.04170867053918,3586.5419321279205,INTERPRET
KM,riding_intensity,LOW,58,1141.1282870195034,1004.4860879917436,871.8041855228588,2168.1359973848166,INTERPRET
KM,riding_intensity,MEDIUM,384,964.9095609654287,566.1934251390296,472.1857954243007,2621.3682823861686,INTERPRET
KM,brand,Bajaj,20,1051.89461066265,843.7540341961148,-72.02999121224761,1986.4230145090542,N<50; DO NOT RANK
KM,brand,CFMOTO,12,1391.390699802588,1247.9562099092748,273.83033156373233,2115.3254669943676,N<50; DO NOT RANK
KM,brand,Honda,541,1437.549454719626,786.4693741050014,-134.57555760251262,3754.7671075833323,INTERPRET
KM,brand,KTM,1,2811.5757499004435,2811.5757499004435,2811.5757499004435,2811.5757499004435,N<50; DO NOT RANK
KM,brand,KYMCO,2,1860.803175828475,1860.803175828475,1860.803175828475,1932.0443190856918,N<50; DO NOT RANK
KM,brand,Kuba,667,1548.7950410072813,1214.6940443163849,30.718465127734287,3053.091611378931,INTERPRET
KM,brand,Mondial,823,1433.9687314720175,1107.7116682585456,-7.022939848609477,2950.088236379033,INTERPRET
KM,brand,RKS,194,1789.8869069790626,1246.9647819351426,136.37211376588297,3952.9928870280883,INTERPRET
KM,brand,SYM,41,1834.86619663673,1450.8339333820268,347.31623333307033,3424.558864007112,N<50; DO NOT RANK
KM,brand,TVS,82,1327.7027268559598,875.7432883694762,-241.55797790711745,3133.6514096915653,INTERPRET
KM,brand,Yamaha,239,1754.4780861136296,1070.4462248759273,-140.91148320201995,3984.5332584042476,INTERPRET
KM,category,BIG_SCOOTER,31,1097.4849667313854,872.7818255834391,291.08074129960977,2580.8608988249753,N<50; DO NOT RANK
KM,category,CUB,937,1476.950072284192,1097.0058479379218,46.61887775183284,3045.625907524508,INTERPRET
KM,category,NAKED,67,1432.685363787684,926.7328945347767,-26.72394586046695,3268.1376806903722,INTERPRET
KM,category,SCOOTER,1581,1555.690071145374,1053.148498391024,-68.39323410357218,3545.2597797876983,INTERPRET
KM,category,SCRAMBLER,3,2938.69235939902,3810.6686697196674,-2938.69235939902,3899.397432752242,N<50; DO NOT RANK
KM,category,SUPERSPORT,2,1772.9355182574773,1772.9355182574773,1772.9355182574773,2096.181725062906,N<50; DO NOT RANK
KM,category,TOURING,1,21.914600192418675,21.914600192418675,-21.914600192418675,21.914600192418675,N<50; DO NOT RANK
KM,age_bucket,0-3,559,1665.7658696695871,1098.4641330671275,-206.0948936142408,3795.2425943006174,INTERPRET
KM,age_bucket,3-7,1543,1509.2603174052535,1090.121015194943,32.4175194342472,3296.2836341712796,INTERPRET
KM,age_bucket,7-12,520,1395.9466257055215,977.5603662428821,5.153608355382753,3163.5093105159076,INTERPRET
KM,odometer_bucket,<10k,42,1668.4369440401304,1037.2132233437458,-390.2974768962251,4180.236625340785,N<50; DO NOT RANK
KM,odometer_bucket,10-30k,178,1169.7062725755325,803.579280609117,324.30283809178417,2819.0786158928945,INTERPRET
KM,odometer_bucket,30-60k,480,1388.325246145038,937.7145723772726,-23.818569606025367,3173.946432983936,INTERPRET
KM,odometer_bucket,60-100k,629,1447.005828734848,986.6492268758657,6.841618007706646,3505.2902319106606,INTERPRET
KM,odometer_bucket,100k+,1293,1648.1045504071992,1195.5505462838582,-74.7956783953361,3511.2777142360196,INTERPRET
KM,service_sequence_bucket,1,163,1417.7362641649606,907.1107524524118,12.0184798441751,3461.0484686815803,INTERPRET
KM,service_sequence_bucket,2,172,1277.4007797040895,799.372104463002,65.6487857882844,3522.557715457381,INTERPRET
KM,service_sequence_bucket,3-4,314,1363.1833525588272,860.9858794248917,103.23762321780205,3197.473126933758,INTERPRET
KM,service_sequence_bucket,5-8,616,1402.736939704903,957.3694394880115,-44.95883982197373,3081.8259216121296,INTERPRET
KM,service_sequence_bucket,9+,1357,1652.847872909943,1218.8479235008463,-59.30693325626944,3572.2655526151857,INTERPRET
KM,workshop_id,WS0001,356,1539.1466179406978,1083.0915707382649,80.28654483037239,3800.859212183463,INTERPRET
KM,workshop_id,WS0002,191,1474.6854610963626,1019.6319358264664,-143.27583130782898,3544.7491596012933,INTERPRET
KM,workshop_id,WS0003,284,1475.100363567292,1014.9551775385717,-110.93992002409159,3356.5204506718424,INTERPRET
KM,workshop_id,WS0004,155,1369.9162670035757,777.2329313606315,-68.99686362693289,3521.973642322984,INTERPRET
KM,workshop_id,WS0005,268,1440.1303241444841,1128.7400086643856,178.3646704193055,2861.2152349546395,INTERPRET
KM,workshop_id,WS0006,226,1759.8362727981996,1156.8672226765138,-344.59161039057665,4017.648522000912,INTERPRET
KM,workshop_id,WS0007,347,1727.8559124471005,1204.2542035158467,-5.081286621597882,3871.9155620558954,INTERPRET
KM,workshop_id,WS0008,390,1363.3716090287962,1008.8528817737053,111.65348639943727,2815.018205905326,INTERPRET
KM,workshop_id,WS0009,211,1685.5352062621164,1153.0240931864537,-160.93101390671927,3597.39834427007,INTERPRET
KM,workshop_id,WS0010,194,1311.188713343927,884.610711373577,3.7574806330379866,2754.521254462633,INTERPRET
KM,model_id,BAJAJ_DOMINAR250,1,21.914600192418675,21.914600192418675,-21.914600192418675,21.914600192418675,N<50; DO NOT RANK
KM,model_id,BAJAJ_NS125,9,1541.319560465274,917.6907499696481,-640.4981957878958,3349.596922874352,N<50; DO NOT RANK
KM,model_id,BAJAJ_NS200,10,714.4101568873111,511.18338511839056,434.57985380385287,1162.0903111161679,N<50; DO NOT RANK
KM,model_id,CFMOTO_250NK,7,901.0166406701626,1154.0147093708467,333.2311339827364,1543.2143216558384,N<50; DO NOT RANK
KM,model_id,CFMOTO_250SR,2,1772.9355182574773,1772.9355182574773,1772.9355182574773,2096.181725062906,N<50; DO NOT RANK
KM,model_id,CFMOTO_450NK,3,2281.2336254749875,1297.2725314323056,-864.1749985431073,4033.944855108175,N<50; DO NOT RANK
KM,model_id,HONDA_ACTIVA125,104,794.6718918439049,392.63815632837895,211.46559623212974,2338.864174275793,INTERPRET
KM,model_id,HONDA_ADV350,5,1520.6517659735555,1662.6515486756807,853.9356558888554,2328.4095565960292,N<50; DO NOT RANK
KM,model_id,HONDA_CB125F,28,1811.741390289999,996.3287451500205,-251.5673982174182,4114.490531231485,N<50; DO NOT RANK
KM,model_id,HONDA_CL250,3,2938.69235939902,3810.6686697196674,-2938.69235939902,3899.397432752242,N<50; DO NOT RANK
KM,model_id,HONDA_DIO110,300,1608.8142032134392,855.9845419793678,-405.12123640282067,3979.1052940612262,INTERPRET
KM,model_id,HONDA_FORZA250,11,828.6715912991068,937.7158795592754,-161.2390572057033,1255.7780666724802,N<50; DO NOT RANK
KM,model_id,HONDA_PCX125,80,1478.2149504403667,898.1997605948836,369.87464759393146,3643.5621620744214,INTERPRET
KM,model_id,HONDA_SH125I,10,1790.3438911815497,1379.92359961369,1051.2516020334076,3710.630557645094,N<50; DO NOT RANK
KM,model_id,KTM_390_DUKE,1,2811.5757499004435,2811.5757499004435,2811.5757499004435,2811.5757499004435,N<50; DO NOT RANK
KM,model_id,KUBA_BLUEBERRY50,515,1743.8426494332114,1368.54402294992,4.509482282463065,3316.8397939125302,INTERPRET
KM,model_id,KUBA_CG50_PRO,152,887.942946669427,529.2623815566326,119.51863726796245,2329.2908122526746,INTERPRET
KM,model_id,KYMCO_DOWNTOWN250I,2,1860.803175828475,1860.803175828475,1860.803175828475,1932.0443190856918,N<50; DO NOT RANK
KM,model_id,MONDIAL_50_UAG,259,1313.7445484766715,1009.3268121200854,58.07055713133667,2418.36312833728,INTERPRET
KM,model_id,MONDIAL_EXON50,8,1243.831358243936,876.8386224947074,431.70521986642257,2942.4882600550045,N<50; DO NOT RANK
KM,model_id,MONDIAL_SFC_MINI_50EC,332,1691.0752765877678,1380.1013736991151,-48.13677343030249,3282.0481097813017,INTERPRET
KM,model_id,MONDIAL_TURISMO50I,10,384.24392513328905,289.68229594611626,21.390423795922924,628.2836581381711,N<50; DO NOT RANK
KM,model_id,MONDIAL_WING50I,214,1236.7586261756505,814.5555288463484,-39.74902341332703,2803.7679264991525,INTERPRET
KM,model_id,RKS_NEW_LIGHT_PRO,194,1789.8869069790626,1246.9647819351426,136.37211376588297,3952.9928870280883,INTERPRET
KM,model_id,SYM_JETX125,41,1834.86619663673,1450.8339333820268,347.31623333307033,3424.558864007112,N<50; DO NOT RANK
KM,model_id,TVS_APACHE_RTR200_4V,2,845.3474916058944,845.3474916058944,-293.04945654196626,1079.7870568394674,N<50; DO NOT RANK
KM,model_id,TVS_JUPITER125,74,1359.4166885014006,875.7432883694762,-323.461548192095,3219.2015485927736,INTERPRET
KM,model_id,TVS_RAIDER125,6,1097.3489449788763,904.122263688939,785.7498818192215,1920.5259765082078,N<50; DO NOT RANK
KM,model_id,YAMAHA_NMAX125,225,1803.2465787991412,1166.5210458805977,-162.11418397884202,4050.9346719782616,INTERPRET
KM,model_id,YAMAHA_XMAX250,13,1044.752406373696,679.060534580788,215.834459880724,2592.7732229286125,N<50; DO NOT RANK
KM,model_id,YAMAHA_XSR125,1,8.001068492716058,8.001068492716058,-8.001068492716058,8.001068492716058,N<50; DO NOT RANK
