number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_eta,params_gamma,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,state
63,0.055976341657091144,2026-08-30 23:38:51.329838,2026-08-30 23:39:01.294004,0 days 00:00:09.964166,0.9171153297316061,0.012733535875613275,1.4278610749269578,6,25.685302129862897,641,0.002859786630923701,0.6014112172555836,0.7317367404191111,COMPLETE
64,0.05046399729429287,2026-08-30 23:39:01.294046,2026-08-30 23:39:09.385567,0 days 00:00:08.091521,0.6194966737690777,0.0497973066108417,4.683238491709508,6,29.013627150613377,632,0.00959484926531099,1.1237869119413912,0.7164444136201252,COMPLETE
65,0.050673251182444055,2026-08-30 23:39:09.385604,2026-08-30 23:39:16.378169,0 days 00:00:06.992565,0.5810246009163695,0.08728722401062758,4.981990611730142,6,29.76318784487287,625,0.017579754866169132,1.232750743381044,0.7165354440584091,COMPLETE
66,0.0505786665949533,2026-08-30 23:39:16.378211,2026-08-30 23:39:25.080838,0 days 00:00:08.702627,0.6245813401095434,0.0712423936208518,2.0151158371852302,6,20.849565260662597,660,0.009901920215786926,1.7519474142753593,0.7246714817906046,COMPLETE
67,0.05099511892047926,2026-08-30 23:39:25.080879,2026-08-30 23:39:33.254089,0 days 00:00:08.173210,0.5382970342012293,0.1159727723429702,1.3297181828250606,6,15.050829180338747,632,0.006630382195079711,0.7382088401355732,0.7629024556739861,COMPLETE
68,0.05718024851036777,2026-08-30 23:39:33.254128,2026-08-30 23:39:37.596235,0 days 00:00:04.342107,0.9468671848018393,0.14801964868647116,3.9745944069448185,2,27.030851729710214,651,0.0027538199439255174,0.2709063472159271,0.6937466175166791,COMPLETE
69,0.059576255860561846,2026-08-30 23:39:37.596273,2026-08-30 23:39:43.578300,0 days 00:00:05.982027,0.9783254093833993,0.03079210011035871,2.07971518339331,3,4.8576506707844525,700,0.06439221500414581,4.737801231616571,0.9903825586148675,COMPLETE
70,0.0509456822469817,2026-08-30 23:39:43.578380,2026-08-30 23:39:50.878134,0 days 00:00:07.299754,0.6976266678049942,0.05573730942168429,2.900765965974797,6,19.583899865490654,535,0.33042568298291625,0.559147976355733,0.7438578170204345,COMPLETE
71,0.050636431666312764,2026-08-30 23:39:50.878177,2026-08-30 23:39:59.989819,0 days 00:00:09.111642,0.902501086306568,0.04488246012860571,3.9159775211770356,6,24.7936068599925,675,0.0039718610445111146,1.1011255177246886,0.6757084068515966,COMPLETE
72,0.050847654949451086,2026-08-30 23:39:59.989857,2026-08-30 23:40:08.618687,0 days 00:00:08.628830,0.9181354104377288,0.05082988862198237,1.5941677241951004,6,27.665710490593863,635,0.02525406723954809,0.9417427700393329,0.6468915437014195,COMPLETE
73,0.05083093342589781,2026-08-30 23:40:08.618728,2026-08-30 23:40:18.034905,0 days 00:00:09.416177,0.7399355376189536,0.04047644092446687,3.6246674952375084,6,1.0452622019099855,681,0.005596985663414317,1.4643524461200839,0.7004550611626894,COMPLETE
74,0.05064725030982271,2026-08-30 23:40:18.034944,2026-08-30 23:40:26.464284,0 days 00:00:08.429340,0.9732106507856086,0.06319375482698525,4.856452220905675,6,23.769731318218717,659,0.014046950181792446,0.442219186749876,0.6859037392127207,COMPLETE
75,0.05053508969811634,2026-08-30 23:40:26.464323,2026-08-30 23:40:34.743063,0 days 00:00:08.278740,0.9425985983053857,0.053615082988433364,2.413350607737062,6,20.935881805353556,599,0.0031173439397831886,0.7251972784880732,0.670732183014885,COMPLETE
76,0.050644487972308964,2026-08-30 23:40:34.743105,2026-08-30 23:40:42.632890,0 days 00:00:07.889785,0.9436197731274152,0.08388835597464525,2.575072426252603,6,20.76083795501441,575,0.00131198056641068,2.8082540057243444,0.6642467535074034,COMPLETE
77,0.05119350371976509,2026-08-30 23:40:42.632927,2026-08-30 23:40:50.125392,0 days 00:00:07.492465,0.601429722985366,0.09095270877347077,2.304198913440842,6,18.871673114471072,594,0.0031385169003239916,0.6912050897114909,0.6357490846147725,COMPLETE
78,0.05141854869466527,2026-08-30 23:40:50.125432,2026-08-30 23:40:58.697407,0 days 00:00:08.571975,0.9977638997907001,0.10799761561595217,1.5767475430400488,6,15.860876836691041,610,0.0022980894613518696,0.2928377307496098,0.7210118691141642,COMPLETE
79,0.05065737443263154,2026-08-30 23:40:58.697446,2026-08-30 23:41:05.927493,0 days 00:00:07.230047,0.5596316854010976,0.06977308241132048,1.160723700123742,6,14.136922744261785,557,0.006437178831144472,0.21892677146893985,0.6829554319764659,COMPLETE
80,0.05058461223729205,2026-08-30 23:41:05.927532,2026-08-30 23:41:14.330699,0 days 00:00:08.403167,0.9661301934727288,0.0781560041277019,2.834553975947442,6,29.420118241697004,623,0.008070989334938933,0.8672650816628321,0.6523403513687082,COMPLETE
81,0.05014171653680042,2026-08-30 23:41:14.330736,2026-08-30 23:41:23.544190,0 days 00:00:09.213454,0.9260806362397055,0.052866746641511975,3.893603852035687,6,21.436470785463047,689,0.0038643342507684916,0.35588892458372534,0.6697740687460774,COMPLETE
82,0.050562016459098524,2026-08-30 23:41:23.544228,2026-08-30 23:41:32.681349,0 days 00:00:09.137121,0.9315702899374992,0.05650301716046872,4.111090508628228,6,21.418712382226325,689,0.010499379657386438,0.42991237652850495,0.6997280248408271,COMPLETE
83,0.050445384972076485,2026-08-30 23:41:32.681391,2026-08-30 23:41:41.317077,0 days 00:00:08.635686,0.9549603980554664,0.04822542681207473,2.0993646089005837,6,18.152557024840622,631,0.0035160055970382986,0.3370980134716488,0.6287731330523051,COMPLETE
84,0.05118500838478596,2026-08-30 23:41:41.317114,2026-08-30 23:41:50.262679,0 days 00:00:08.945565,0.9550754405501408,0.03455559725260909,3.154563817732627,6,18.561726686305548,647,0.004001116361341507,0.34480634146058575,0.6271817361019251,COMPLETE
85,0.050849180631819674,2026-08-30 23:41:50.262719,2026-08-30 23:41:58.361428,0 days 00:00:08.098709,0.6478883655058207,0.04648781052536184,1.9769190951337505,6,24.19299539521457,631,0.002346512350256318,0.5037596433671928,0.6005931540188706,COMPLETE
86,0.051482108513050774,2026-08-30 23:41:58.361466,2026-08-30 23:42:04.308893,0 days 00:00:05.947427,0.9223089883364407,0.04699502953257065,4.974006705907702,6,13.17084174003421,413,0.001439477891278377,0.10020677488485283,0.6403919283745949,COMPLETE
87,0.050497709225562265,2026-08-30 23:42:04.308931,2026-08-30 23:42:13.098799,0 days 00:00:08.789868,0.8763051705183889,0.059881453541446354,3.9223977545915942,6,15.829378020132312,662,0.00537502466851696,0.16748872643443224,0.6533447535989996,COMPLETE
88,0.0503452779391332,2026-08-30 23:42:13.098838,2026-08-30 23:42:22.123102,0 days 00:00:09.024264,0.8522983965222072,0.06251911701361679,2.833402438304299,6,15.67968282981901,658,0.0019135849295329867,0.16651320095792893,0.6532698644650907,COMPLETE
89,0.05057803730858759,2026-08-30 23:42:22.123144,2026-08-30 23:42:31.070841,0 days 00:00:08.947697,0.8765701700288496,0.061984156547483335,0.8913931400288269,6,16.16571522813897,655,0.0018921175796256012,0.16133199764880243,0.6090790374603768,COMPLETE
90,0.05139281656023942,2026-08-30 23:42:31.070880,2026-08-30 23:42:40.386718,0 days 00:00:09.315838,0.8286046810875208,0.03831591165402119,2.776997184451349,6,17.69433172088575,689,0.003347073162227946,0.228839640831116,0.6268915413597542,COMPLETE
91,0.051068318965326404,2026-08-30 23:42:40.386755,2026-08-30 23:42:48.403863,0 days 00:00:08.017108,0.8477148085495033,0.06755318555085872,2.0449303223627373,6,15.342590556594157,583,0.0023543026377330655,0.0652561095475059,0.6562112371160489,COMPLETE
92,0.05064716191328405,2026-08-30 23:42:48.403900,2026-08-30 23:42:56.843235,0 days 00:00:08.439335,0.8556463525134943,0.0423912313759508,3.238354643683998,6,18.689617411714597,610,0.005385776620309548,0.11097839465689381,0.6410778169269101,COMPLETE
93,0.05085315205072218,2026-08-30 23:42:56.843274,2026-08-30 23:43:05.654912,0 days 00:00:08.811638,0.8916372754103351,0.06024367837884657,0.002282143349501184,6,12.43564881259439,637,0.0017542497457432712,0.17329300107513457,0.6511470713823985,COMPLETE
94,0.050878151706080954,2026-08-30 23:43:05.654950,2026-08-30 23:43:14.452762,0 days 00:00:08.797812,0.8051285486578388,0.05244548401556447,4.16822807328848,6,10.481737271681014,660,0.003705477721304972,0.2890351173266692,0.6229383030664488,COMPLETE
95,0.050588933819401084,2026-08-30 23:43:14.452800,2026-08-30 23:43:23.031399,0 days 00:00:08.578599,0.8716640449629522,0.0572171104756748,1.7610067868381842,6,13.956775646598983,615,0.0012294570581720475,0.09485033315860285,0.6642345844321693,COMPLETE
96,0.05045548724459801,2026-08-30 23:43:23.031436,2026-08-30 23:43:30.559954,0 days 00:00:07.528518,0.8298685225388925,0.07354634953266442,3.0008588444622832,5,22.627489376962423,667,0.00907332167394554,0.12273385157242515,0.6952019914987948,COMPLETE
97,0.050521241121233414,2026-08-30 23:43:30.559993,2026-08-30 23:43:38.040056,0 days 00:00:07.480063,0.8133794407690574,0.0775167247589058,2.3102485227513982,5,23.09866909550089,663,0.009680690476399403,0.12125133030362643,0.693277878449512,COMPLETE
98,0.05123896047243298,2026-08-30 23:43:38.040097,2026-08-30 23:43:45.588473,0 days 00:00:07.548376,0.770825205807232,0.12349488428430146,2.7690886157512296,5,3.5479220789903767,685,0.008220280496292823,0.04843683761990599,0.8428171503473034,COMPLETE
99,0.05355731018493957,2026-08-30 23:43:45.588514,2026-08-30 23:43:51.732732,0 days 00:00:06.144218,0.7987134635372258,0.04838595493991344,1.4157640861686247,4,27.51849679466761,645,0.03643535334308043,0.19991642279707475,0.7324978672742445,COMPLETE
100,0.05164976993542981,2026-08-30 23:43:51.732773,2026-08-30 23:43:58.922934,0 days 00:00:07.190161,0.8350825341984388,0.06357885174653839,4.270213036704407,5,1.4084037051330187,626,0.012034758562633963,0.33775864362045743,0.7105275592561853,COMPLETE
101,0.05061886202145038,2026-08-30 23:43:58.922977,2026-08-30 23:44:06.713908,0 days 00:00:07.790931,0.8528851487119404,0.07220507457435922,3.184113305837678,6,16.70614103081253,567,0.004828447792145945,0.07069673400670146,0.6809940078744882,COMPLETE
102,0.050842246739764445,2026-08-30 23:44:06.713946,2026-08-30 23:44:15.910267,0 days 00:00:09.196321,0.8206017054681664,0.05370206931763379,3.7025108364819683,6,21.71580816739171,700,0.00262809285835619,0.15216584986054824,0.6627541083417577,COMPLETE
103,0.05087680418630863,2026-08-30 23:44:15.910307,2026-08-30 23:44:24.284496,0 days 00:00:08.374189,0.9067472186900993,0.06794530607681283,2.2154051267537596,6,17.95348511483711,602,0.002003465555474191,0.1276622835744744,0.6547520933296201,COMPLETE
104,0.050728731240652164,2026-08-30 23:44:24.284535,2026-08-30 23:44:32.803986,0 days 00:00:08.519451,0.8320470331880956,0.058803568151939364,4.928235915078798,6,15.535200407846594,665,0.015360546275489509,0.05019857820623238,0.6401502561385011,COMPLETE
105,0.05089945846549143,2026-08-30 23:44:32.804023,2026-08-30 23:44:41.598786,0 days 00:00:08.794763,0.8838015302607466,0.04385004821342754,3.5204841377822875,6,22.90994502885264,643,0.0015244873562572539,0.032132588055527954,0.6330957517887559,COMPLETE
106,0.050565009459034575,2026-08-30 23:44:41.598825,2026-08-30 23:44:50.985812,0 days 00:00:09.386987,0.864565797367361,0.050014731156361514,2.92190116867822,6,19.468157035042847,685,0.005297255296499772,0.18834365756355917,0.694431982169832,COMPLETE
