appointment_id,workshop_id,customer_id,motorcycle_id,created_at,scheduled_at,appointment_type,source,status,service_id,customer_request,data_origin,generator_version
APT000059,WS0007,C000014,MC000022,2022-08-02 15:15:00,2022-08-08 17:52:00,PERIODIC,WEB,CONVERTED_TO_SERVICE,SVC000111,PERIODIC,SYNTHETIC,1.0.0
APT000060,WS0007,C000014,MC000022,2022-11-28 13:15:00,2022-12-10 16:45:00,PERIODIC,PHONE,CONVERTED_TO_SERVICE,SVC000112,PERIODIC,SYNTHETIC,1.0.0
APT000061,WS0007,C000014,MC000022,2024-07-25 17:30:00,2024-07-29 13:57:00,PERIODIC,WEB,CONVERTED_TO_SERVICE,SVC000118,PERIODIC,SYNTHETIC,1.0.0
APT000062,WS0007,C000014,MC000022,2025-04-30 13:00:00,2025-05-07 09:21:00,PERIODIC,WEB,CONVERTED_TO_SERVICE,SVC000119,PERIODIC,SYNTHETIC,1.0.0
APT000063,WS0007,C000014,MC000022,2025-08-01 13:00:00,2025-08-15 17:02:00,PERIODIC,WEB,CONVERTED_TO_SERVICE,SVC000120,PERIODIC,SYNTHETIC,1.0.0
APT000064,WS0007,C000014,MC000022,2025-12-11 17:30:00,2025-12-15 15:41:00,PERIODIC,PHONE,CONVERTED_TO_SERVICE,SVC000121,PERIODIC,SYNTHETIC,1.0.0
APT000065,WS0007,C000014,MC000022,2026-02-22 13:45:00,2026-02-25 13:36:00,PERIODIC,MOBILE_APP,CONVERTED_TO_SERVICE,SVC000122,PERIODIC,SYNTHETIC,1.0.0
APT000066,WS0006,C000015,MC000023,2025-06-24 09:30:00,2025-06-25 16:22:00,PERIODIC,WHATSAPP,CONVERTED_TO_SERVICE,SVC000124,PERIODIC,SYNTHETIC,1.0.0
APT000067,WS0006,C000015,MC000023,2026-06-20 12:00:00,2026-06-29 14:39:00,PERIODIC,WHATSAPP,CONVERTED_TO_SERVICE,SVC000125,PERIODIC,SYNTHETIC,1.0.0
APT000068,WS0005,C000016,MC000025,2021-04-10 17:30:00,2021-04-24 16:41:00,PERIODIC,WHATSAPP,CONVERTED_TO_SERVICE,SVC000128,PERIODIC,SYNTHETIC,1.0.0
APT000069,WS0005,C000016,MC000025,2022-06-08 12:30:00,2022-06-10 09:11:00,PERIODIC,PHONE,CONVERTED_TO_SERVICE,SVC000129,PERIODIC,SYNTHETIC,1.0.0
APT000070,WS0005,C000016,MC000025,2024-07-02 09:30:00,2024-07-06 10:16:00,PERIODIC,PHONE,CONVERTED_TO_SERVICE,SVC000130,PERIODIC,SYNTHETIC,1.0.0
APT000071,WS0005,C000016,MC000025,2025-02-04 11:30:00,2025-02-14 14:40:00,PERIODIC,MOBILE_APP,CONVERTED_TO_SERVICE,SVC000131,PERIODIC,SYNTHETIC,1.0.0
APT000072,WS0005,C000016,MC000025,2026-01-30 09:30:00,2026-02-04 12:18:00,PERIODIC,WEB,CONVERTED_TO_SERVICE,SVC000132,PERIODIC,SYNTHETIC,1.0.0
APT000073,WS0005,C000016,MC000025,2026-07-04 10:00:00,2026-07-14 17:12:00,PERIODIC,MOBILE_APP,CONVERTED_TO_SERVICE,SVC000133,PERIODIC,SYNTHETIC,1.0.0
APT000074,WS0001,C000017,MC000026,2024-09-08 09:00:00,2024-09-21 10:41:00,PERIODIC,MOBILE_APP,CONVERTED_TO_SERVICE,SVC000137,PERIODIC,SYNTHETIC,1.0.0
APT000075,WS0001,C000017,MC000026,2026-03-13 12:15:00,2026-03-24 11:53:00,PERIODIC,MOBILE_APP,CONVERTED_TO_SERVICE,SVC000140,PERIODIC,SYNTHETIC,1.0.0
APT000076,WS0001,C000017,MC000026,2026-06-16 15:00:00,2026-06-22 10:39:00,PERIODIC,WHATSAPP,CONVERTED_TO_SERVICE,SVC000141,PERIODIC,SYNTHETIC,1.0.0
APT000077,WS0005,C000018,MC000027,2022-09-01 14:30:00,2022-09-03 13:01:00,PERIODIC,WEB,CONVERTED_TO_SERVICE,SVC000142,PERIODIC,SYNTHETIC,1.0.0
APT000078,WS0005,C000018,MC000027,2023-06-22 14:15:00,2023-06-24 11:30:00,PERIODIC,PHONE,CONVERTED_TO_SERVICE,SVC000145,PERIODIC,SYNTHETIC,1.0.0
APT000079,WS0005,C000018,MC000027,2023-12-10 11:15:00,2023-12-15 13:32:00,PERIODIC,MOBILE_APP,CONVERTED_TO_SERVICE,SVC000146,PERIODIC,SYNTHETIC,1.0.0
APT000080,WS0005,C000018,MC000027,2024-10-12 14:00:00,2024-10-14 10:20:00,PERIODIC,WEB,CONVERTED_TO_SERVICE,SVC000147,PERIODIC,SYNTHETIC,1.0.0
APT000081,WS0005,C000018,MC000027,2026-01-08 12:45:00,2026-01-19 15:51:00,PERIODIC,MOBILE_APP,CONVERTED_TO_SERVICE,SVC000149,PERIODIC,SYNTHETIC,1.0.0
APT000082,WS0005,C000019,MC000028,2026-02-28 12:30:00,2026-03-04 11:09:00,PERIODIC,WHATSAPP,CONVERTED_TO_SERVICE,SVC000151,PERIODIC,SYNTHETIC,1.0.0
APT000083,WS0005,C000019,MC000028,2026-06-26 10:15:00,2026-07-04 16:31:00,PERIODIC,PHONE,CONVERTED_TO_SERVICE,SVC000152,PERIODIC,SYNTHETIC,1.0.0
APT000084,WS0005,C000019,MC000029,2025-07-24 12:15:00,2025-08-02 16:08:00,PERIODIC,MOBILE_APP,CONVERTED_TO_SERVICE,SVC000153,PERIODIC,SYNTHETIC,1.0.0
APT000085,WS0005,C000020,MC000031,2026-07-17 16:15:00,2026-07-29 13:04:00,PERIODIC,WEB,CONVERTED_TO_SERVICE,SVC000154,PERIODIC,SYNTHETIC,1.0.0
APT000086,WS0009,C000021,MC000032,2023-05-25 10:00:00,2023-06-01 16:39:00,PERIODIC,PHONE,CONVERTED_TO_SERVICE,SVC000155,PERIODIC,SYNTHETIC,1.0.0
APT000087,WS0009,C000021,MC000032,2023-08-07 16:15:00,2023-08-11 13:13:00,PERIODIC,PHONE,CONVERTED_TO_SERVICE,SVC000156,PERIODIC,SYNTHETIC,1.0.0
APT000088,WS0009,C000021,MC000032,2024-11-15 09:30:00,2024-11-18 11:59:00,PERIODIC,MOBILE_APP,CONVERTED_TO_SERVICE,SVC000158,PERIODIC,SYNTHETIC,1.0.0
APT000089,WS0009,C000021,MC000032,2025-08-08 14:00:00,2025-08-11 09:16:00,BREAKDOWN,PHONE,CONVERTED_TO_SERVICE,SVC000160,BREAKDOWN,SYNTHETIC,1.0.0
APT000090,WS0009,C000021,MC000032,2026-06-21 17:45:00,2026-06-22 13:31:00,PERIODIC,WHATSAPP,CONVERTED_TO_SERVICE,SVC000164,PERIODIC,SYNTHETIC,1.0.0
APT000091,WS0003,C000022,MC000033,2026-07-10 16:00:00,2026-07-23 12:28:00,PERIODIC,WHATSAPP,CONVERTED_TO_SERVICE,SVC000165,PERIODIC,SYNTHETIC,1.0.0
APT000092,WS0003,C000023,MC000035,2025-07-15 11:30:00,2025-07-17 15:53:00,PERIODIC,WEB,CONVERTED_TO_SERVICE,SVC000167,PERIODIC,SYNTHETIC,1.0.0
APT000093,WS0003,C000023,MC000036,2021-08-05 17:30:00,2021-08-07 15:44:00,PERIODIC,MOBILE_APP,CONVERTED_TO_SERVICE,SVC000168,PERIODIC,SYNTHETIC,1.0.0
APT000094,WS0003,C000023,MC000036,2022-03-31 14:30:00,2022-04-09 11:04:00,PERIODIC,WEB,CONVERTED_TO_SERVICE,SVC000169,PERIODIC,SYNTHETIC,1.0.0
APT000095,WS0003,C000023,MC000036,2022-07-27 14:00:00,2022-08-02 12:02:00,PERIODIC,PHONE,CONVERTED_TO_SERVICE,SVC000171,PERIODIC,SYNTHETIC,1.0.0
APT000096,WS0003,C000023,MC000036,2023-02-07 10:45:00,2023-02-16 14:24:00,PERIODIC,PHONE,CONVERTED_TO_SERVICE,SVC000172,PERIODIC,SYNTHETIC,1.0.0
APT000097,WS0003,C000023,MC000036,2023-04-08 17:45:00,2023-04-10 09:24:00,PERIODIC,WEB,CONVERTED_TO_SERVICE,SVC000173,PERIODIC,SYNTHETIC,1.0.0
APT000098,WS0003,C000023,MC000036,2023-06-01 16:45:00,2023-06-06 13:20:00,PERIODIC,WEB,CONVERTED_TO_SERVICE,SVC000174,PERIODIC,SYNTHETIC,1.0.0
APT000099,WS0003,C000023,MC000036,2024-04-10 17:45:00,2024-04-24 08:42:00,PERIODIC,PHONE,CONVERTED_TO_SERVICE,SVC000177,PERIODIC,SYNTHETIC,1.0.0
APT000100,WS0003,C000023,MC000036,2025-09-02 11:00:00,2025-09-03 12:38:00,PERIODIC,MOBILE_APP,CONVERTED_TO_SERVICE,SVC000182,PERIODIC,SYNTHETIC,1.0.0
APT000101,WS0003,C000023,MC000036,2026-05-24 17:00:00,2026-06-05 10:22:00,PERIODIC,WHATSAPP,CONVERTED_TO_SERVICE,SVC000184,PERIODIC,SYNTHETIC,1.0.0
APT000102,WS0004,C000024,MC000037,2024-12-06 09:00:00,2024-12-14 13:03:00,PERIODIC,WHATSAPP,CONVERTED_TO_SERVICE,SVC000185,PERIODIC,SYNTHETIC,1.0.0
APT000103,WS0003,C000025,MC000038,2022-07-06 11:15:00,2022-07-09 08:28:00,PERIODIC,WHATSAPP,CONVERTED_TO_SERVICE,SVC000187,PERIODIC,SYNTHETIC,1.0.0
APT000104,WS0003,C000025,MC000038,2025-02-25 13:30:00,2025-03-04 09:18:00,PERIODIC,WEB,CONVERTED_TO_SERVICE,SVC000190,PERIODIC,SYNTHETIC,1.0.0
APT000105,WS0005,C000026,MC000039,2026-03-11 13:00:00,2026-03-20 13:14:00,PERIODIC,PHONE,CONVERTED_TO_SERVICE,SVC000191,PERIODIC,SYNTHETIC,1.0.0
APT000106,WS0005,C000026,MC000039,2026-05-05 09:00:00,2026-05-14 10:43:00,PERIODIC,WEB,CONVERTED_TO_SERVICE,SVC000192,PERIODIC,SYNTHETIC,1.0.0
APT000107,WS0005,C000026,MC000039,2026-06-17 09:30:00,2026-06-25 10:01:00,PERIODIC,WEB,CONVERTED_TO_SERVICE,SVC000193,PERIODIC,SYNTHETIC,1.0.0
APT000108,WS0001,C000027,MC000040,2024-01-12 17:30:00,2024-01-15 15:55:00,PERIODIC,PHONE,CONVERTED_TO_SERVICE,SVC000199,PERIODIC,SYNTHETIC,1.0.0
APT000109,WS0009,C000028,MC000041,2023-08-02 12:15:00,2023-08-16 13:12:00,PERIODIC,MOBILE_APP,CONVERTED_TO_SERVICE,SVC000206,PERIODIC,SYNTHETIC,1.0.0
APT000110,WS0009,C000028,MC000041,2023-09-03 11:15:00,2023-09-09 16:33:00,PERIODIC,WEB,CONVERTED_TO_SERVICE,SVC000207,PERIODIC,SYNTHETIC,1.0.0
APT000111,WS0009,C000028,MC000041,2024-02-01 17:45:00,2024-02-09 10:00:00,PERIODIC,WEB,CONVERTED_TO_SERVICE,SVC000208,PERIODIC,SYNTHETIC,1.0.0
APT000112,WS0009,C000028,MC000041,2025-03-04 15:00:00,2025-03-08 12:25:00,PERIODIC,WHATSAPP,CONVERTED_TO_SERVICE,SVC000215,PERIODIC,SYNTHETIC,1.0.0
APT000113,WS0009,C000028,MC000041,2025-03-12 11:45:00,2025-03-24 16:18:00,PERIODIC,WHATSAPP,CONVERTED_TO_SERVICE,SVC000216,PERIODIC,SYNTHETIC,1.0.0
APT000114,WS0009,C000028,MC000041,2025-09-14 09:00:00,2025-09-24 09:32:00,PERIODIC,PHONE,CONVERTED_TO_SERVICE,SVC000218,PERIODIC,SYNTHETIC,1.0.0
APT000115,WS0009,C000028,MC000041,2026-05-16 11:00:00,2026-05-27 09:26:00,PERIODIC,WEB,CONVERTED_TO_SERVICE,SVC000221,PERIODIC,SYNTHETIC,1.0.0
APT000116,WS0008,C000030,MC000043,2026-04-23 15:30:00,2026-04-27 16:39:00,PERIODIC,PHONE,CONVERTED_TO_SERVICE,SVC000227,PERIODIC,SYNTHETIC,1.0.0
APT000117,WS0007,C000031,MC000044,2026-01-07 12:30:00,2026-01-19 10:08:00,PERIODIC,PHONE,CONVERTED_TO_SERVICE,SVC000228,PERIODIC,SYNTHETIC,1.0.0
APT000118,WS0004,C000033,MC000046,2023-08-14 16:00:00,2023-08-28 15:49:00,PERIODIC,PHONE,CONVERTED_TO_SERVICE,SVC000234,PERIODIC,SYNTHETIC,1.0.0
APT000119,WS0004,C000035,MC000049,2023-05-25 16:30:00,2023-05-26 10:15:00,PERIODIC,WEB,CONVERTED_TO_SERVICE,SVC000237,PERIODIC,SYNTHETIC,1.0.0
APT000120,WS0004,C000035,MC000049,2023-11-27 17:15:00,2023-12-06 17:01:00,PERIODIC,PHONE,CONVERTED_TO_SERVICE,SVC000238,PERIODIC,SYNTHETIC,1.0.0
APT000121,WS0004,C000035,MC000049,2024-02-04 15:00:00,2024-02-06 12:23:00,PERIODIC,WHATSAPP,CONVERTED_TO_SERVICE,SVC000239,PERIODIC,SYNTHETIC,1.0.0
APT000122,WS0004,C000035,MC000049,2024-07-28 09:30:00,2024-08-05 09:05:00,PERIODIC,MOBILE_APP,CONVERTED_TO_SERVICE,SVC000242,PERIODIC,SYNTHETIC,1.0.0
APT000123,WS0004,C000035,MC000049,2025-02-27 11:45:00,2025-03-03 08:02:00,PERIODIC,MOBILE_APP,CONVERTED_TO_SERVICE,SVC000244,PERIODIC,SYNTHETIC,1.0.0
APT000124,WS0004,C000035,MC000049,2025-04-18 10:00:00,2025-04-25 09:07:00,PERIODIC,WEB,CONVERTED_TO_SERVICE,SVC000245,PERIODIC,SYNTHETIC,1.0.0
APT000125,WS0004,C000035,MC000049,2025-12-09 15:00:00,2025-12-12 16:31:00,REPAIR,WEB,CONVERTED_TO_SERVICE,SVC000246,REPAIR,SYNTHETIC,1.0.0
APT000126,WS0004,C000035,MC000049,2026-01-18 14:45:00,2026-01-30 11:28:00,PERIODIC,PHONE,CONVERTED_TO_SERVICE,SVC000247,PERIODIC,SYNTHETIC,1.0.0
APT000127,WS0005,C000036,MC000050,2026-04-25 11:45:00,2026-04-28 09:30:00,PERIODIC,WEB,CONVERTED_TO_SERVICE,SVC000248,PERIODIC,SYNTHETIC,1.0.0
APT000128,WS0005,C000039,MC000054,2022-05-27 12:30:00,2022-05-31 09:22:00,PERIODIC,PHONE,CONVERTED_TO_SERVICE,SVC000249,PERIODIC,SYNTHETIC,1.0.0
APT000129,WS0005,C000039,MC000054,2023-12-01 11:00:00,2023-12-07 10:48:00,PERIODIC,MOBILE_APP,CONVERTED_TO_SERVICE,SVC000250,PERIODIC,SYNTHETIC,1.0.0
APT000130,WS0005,C000039,MC000054,2025-01-08 17:00:00,2025-01-18 10:13:00,PERIODIC,MOBILE_APP,CONVERTED_TO_SERVICE,SVC000251,PERIODIC,SYNTHETIC,1.0.0
APT000131,WS0005,C000039,MC000054,2025-05-11 16:45:00,2025-05-24 17:18:00,PERIODIC,PHONE,CONVERTED_TO_SERVICE,SVC000252,PERIODIC,SYNTHETIC,1.0.0
APT000132,WS0005,C000039,MC000054,2025-12-25 16:15:00,2026-01-02 09:13:00,PERIODIC,WEB,CONVERTED_TO_SERVICE,SVC000253,PERIODIC,SYNTHETIC,1.0.0
APT000133,WS0006,C000040,MC000055,2023-04-14 11:30:00,2023-04-28 12:56:00,PERIODIC,MOBILE_APP,CONVERTED_TO_SERVICE,SVC000255,PERIODIC,SYNTHETIC,1.0.0
APT000134,WS0006,C000040,MC000055,2023-09-13 10:15:00,2023-09-20 10:56:00,PERIODIC,WHATSAPP,CONVERTED_TO_SERVICE,SVC000256,PERIODIC,SYNTHETIC,1.0.0
APT000135,WS0006,C000040,MC000055,2024-03-21 09:30:00,2024-03-25 09:50:00,PERIODIC,PHONE,CONVERTED_TO_SERVICE,SVC000257,PERIODIC,SYNTHETIC,1.0.0
